,Unnamed: 0,句子,字,释义,正确选项（填序号）：
583,2119,不息则久，久则征；征则悠远，悠【远】则博厚，博厚则高明,远,"1、<形>空间距离大，跟“近”相对
<例句：登高而招，臂非加长也，而见者远。>
2、<名>远方；远方的国家或人民
<例句：劳师以袭远，非所闻也。>
3、<动>疏远
<例句：亲贤臣，远小人，此先帝所以兴隆也。>
4、<动>远离
<例句：母孙二人，更相为命，是以区区不能废远。>
5、<形>时间长、久
<例句：其远古刻尽漫失。>
6、<形>长远；深远
<例句：燕赵之君，始有远略。>
7、<动>远播
<例句：香远益清。>
8、<副>差距大
<例句：窥镜而自视，又弗如远甚。>
",
192,1728,言前定则不跲，事前定【则】不困，行前定则不疚，道前定则不穷,则,"1、表示承接关系。一般用来连接两个分句或紧缩复句中的前后两层意思，表示两件事情在时间上、事理上的紧密联系。可译为""就""""便""，或译为""原来是""""已经是""。
<例句：项王曰：""壮士！--赐之卮酒。""则与斗卮酒。>
<例句：故木受绳则直，金就砺则利。>
<例句：徐而察之，则山下皆石穴罅。>
<例句：子灿寐而醒，客则鼾睡炕上矣。>
2、表示假设关系。有的用在前一分句，引出假设的情况，相当于""假使""""如果""；有的用于后面的分句，表示假设或推断的结果，相当于""那么""""就""。
<例句：向吾不为斯役，则久已病矣。>
3、。可译为""就"",或不译。
<例句：位卑则足羞，官盛则近谀。>
<例句：入则孝，出则悌。>
4、表示转折、让步关系。表示意思有转折时，""则""字用在后一分句，可译为""可是""""却""；表示姑且承认一件事，预备下句转入正意时，""则""字用在前一分句。可译为""虽然""""倒是""。
<例句：于其身也，则耻师焉，惑矣。>
<例句：其室则迩，其人甚远。>
5、副词。用在判断句中，起强调和确认作用，可译作""是""""就是""。
<例句：此则岳阳楼之大观也。>
<例句：非死则徙尔。>
",
1213,2749,唯天下至圣为能聪明睿知，足以有临也；宽裕温柔，足以有容也；发强刚毅，足以有执【也】；齐庄中正，足以有敬也；文理密察，足以有别也,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",
1479,3015,”是故君子不赏而民劝，不怒而民【威】于鈇钺,威,"1、<名>威力；威势
<例句：遂破荆州，威震四海。>
2、<名>威严；尊严；威信
<例句：严大国之威以修敬也。>
3、<动>威慑；震慑
<例句：此教我先威众也。>
4、<动>通“畏”，使……害怕
<例句：赏赐不能喜，诛罚不能威。>
",
938,2474,虽有其位，苟无其德，不敢作礼【乐】焉；虽有其德,乐,"1、<名>音乐
<例句：今夜闻君琵琶语，如听仙乐耳暂明。>
2、<名>乐器
<例句：掌六律六同之和……以为乐器。>
3、<动>欣赏音乐
<例句：独乐乐，与人乐乐，孰乐？>
4、<形>快乐
<例句：所以游目骋怀，足以极视听之娱，信可乐也。>
5、<名>乐趣
<例句：此乐何极。>
6、<动>喜欢；乐意
<例句：人未有不乐为治平之民者也。>
7、<名>音乐
<例句：今夜闻君琵琶语，如听仙乐耳暂明。>
8、<名>乐器
<例句：掌六律六同之和……以为乐器。>
9、<动>欣赏音乐
<例句：独乐乐，与人乐乐，孰乐？>
10、<形>快乐
<例句：所以游目骋怀，足以极视听之娱，信可乐也。>
11、<名>乐趣
<例句：此乐何极。>
12、<动>喜欢；乐意
<例句：人未有不乐为治平之民者也。>
",
459,1995,曲能有诚，诚则形，形则【著】，著则明，明则动，动则变，变则化,著,"1、<动>显露
<例句：诚则形，形则著，著则明。>
2、<形>显著
<例句：如此，则臣忠君明，治著而兵强矣。>
3、<动>写作
<例句：常著文章以自娱。>
4、<动>附着
<例句：今殴民而归之农，皆著于本。>
5、<动>穿
<例句：著我绣夹裙，事事四五通。>
6、<动>居于；处在
<例句：盖以十舰最著前，中江举帆。>
7、<动>加上
<例句：已是黄昏独自愁，更著风和雨。>
8、<动>显露
<例句：诚则形，形则著，著则明。>
9、<形>显著
<例句：如此，则臣忠君明，治著而兵强矣。>
10、<动>写作
<例句：常著文章以自娱。>
11、<动>附着
<例句：今殴民而归之农，皆著于本。>
12、<动>穿
<例句：著我绣夹裙，事事四五通。>
13、<动>居于；处在
<例句：盖以十舰最著前，中江举帆。>
14、<动>加上
<例句：已是黄昏独自愁，更著风和雨。>
15、<动>显露
<例句：诚则形，形则著，著则明。>
16、<形>显著
<例句：如此，则臣忠君明，治著而兵强矣。>
17、<动>写作
<例句：常著文章以自娱。>
18、<动>附着
<例句：今殴民而归之农，皆著于本。>
19、<动>穿
<例句：著我绣夹裙，事事四五通。>
20、<动>居于；处在
<例句：盖以十舰最著前，中江举帆。>
21、<动>加上
<例句：已是黄昏独自愁，更著风和雨。>
22、<动>显露
<例句：诚则形，形则著，著则明。>
23、<形>显著
<例句：如此，则臣忠君明，治著而兵强矣。>
24、<动>写作
<例句：常著文章以自娱。>
25、<动>附着
<例句：今殴民而归之农，皆著于本。>
26、<动>穿
<例句：著我绣夹裙，事事四五通。>
27、<动>居于；处在
<例句：盖以十舰最著前，中江举帆。>
28、<动>加上
<例句：已是黄昏独自愁，更著风和雨。>
29、<动>显露
<例句：诚则形，形则著，著则明。>
30、<形>显著
<例句：如此，则臣忠君明，治著而兵强矣。>
31、<动>写作
<例句：常著文章以自娱。>
32、<动>附着
<例句：今殴民而归之农，皆著于本。>
33、<动>穿
<例句：著我绣夹裙，事事四五通。>
34、<动>居于；处在
<例句：盖以十舰最著前，中江举帆。>
35、<动>加上
<例句：已是黄昏独自愁，更著风和雨。>
36、<动>显露
<例句：诚则形，形则著，著则明。>
37、<形>显著
<例句：如此，则臣忠君明，治著而兵强矣。>
38、<动>写作
<例句：常著文章以自娱。>
39、<动>附着
<例句：今殴民而归之农，皆著于本。>
40、<动>穿
<例句：著我绣夹裙，事事四五通。>
41、<动>居于；处在
<例句：盖以十舰最著前，中江举帆。>
42、<动>加上
<例句：已是黄昏独自愁，更著风和雨。>
43、<动>显露
<例句：诚则形，形则著，著则明。>
44、<形>显著
<例句：如此，则臣忠君明，治著而兵强矣。>
45、<动>写作
<例句：常著文章以自娱。>
46、<动>附着
<例句：今殴民而归之农，皆著于本。>
47、<动>穿
<例句：著我绣夹裙，事事四五通。>
48、<动>居于；处在
<例句：盖以十舰最著前，中江举帆。>
49、<动>加上
<例句：已是黄昏独自愁，更著风和雨。>
",
204,1740,【在】下位不获乎上，民不可得而治矣,在,"1、<动>存在
<例句：强秦之所以不敢加兵于赵者，徒以吾两人在也。>
2、<动>居于；处于
<例句：君之病在肠胃。>
<例句：以相如功大，拜为上卿，位在廉颇之右。>
3、<动>在于；取决于
<例句：驽马十驾，功在不会舍。>
4、<介>在
<例句：横柯上蔽，在昼犹昏。>
<例句：要留青白在人间。>
",
1164,2700,万物并育而【不】相害，道并行而不相悖，小德川流，大德敦化，此天地之这所以为大也,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",
122,1658,所以修身也；去谗远色，贱货而贵德，所以劝贤也；尊其位，重其禄，同其好恶，所以劝亲亲也；官盛任使，所以劝大臣也；忠信重禄，所以劝士也；时使薄敛，所以劝百姓也；日省月试，既廪称事，所以劝百工【也】；送往迎来，嘉善而矜不能，所以柔远人也；继绝世，举废国，治乱持危,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",
1103,2639,《诗》曰：“【在】彼无恶，在此无射,在,"1、<动>存在
<例句：强秦之所以不敢加兵于赵者，徒以吾两人在也。>
2、<动>居于；处于
<例句：君之病在肠胃。>
<例句：以相如功大，拜为上卿，位在廉颇之右。>
3、<动>在于；取决于
<例句：驽马十驾，功在不会舍。>
4、<介>在
<例句：横柯上蔽，在昼犹昏。>
<例句：要留青白在人间。>
",
1285,2821,舟车所至，人力所通，天之【所】覆，地之所载，日月所照，霜露所队，凡有血气者，莫不尊亲，故曰配天,所,"1、经常放在动词前，同动词结合，组成""所""字结构。""所""字结构是名词性短语，表示""所……的人""、""所……的事物""、""所……的情况""等。
<例句：于众人广坐之中，不宜有所过，今公子故过之。>
<例句：故余虽愚，卒获有所闻。>
<例句：余在患难中，间以诗记所遭。>
2、""所""和动词结合，后面再有名词性结构，则所字结构起定语的作用。
<例句：夜则以兵围所寓舍。>
<例句：臣所过屠者朱亥，此子贤者，世莫能知，故隐屠闻耳。>
3、在有些句子中，""为""和""所""呼应，组成""为……所……""的格式，表示被动。
<例句：贾家庄几为巡徼所陵迫死。>
<例句：嬴闻如姬父为人所杀。>
4、表示原因的。
<例句：亲贤臣，远小人，此先汉所以兴隆也；亲小人，远贤臣，此后汉所以倾颓也。>
<例句：吾所以为此者，以先国家之急而后私仇也。>
<例句：臣所以去亲戚而事君者，徒慕君之高义也。>
<例句：所以遣将守关者，备他盗之出入与非常也。>
5、表示手段或凭借的。
<例句：吾所以待侯生者备矣，……>
<例句：师者，所以传道受业解惑也。>
6、【所谓】所说的。
<例句：此所谓战胜于朝廷。>
<例句：非吾所谓传其道解其惑者也。>
7、到处。
<例句：石之铿然有声音者，所在皆是也。>
8、所在之处，处所。
<例句：原来有这等一个所在，且回衙去>
<例句：急趋之，折过墙隅，迷其所在。>
",
877,2413,”其此之【谓】与！子曰：“愚而好自用，贱而好自专，生乎今之世，反古之道：如此者，灾及其身者也,谓,"1、<动>告诉；对……说
<例句：请往谓项王，言沛公不敢项王也。>
2、<动>说
<例句：因得观所谓石钟山者。>
3、<动>叫做；称为
<例句：褒禅山亦谓之华山。>
4、<动>以为；认为
<例句：愚谓大计不如迎之。>
5、<动>是；说的是
<例句：太守谓谁？>
",
587,2123,不息则久，久则征；征则悠远，悠远则博厚，【博】厚则高明,博,"1、<形>宽广；广博
<例句：君子博学而日参省乎己。>
2、<动>增广，开阔
<例句：参之《国语》以博其趣。>
3、<名>古代一种赌输赢的游戏
<例句：剧孟行大类朱家而好博。>
4、<动>赌博
<例句：博鸡者袁人，素无赖。>
5、<动>换取；求取
<例句：以博我一人之产业，曾不惨然。>
<例句：顾念蓄劣物终无所用，不如拚博一笑。>
",
1363,2899,夫焉有所倚？肫肫其仁！渊渊其渊！浩浩其天！苟不固聪明圣知达天德者，其孰能知之？《诗》曰：“衣锦尚絅”，恶其文【之】著也,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",
966,2502,吾学殷礼，【有】宋存焉,有,"1、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
2、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
3、<动>掌握
<例句：有道之士，贵以近知远。>
4、<形>富有
<例句：礼生于有而废于无。>
5、<名>收获；出产的东西
<例句：退而甘食其土之有。>
6、<连>或者
<例句：故君子有不战，战则必胜。>
7、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
8、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
9、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
10、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
11、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
12、<动>掌握
<例句：有道之士，贵以近知远。>
13、<形>富有
<例句：礼生于有而废于无。>
14、<名>收获；出产的东西
<例句：退而甘食其土之有。>
15、<连>或者
<例句：故君子有不战，战则必胜。>
16、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
17、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
18、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
",
473,2009,唯天下【至】诚为能化,至,"1、<动>来到；到达
<例句：王无罪岁，斯天下之民至焉。>
2、<形>达到顶点
<例句：二者用精至矣。>
3、<形>周到
<例句：或遇其叱咄，色愈恭，礼愈至，不敢出一言以复。>
4、<副>极；最
<例句：寡助之至，亲戚畔之。>
5、<连>至于
<例句：至桀、纣之暴，犹谓汤、武不当诛之。>
",
1041,2577,故君子之道：本诸身，徵诸庶民，考诸三王而不缪，建诸天地而不悖，质诸鬼神【而】无疑，百世以俟圣人而不惑,而,"1、表示并列关系。
<例句：蟹六跪而二螯，非蛇鳝之穴无可寄托者>
<例句：剑阁峥嵘而崔嵬，一夫当关，万夫莫开>
<例句：北救赵而西却秦，此五霸之伐也>
2、表示递进关系。
<例句：君子博学而日参省乎己。>
<例句：楚怀王贪而信张仪，遂绝齐>
<例句：回视日观以西峰，或得日，或否，绛皜驳色，而皆若偻>
<例句：以其求思之深而无不在也>
3、表示承接关系。
<例句：故舍汝而旅食京师，以求斗斛之禄>
<例句：置之地，拔剑撞而破之。>
<例句：积善成德，而神明自得，圣心备焉。>
<例句：人非生而知之者，孰能无惑>
4、表示转折关系。
<例句：青，取之于蓝，而青于蓝>
<例句：有如此之势，而为秦人积威之所劫>
<例句：信也，吾兄之盛德而夭其嗣乎>
5、表示假设关系。
<例句：诸君而有意，瞻予马首可也。>
<例句：死而有知，其几何离>
<例句：锲而不舍，金石可镂。>
<例句：人而无信，不知其可也。>
6、表示修饰关系。
<例句：吾尝跂而望矣，不如登高之博见也>
<例句：填然鼓之，兵刃既接，弃甲曳兵而走>
<例句：项王按剑而跽曰：""客何为者？"">
7、表示因果关系。
<例句：余亦悔其随之而不得极夫游之乐也>
<例句：表恶其能而不用也>
<例句：小人不知天命而不畏也。>
8、表示目的关系。
<例句：缦立远视，而望幸焉>
<例句：籍吏民，封府库，而待将军>
<例句：吾恂恂而起。>
9、代词。第二人称，一般作定语，译为""你的""，偶尔也作主语，译为""你""。
<例句：而翁长铨，迁我京职，则汝朝夕侍母。>
10、相当于“以”，表范围。
<例句：形而上者谓之道，形而下者谓之器>
11、表反问语气，相当于“岂”。
<例句：为仁由己，而由人乎哉>
12、动词。同“如”，好像，如同。
<例句：溺死者千有余人军惊而坏都舍。>
13、复音虚词""而已""。放在句末，表示限止的语气助词，相当于""罢了""。
<例句：一人、一桌、一椅、一扇、一抚尺而已。>
<例句：闻道有先后，术业有专攻，如是而已。>
",
1122,2658,庶几夙夜，以永终誉！”君子未有不如此而蚤有【誉】于天下者也,誉,"1、<动>称赞；赞美
<例句：好面誉人者，亦好背而毁之。>
2、<名>美名；荣誉
<例句：誉辅其赏，毁随其罚。>
3、<形>通“豫”
<例句：是以有誉处兮。>
",
923,2459,今天下车同轨，书【同】文，行同伦,同,"1、<形>相同；一样
<例句：今卿廓开大计，正与孤同。>
2、<形>同一
<例句：秦不哀我丧而伐吾同姓。>
3、<动>一致；统一
<例句：若备与彼协心，上下齐同，则宜抚安，与结盟好。>
4、<动>附和；随同
<例句：士大夫多以恤国事，同俗自媚于众为善。>
5、<动>参与；干预
<例句：不知三军之事而同三军之政者，则军士惑矣。>
6、<副>共同；一起
<例句：今君与廉颇同列。>
7、<形>相同；一样
<例句：今卿廓开大计，正与孤同。>
8、<形>同一
<例句：秦不哀我丧而伐吾同姓。>
9、<动>一致；统一
<例句：若备与彼协心，上下齐同，则宜抚安，与结盟好。>
10、<动>附和；随同
<例句：士大夫多以恤国事，同俗自媚于众为善。>
11、<动>参与；干预
<例句：不知三军之事而同三军之政者，则军士惑矣。>
12、<副>共同；一起
<例句：今君与廉颇同列。>
",
792,2328,优优大【哉】！礼仪三百，威仪三千,哉,"1、<语助>表示感叹的语气，相当于“啊”
<例句：噫嘻悲哉！此秋声也。>
2、<语助>表示疑问的语气，相当于“呢”
<例句：而此独以钟名，何哉？>
3、<语助>表示反问语气
<例句：相如虽驽，独畏廉将军哉？>
",
1437,2973,君子所不可及者，其唯人之所【不】见乎！《诗》云：“相在尔室，尚不愧于屋漏,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",
787,2323,大哉！圣人之道洋洋乎！发育万物，峻【极】于天,极,"1、<名>房顶正中的大梁
<例句：茂初在广汉，梦坐大殿，极上有三穗禾。>
2、<名>屋顶；屋脊
<例句：牗其前以通明，屋极有窗以达气。>
3、<名>辘轳的横梁
<例句：泰山之霤穿石，单极之绠断干。>
4、<名>尽头；顶点
<例句：吾王之好鼓乐，夫何使我至于此极也。>
5、<名>最高的境地
<例句：大抵诗欲工而工非诗之极也。>
6、<名>边；边境
<例句：往古之时，四极废，九州裂，天不兼覆，地不周载。>
7、<动>到达尽头，到达顶点
<例句：尽态极妍。>
8、<动>穷尽；完全占有或享受
<例句：而余亦悔其随之而不得极夫游之乐也。>
9、<形>疲劳；困倦
<例句：匈喘胅汗，人极马倦。>
10、<副>最；非常；极其
<例句：初极狭，才通人。>
",
1334,2870,夫焉有所倚？肫肫【其】仁！渊渊其渊！浩浩其天！苟不固聪明圣知达天德者，其孰能知之？《诗》曰：“衣锦尚絅”，恶其文之著也,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",
