,Unnamed: 0,句子,字,释义,正确选项（填序号）：
1150,2686,辟如天地之无不持载，无不覆帱，【辟】如四时之错行，如日月之代明,辟,"1、<名>刑法;法律
<例句：制参辟铸刑书。>
2、<名>君主
<例句：荡荡上帝下民之辟。>
3、<动>征召
<例句：举孝廉不行连辟公府不就。>
4、<动>通“避”
<例句：其北陵文王之所辟风雨也。>
5、<动>开;打开
<例句：巫从旁望空代祝唇吻翕辟不知何词。>
6、<动>开辟;开垦;开设
<例句：欲辟土地朝秦楚。>
<例句：隙地未尽辟闭廛未尽居也。>
<例句：辟病梅之馆以贮之。>
7、<动>排斥;驳斥
<例句：辟邪说难任人不为拒谏。>
8、<形>偏僻;僻远
<例句：何买田宅必居穷辟处。>
9、<动>比喻,打比方
<例句：有为者辟若掘井掘井九仞而不及泉犹为弃井也。>
10、<名>刑法;法律
<例句：制参辟铸刑书。>
11、<名>君主
<例句：荡荡上帝下民之辟。>
12、<动>征召
<例句：举孝廉不行连辟公府不就。>
13、<动>通“避”
<例句：其北陵文王之所辟风雨也。>
14、<动>开;打开
<例句：巫从旁望空代祝唇吻翕辟不知何词。>
15、<动>开辟;开垦;开设
<例句：欲辟土地朝秦楚。>
<例句：隙地未尽辟闭廛未尽居也。>
<例句：辟病梅之馆以贮之。>
16、<动>排斥;驳斥
<例句：辟邪说难任人不为拒谏。>
17、<形>偏僻;僻远
<例句：何买田宅必居穷辟处。>
18、<动>比喻,打比方
<例句：有为者辟若掘井掘井九仞而不及泉犹为弃井也。>
19、<名>刑法;法律
<例句：制参辟铸刑书。>
20、<名>君主
<例句：荡荡上帝下民之辟。>
21、<动>征召
<例句：举孝廉不行连辟公府不就。>
22、<动>通“避”
<例句：其北陵文王之所辟风雨也。>
23、<动>开;打开
<例句：巫从旁望空代祝唇吻翕辟不知何词。>
24、<动>开辟;开垦;开设
<例句：欲辟土地朝秦楚。>
<例句：隙地未尽辟闭廛未尽居也。>
<例句：辟病梅之馆以贮之。>
25、<动>排斥;驳斥
<例句：辟邪说难任人不为拒谏。>
26、<形>偏僻;僻远
<例句：何买田宅必居穷辟处。>
27、<动>比喻,打比方
<例句：有为者辟若掘井掘井九仞而不及泉犹为弃井也。>
",
1166,2702,万物并育而不相【害】，道并行而不相悖，小德川流，大德敦化，此天地之这所以为大也,害,"1、<动>伤害；危害
<例句：谗谄之蔽明也，邪曲之害公也。>
2、<动>杀害
<例句：先生曰∶‘不害狼乎?’>
3、<名>祸害；害处
<例句：平原君与楚合从言其利害。>
<例句：不以一己之害为害而使天下释其害。>
4、<名>妨害;妨碍
<例句：无惧固无害。>
5、<动>妒忌
<例句：上官大夫与之同列争宠而心害其能。>
6、<名>什么；哪些
<例句：害浣害否?归宁父母。>
7、<动>通“遏”，阻止
<例句：谁敢害吾意者。>
8、<代>何不
<例句：时日害丧?予与汝偕亡。>
",
635,2171,天地之道，可一言【而】尽也,而,"1、表示并列关系。
<例句：蟹六跪而二螯，非蛇鳝之穴无可寄托者>
<例句：剑阁峥嵘而崔嵬，一夫当关，万夫莫开>
<例句：北救赵而西却秦，此五霸之伐也>
2、表示递进关系。
<例句：君子博学而日参省乎己。>
<例句：楚怀王贪而信张仪，遂绝齐>
<例句：回视日观以西峰，或得日，或否，绛皜驳色，而皆若偻>
<例句：以其求思之深而无不在也>
3、表示承接关系。
<例句：故舍汝而旅食京师，以求斗斛之禄>
<例句：置之地，拔剑撞而破之。>
<例句：积善成德，而神明自得，圣心备焉。>
<例句：人非生而知之者，孰能无惑>
4、表示转折关系。
<例句：青，取之于蓝，而青于蓝>
<例句：有如此之势，而为秦人积威之所劫>
<例句：信也，吾兄之盛德而夭其嗣乎>
5、表示假设关系。
<例句：诸君而有意，瞻予马首可也。>
<例句：死而有知，其几何离>
<例句：锲而不舍，金石可镂。>
<例句：人而无信，不知其可也。>
6、表示修饰关系。
<例句：吾尝跂而望矣，不如登高之博见也>
<例句：填然鼓之，兵刃既接，弃甲曳兵而走>
<例句：项王按剑而跽曰：""客何为者？"">
7、表示因果关系。
<例句：余亦悔其随之而不得极夫游之乐也>
<例句：表恶其能而不用也>
<例句：小人不知天命而不畏也。>
8、表示目的关系。
<例句：缦立远视，而望幸焉>
<例句：籍吏民，封府库，而待将军>
<例句：吾恂恂而起。>
9、代词。第二人称，一般作定语，译为""你的""，偶尔也作主语，译为""你""。
<例句：而翁长铨，迁我京职，则汝朝夕侍母。>
10、相当于“以”，表范围。
<例句：形而上者谓之道，形而下者谓之器>
11、表反问语气，相当于“岂”。
<例句：为仁由己，而由人乎哉>
12、动词。同“如”，好像，如同。
<例句：溺死者千有余人军惊而坏都舍。>
13、复音虚词""而已""。放在句末，表示限止的语气助词，相当于""罢了""。
<例句：一人、一桌、一椅、一扇、一抚尺而已。>
<例句：闻道有先后，术业有专攻，如是而已。>
",
738,2274,《诗》【曰】：“惟天之命，于穆不已！”盖曰天之所以为天也,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",
499,2035,见【乎】蓍龟，动乎四体,乎,"1、表疑问语气，可译为""吗""""呢""。
<例句：儿寒乎？欲食乎？>
<例句：岂有相公此时出见客乎？>
<例句：欲安所归乎？>
2、表测度语气，可译为""吧""。
<例句：王之好乐甚，则齐其庶几乎。>
<例句：其皆出于此乎？>
3、用于感叹句，可译为""啊""""呀""等。
<例句：呜呼！孰知赋敛之毒有甚是蛇者乎！>
4、用在句中的停顿处。
<例句：胡为乎遑遑欲何之？>
5、表反问语气，“吗”“呢”。
<例句：夫庸知其年之先后生于吾乎？>
6、表婉商语气，“吗”。
<例句：举大计亦死，等死，死国可乎>
7、用于祈使句，可不译。
<例句：长铗归来乎﹗出无车>
8、在。
<例句：出，跳梁乎井干之上。>
9、对、对于。
<例句：吾尝疑乎是。>
10、比。
<例句：其闻道也固先乎吾，吾从而师之。>
11、此外，可作词尾。
<例句：恢恢乎其于游刃必有余地矣！>
",
1098,2634,远之则有望，近之【则】不厌,则,"1、表示承接关系。一般用来连接两个分句或紧缩复句中的前后两层意思，表示两件事情在时间上、事理上的紧密联系。可译为""就""""便""，或译为""原来是""""已经是""。
<例句：项王曰：""壮士！--赐之卮酒。""则与斗卮酒。>
<例句：故木受绳则直，金就砺则利。>
<例句：徐而察之，则山下皆石穴罅。>
<例句：子灿寐而醒，客则鼾睡炕上矣。>
2、表示假设关系。有的用在前一分句，引出假设的情况，相当于""假使""""如果""；有的用于后面的分句，表示假设或推断的结果，相当于""那么""""就""。
<例句：向吾不为斯役，则久已病矣。>
3、。可译为""就"",或不译。
<例句：位卑则足羞，官盛则近谀。>
<例句：入则孝，出则悌。>
4、表示转折、让步关系。表示意思有转折时，""则""字用在后一分句，可译为""可是""""却""；表示姑且承认一件事，预备下句转入正意时，""则""字用在前一分句。可译为""虽然""""倒是""。
<例句：于其身也，则耻师焉，惑矣。>
<例句：其室则迩，其人甚远。>
5、副词。用在判断句中，起强调和确认作用，可译作""是""""就是""。
<例句：此则岳阳楼之大观也。>
<例句：非死则徙尔。>
",
691,2227,及其广厚，载华岳【而】不重，振河海而不泄，万物载焉,而,"1、表示并列关系。
<例句：蟹六跪而二螯，非蛇鳝之穴无可寄托者>
<例句：剑阁峥嵘而崔嵬，一夫当关，万夫莫开>
<例句：北救赵而西却秦，此五霸之伐也>
2、表示递进关系。
<例句：君子博学而日参省乎己。>
<例句：楚怀王贪而信张仪，遂绝齐>
<例句：回视日观以西峰，或得日，或否，绛皜驳色，而皆若偻>
<例句：以其求思之深而无不在也>
3、表示承接关系。
<例句：故舍汝而旅食京师，以求斗斛之禄>
<例句：置之地，拔剑撞而破之。>
<例句：积善成德，而神明自得，圣心备焉。>
<例句：人非生而知之者，孰能无惑>
4、表示转折关系。
<例句：青，取之于蓝，而青于蓝>
<例句：有如此之势，而为秦人积威之所劫>
<例句：信也，吾兄之盛德而夭其嗣乎>
5、表示假设关系。
<例句：诸君而有意，瞻予马首可也。>
<例句：死而有知，其几何离>
<例句：锲而不舍，金石可镂。>
<例句：人而无信，不知其可也。>
6、表示修饰关系。
<例句：吾尝跂而望矣，不如登高之博见也>
<例句：填然鼓之，兵刃既接，弃甲曳兵而走>
<例句：项王按剑而跽曰：""客何为者？"">
7、表示因果关系。
<例句：余亦悔其随之而不得极夫游之乐也>
<例句：表恶其能而不用也>
<例句：小人不知天命而不畏也。>
8、表示目的关系。
<例句：缦立远视，而望幸焉>
<例句：籍吏民，封府库，而待将军>
<例句：吾恂恂而起。>
9、代词。第二人称，一般作定语，译为""你的""，偶尔也作主语，译为""你""。
<例句：而翁长铨，迁我京职，则汝朝夕侍母。>
10、相当于“以”，表范围。
<例句：形而上者谓之道，形而下者谓之器>
11、表反问语气，相当于“岂”。
<例句：为仁由己，而由人乎哉>
12、动词。同“如”，好像，如同。
<例句：溺死者千有余人军惊而坏都舍。>
13、复音虚词""而已""。放在句末，表示限止的语气助词，相当于""罢了""。
<例句：一人、一桌、一椅、一扇、一抚尺而已。>
<例句：闻道有先后，术业有专攻，如是而已。>
",
0,1536,修身则道立，尊贤则不【惑】，亲亲则诸父昆弟不怨，敬大臣则不眩，体群臣则士之报礼重，子庶民则百姓劝，来百工则财用足，柔远人则四方归之，怀诸侯则天下畏之,惑,"1、huò<形>疑惑；困惑
<例句：师者，所以传道受业解惑也。>
<例句：惑主败法，以乱土民。>
",
926,2462,今天下车同轨，书同文，行【同】伦,同,"1、<形>相同；一样
<例句：今卿廓开大计，正与孤同。>
2、<形>同一
<例句：秦不哀我丧而伐吾同姓。>
3、<动>一致；统一
<例句：若备与彼协心，上下齐同，则宜抚安，与结盟好。>
4、<动>附和；随同
<例句：士大夫多以恤国事，同俗自媚于众为善。>
5、<动>参与；干预
<例句：不知三军之事而同三军之政者，则军士惑矣。>
6、<副>共同；一起
<例句：今君与廉颇同列。>
7、<形>相同；一样
<例句：今卿廓开大计，正与孤同。>
8、<形>同一
<例句：秦不哀我丧而伐吾同姓。>
9、<动>一致；统一
<例句：若备与彼协心，上下齐同，则宜抚安，与结盟好。>
10、<动>附和；随同
<例句：士大夫多以恤国事，同俗自媚于众为善。>
11、<动>参与；干预
<例句：不知三军之事而同三军之政者，则军士惑矣。>
12、<副>共同；一起
<例句：今君与廉颇同列。>
",
1212,2748,唯天下至圣为能聪明睿知，足以有临也；宽裕温柔，足以有容也；发强刚毅，足以有【执】也；齐庄中正，足以有敬也；文理密察，足以有别也,执,"1、<动>持；握
<例句：尝百里外从乡之先达执经叩问。>
2、<动>掌握；把持
<例句：陪臣执国命，三世希不失矣。>
3、<动>捉拿；逮捕
<例句：被执至南门。>
4、<名>执掌国政的人
<例句：宰执以下俱使之南面上坐。>
5、<动>执行；施行
<例句：有司执法，未得其中。>
6、<动>取得
<例句：是皆不足以执信也。>
7、<名>朋友
<例句：见父之执，不谓之进，不敢进。>
",
1534,3070,"”毛犹有伦，上天之载，无声【无】臭，至矣！
",无,"1、<动>没有
<例句：黔无驴，有好事者船载以入。>
2、<副>不；别
<例句：硕鼠硕鼠，无食我麦。>
3、<连>不论；无论
<例句：是故无贵无贱，无长无少，道之所存师之所存也。>
4、<形>贫穷；无资财
<例句：礼生于有而废于无。>
",
327,1863,有弗学，学之弗能，弗措也；有弗问，问之弗【知】，弗措也；有弗思，思之弗得，弗措也；有弗辨，辨之弗明，弗措也；有弗行，行之弗笃，弗措也,知,"1、<动>知道；了解
<例句：故察己则可以知人。>
2、<动>认识；识别
<例句：其真无马邪？其真不知马也。>
3、<名>知觉；感觉
<例句：官知止而神欲行。>
4、<动>感到；觉得
<例句：春江水暖鸭先知。>
5、<动>交好；相亲
<例句：公孙明知叔孙于齐。>
6、<名>交情
<例句：绝宾客之知。>
7、<名>朋友
<例句：悲歌辞旧爱，衔泪觅新知。>
8、<动>主持
<例句：吾与之共知赵国之政。>
9、通“智”
<例句：君子博学而日参乎己，则知明而行无过矣。>
10、<动>知道；了解
<例句：故察己则可以知人。>
11、<动>认识；识别
<例句：其真无马邪？其真不知马也。>
12、<名>知觉；感觉
<例句：官知止而神欲行。>
13、<动>感到；觉得
<例句：春江水暖鸭先知。>
14、<动>交好；相亲
<例句：公孙明知叔孙于齐。>
15、<名>交情
<例句：绝宾客之知。>
16、<名>朋友
<例句：悲歌辞旧爱，衔泪觅新知。>
17、<动>主持
<例句：吾与之共知赵国之政。>
18、通“智”
<例句：君子博学而日参乎己，则知明而行无过矣。>
",
102,1638,所以修身也；去谗远色，贱货而贵德，所以劝贤也；尊其位，重其禄，同其好恶，所以劝亲亲也；官盛任使，所以劝大臣也；忠信重禄，所以劝士也；时【使】薄敛，所以劝百姓也；日省月试，既廪称事，所以劝百工也；送往迎来，嘉善而矜不能，所以柔远人也；继绝世，举废国，治乱持危,使,"1、<动>命令；派遣
<例句：扶苏以数谏故，上使外将兵。>
2、<动>让；叫
<例句：安能摧眉折腰事权贵，使我不得开心颜。>
3、<动>使唤；驱使；使用
<例句：人皆得以隶使之。>
4、<动>主；指使
<例句：是进以大中丞抚吴者为魏之私人，周公之被逮所由使也。>
5、<动>出使
<例句：是时屈原既疏，不复在位，使于齐。>
6、<名>出使的人；使者
<例句：一车炭，千余斤，宫使驱将惜不得。>
7、<名>使命
<例句：时周瑜受使至番阳。>
8、<连>假使；如果
<例句：使六国爱其人，则足以拒秦。>
9、<动>命令；派遣
<例句：扶苏以数谏故，上使外将兵。>
10、<动>让；叫
<例句：安能摧眉折腰事权贵，使我不得开心颜。>
11、<动>使唤；驱使；使用
<例句：人皆得以隶使之。>
12、<动>主；指使
<例句：是进以大中丞抚吴者为魏之私人，周公之被逮所由使也。>
13、<动>出使
<例句：是时屈原既疏，不复在位，使于齐。>
14、<名>出使的人；使者
<例句：一车炭，千余斤，宫使驱将惜不得。>
15、<名>使命
<例句：时周瑜受使至番阳。>
16、<连>假使；如果
<例句：使六国爱其人，则足以拒秦。>
",
213,1749,在下位不获乎上，民不【可】得而治矣,可,"1、<动>可以；能够
<例句：师劳力竭，远主备之，无乃不可乎？>
2、<动>认为……可以；肯定
<例句：吾子好道而可吾文。>
3、<动>适合；适宜
<例句：芙蕖之可人，其事不一而足。>
4、<动>值得
<例句：其可怪也欤？>
<例句：风移影动，珊珊可爱。>
5、<动>痊愈
<例句：瘦得浑如削，百般医疗终难可。>
6、<副>大约；大概
<例句：舟首尾长约八分有奇，高可三黍许。>
7、<副>莫非；怕是
<例句：李小二入来问道：‘可要吃酒？’>
8、<副>难道；岂
<例句：可堪回首，佛狸祠下，一片神鸦社鼓。>
9、见“可汗”
10、<动>可以；能够
<例句：师劳力竭，远主备之，无乃不可乎？>
11、<动>认为……可以；肯定
<例句：吾子好道而可吾文。>
12、<动>适合；适宜
<例句：芙蕖之可人，其事不一而足。>
13、<动>值得
<例句：其可怪也欤？>
<例句：风移影动，珊珊可爱。>
14、<动>痊愈
<例句：瘦得浑如削，百般医疗终难可。>
15、<副>大约；大概
<例句：舟首尾长约八分有奇，高可三黍许。>
16、<副>莫非；怕是
<例句：李小二入来问道：‘可要吃酒？’>
17、<副>难道；岂
<例句：可堪回首，佛狸祠下，一片神鸦社鼓。>
18、见“可汗”
",
852,2388,是故居上不骄，为下不倍；国【有】道，其言足以兴；国无道，其默足以容,有,"1、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
2、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
3、<动>掌握
<例句：有道之士，贵以近知远。>
4、<形>富有
<例句：礼生于有而废于无。>
5、<名>收获；出产的东西
<例句：退而甘食其土之有。>
6、<连>或者
<例句：故君子有不战，战则必胜。>
7、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
8、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
9、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
10、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
11、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
12、<动>掌握
<例句：有道之士，贵以近知远。>
13、<形>富有
<例句：礼生于有而废于无。>
14、<名>收获；出产的东西
<例句：退而甘食其土之有。>
15、<连>或者
<例句：故君子有不战，战则必胜。>
16、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
17、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
18、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
",
246,1782,获乎上有道，不信乎朋友，不获乎上矣；信乎朋友有道，不顺乎亲，不信乎朋友矣；顺乎【亲】有道，反诸身不诚，不顺乎亲矣；诚身有道，不明乎善，不诚乎身矣,亲,"1、<名>父母
<例句：冯公有亲乎?>
2、<形>亲的；血统最接近的
<例句：我有亲父兄，性行暴如雷。>
3、<名>亲人；亲族
<例句：外无期功强近之亲。>
4、<动>亲近；接近
<例句：今行而无信，则秦未可亲也。>
<例句：疏而不亲，还是不说罢。>
5、<副>亲自
<例句：为报倾城随太守，亲射虎，看孙郎。>
6、<名>父母
<例句：冯公有亲乎?>
7、<形>亲的；血统最接近的
<例句：我有亲父兄，性行暴如雷。>
8、<名>亲人；亲族
<例句：外无期功强近之亲。>
9、<动>亲近；接近
<例句：今行而无信，则秦未可亲也。>
<例句：疏而不亲，还是不说罢。>
10、<副>亲自
<例句：为报倾城随太守，亲射虎，看孙郎。>
11、<名>父母
<例句：冯公有亲乎?>
12、<形>亲的；血统最接近的
<例句：我有亲父兄，性行暴如雷。>
13、<名>亲人；亲族
<例句：外无期功强近之亲。>
14、<动>亲近；接近
<例句：今行而无信，则秦未可亲也。>
<例句：疏而不亲，还是不说罢。>
15、<副>亲自
<例句：为报倾城随太守，亲射虎，看孙郎。>
",
1514,3050,子曰：“声色之【于】以化民,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",
1242,2778,溥博如天，【渊】泉如渊,渊,"1、<名>深水潭
<例句：积水成渊，蛟龙生焉。>
2、<形>深
<例句：其居也渊而静。>
",
1386,2922,君子之道：淡而面不【厌】，简而文，温而理，知远之近，知风之自，知微之显，可与入德矣,厌,"1、<形>通“餍”
<例句：夫晋，何厌之有？>
<例句：然则诸侯之地有限，暴秦之欲无厌。>
2、<动>讨厌；厌恶
<例句：老年人常厌事，少年人常喜事。>
3、<形>通“餍”
<例句：厌饮食，财货有馀，是谓盗夸。>
",
1211,2747,唯天下至圣为能聪明睿知，足以有临也；宽裕温柔，足以有容也；发强刚毅，足以【有】执也；齐庄中正，足以有敬也；文理密察，足以有别也,有,"1、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
2、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
3、<动>掌握
<例句：有道之士，贵以近知远。>
4、<形>富有
<例句：礼生于有而废于无。>
5、<名>收获；出产的东西
<例句：退而甘食其土之有。>
6、<连>或者
<例句：故君子有不战，战则必胜。>
7、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
8、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
9、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
10、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
11、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
12、<动>掌握
<例句：有道之士，贵以近知远。>
13、<形>富有
<例句：礼生于有而废于无。>
14、<名>收获；出产的东西
<例句：退而甘食其土之有。>
15、<连>或者
<例句：故君子有不战，战则必胜。>
16、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
17、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
18、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
",
1290,2826,舟车所至，人力所通，天之所覆，地之所载，【日】月所照，霜露所队，凡有血气者，莫不尊亲，故曰配天,日,"1、<名>太阳
<例句：夸父与日逐走。>
2、<名>白昼；白天
<例句：此臣日夜切齿拊心也。>
3、<名>一昼夜；一天
<例句：尝一日千里，不忍杀之。>
4、<名>日子；时间
<例句：待到重阳日，还来就菊花。>
5、<名>往日；从前
<例句：日君乏使，使臣斯司马。>
6、<名>他日；以后的某一天
<例句：日以偕来，吾与若俱观之。>
",
365,1901,人一能之己百之，人十能【之】己千之,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",
248,1784,获乎上有道，不信乎朋友，不获乎上矣；信乎朋友有道，不顺乎亲，不信乎朋友矣；顺乎亲有道，【反】诸身不诚，不顺乎亲矣；诚身有道，不明乎善，不诚乎身矣,反,"1、<形>方向相背；颠倒的
<例句：正>
<例句：非务相反也，时势异也。>
2、<动>翻转；翻覆
<例句：求之不得，展转反侧。>
3、<动>通“返”
<例句：寒暑易节，始一反焉。>
4、<动>背叛；造反
<例句：日夜望将军至，岂敢反乎。>
5、<动>违反；反对
<例句：反古者未必可非。>
6、<动>类推
<例句：举一隅，不以三隅反，则不复也。>
7、<动>反省
<例句：纣居于宣室而不及反其过。>
8、<副>反倒；反而
<例句：信知生男恶，反是生女好。>
<例句：今其智乃反不能及。>
",
736,2272,今夫山，一卷石之多，及其广大，草木生之，禽兽居之，宝藏兴焉，今夫水，一勺之多，及其不测，鼋、鼍、蛟龙、鱼鳖生焉，货财殖【焉】,焉,"1、常用在句末，一般可不译出。
<例句：于是余有叹焉。>
2、有时用于反诘语气，可译为""呢""。
<例句：万钟于我何加焉！>
3、""焉""在句中，作形容词、副词词尾，表示语气上的停顿。
<例句：硿硿焉，余固笑而不信也。>
4、代词。相当于""之""。
<例句：使皇武子辞焉。>
<例句：惟俟夫观人风者得焉。>
<例句：犹且从师而问焉。>
<例句：去今之墓而葬焉，其为时止十有一月耳。>
5、疑问代词。译为""什么""、""哪里""等。
<例句：面目美好者，焉故必知者。>
<例句：且焉置土石？>
<例句：未知生，焉知死>
<例句：割鸡焉用牛刀>
6、兼词。相当于""于是""、""于之""等。
<例句：必死是间，余收尔骨焉。>
<例句：微波入焉。>
",
26,1562,修身则道立，尊贤则不惑，亲亲则诸父昆弟不怨，敬大臣则不眩，体群臣则士之报礼重，子庶民则百姓劝，来【百】工则财用足，柔远人则四方归之，怀诸侯则天下畏之,百,"1、<数>十个十
2、<数>概数
<例句：是故百战百胜非善之善者也。>
3、<数>十个十
4、<数>概数
<例句：是故百战百胜非善之善者也。>
",
836,2372,温故【而】知新，敦厚以崇礼,而,"1、表示并列关系。
<例句：蟹六跪而二螯，非蛇鳝之穴无可寄托者>
<例句：剑阁峥嵘而崔嵬，一夫当关，万夫莫开>
<例句：北救赵而西却秦，此五霸之伐也>
2、表示递进关系。
<例句：君子博学而日参省乎己。>
<例句：楚怀王贪而信张仪，遂绝齐>
<例句：回视日观以西峰，或得日，或否，绛皜驳色，而皆若偻>
<例句：以其求思之深而无不在也>
3、表示承接关系。
<例句：故舍汝而旅食京师，以求斗斛之禄>
<例句：置之地，拔剑撞而破之。>
<例句：积善成德，而神明自得，圣心备焉。>
<例句：人非生而知之者，孰能无惑>
4、表示转折关系。
<例句：青，取之于蓝，而青于蓝>
<例句：有如此之势，而为秦人积威之所劫>
<例句：信也，吾兄之盛德而夭其嗣乎>
5、表示假设关系。
<例句：诸君而有意，瞻予马首可也。>
<例句：死而有知，其几何离>
<例句：锲而不舍，金石可镂。>
<例句：人而无信，不知其可也。>
6、表示修饰关系。
<例句：吾尝跂而望矣，不如登高之博见也>
<例句：填然鼓之，兵刃既接，弃甲曳兵而走>
<例句：项王按剑而跽曰：""客何为者？"">
7、表示因果关系。
<例句：余亦悔其随之而不得极夫游之乐也>
<例句：表恶其能而不用也>
<例句：小人不知天命而不畏也。>
8、表示目的关系。
<例句：缦立远视，而望幸焉>
<例句：籍吏民，封府库，而待将军>
<例句：吾恂恂而起。>
9、代词。第二人称，一般作定语，译为""你的""，偶尔也作主语，译为""你""。
<例句：而翁长铨，迁我京职，则汝朝夕侍母。>
10、相当于“以”，表范围。
<例句：形而上者谓之道，形而下者谓之器>
11、表反问语气，相当于“岂”。
<例句：为仁由己，而由人乎哉>
12、动词。同“如”，好像，如同。
<例句：溺死者千有余人军惊而坏都舍。>
13、复音虚词""而已""。放在句末，表示限止的语气助词，相当于""罢了""。
<例句：一人、一桌、一椅、一扇、一抚尺而已。>
<例句：闻道有先后，术业有专攻，如是而已。>
",
1390,2926,君子之道：淡而面不厌，简而文，【温】而理，知远之近，知风之自，知微之显，可与入德矣,温,"1、<形>温暖；暖和
<例句：四支犹温，一目未瞑，盖犹忍死待予也。>
2、<形>温和；柔和
<例句：温良宽厚，则民爱之。>
3、<动>温习；复习
<例句：温故而知新，可以为师。>
",
680,2216,今【夫】地，一撮土之多,夫,"1、<名>成年男子
<例句：遂率子孙荷担者三夫。>
<例句：一夫不耕，或受之饥。>
2、<名>大丈夫
<例句：闻敌强而退，非夫也。>
3、<名>指服劳役或从事某种体力劳动的人
<例句：农夫心内如汤煮，公子王孙把扇摇。>
<例句：宫人早起笑相呼，不识阶前扫地夫。>
4、<名>女子的配偶；丈夫
<例句：罗敷自有夫。>
5、<代>⒈这；那
<例句：乐夫天命复奚疑？>
<例句：使夫往而学焉。>
6、<助>⒈用在句首，引起议论
<例句：夫晋何厌之有？>
<例句：食夫稻，衣夫锦，放女安乎？>
<例句：啊>
<例句：吧>
<例句：后之视今，亦犹今之视昔，悲夫！>
7、<名>成年男子
<例句：遂率子孙荷担者三夫。>
<例句：一夫不耕，或受之饥。>
8、<名>大丈夫
<例句：闻敌强而退，非夫也。>
9、<名>指服劳役或从事某种体力劳动的人
<例句：农夫心内如汤煮，公子王孙把扇摇。>
<例句：宫人早起笑相呼，不识阶前扫地夫。>
10、<名>女子的配偶；丈夫
<例句：罗敷自有夫。>
11、<代>⒈这；那
<例句：乐夫天命复奚疑？>
<例句：使夫往而学焉。>
12、<助>⒈用在句首，引起议论
<例句：夫晋何厌之有？>
<例句：食夫稻，衣夫锦，放女安乎？>
<例句：啊>
<例句：吧>
<例句：后之视今，亦犹今之视昔，悲夫！>
",
