,Unnamed: 0,句子,字,释义,正确选项（填序号）：
66,66,喜怒哀乐之未发，谓之中；发而皆中【节】，谓之和；中也者，天下之大本也；和也者，天下之达道也,节,"1、<名>竹节
<例句：譬如破竹，数节之后，皆迎刃而解。>
2、<名>泛指植物的茎节；植物枝干交接之处
<例句：其于木也，为坚多节。>
3、<名>人及动物的骨节、关节
<例句：彼节者有间，而刀刃者无厚。>
4、<名>时节；季节
<例句：更那堪冷落清秋节。>
5、<名>节日
<例句：每逢佳节倍思亲。>
6、<名>符节；旌节
<例句：持节云中，何日遣冯唐？>
7、<名>礼节；礼仪
<例句：管子曰：‘仓廪实而知礼节。’>
8、<名>常规惯例
<例句：寝食违节。>
9、<名>气节；节操
<例句：本图宦达，不矜名节。>
10、<名>贞节；贞操
<例句：君既为府吏，守节情不移。>
11、<名>关键；要害
<例句：夫乐，天之精也，得失之节也。>
12、<名>章节；段落
<例句：文无句读，书少章节。>
13、<名>节度；法度；分寸
<例句：言有节。>
14、<名>一种用竹子编成的可拍击成声的乐器
<例句：巴姬弹弦，汉女击节。>
15、<名>节拍；节奏
<例句：每闻琴瑟之声，则应节而舞。>
16、<动>节制；节约
<例句：趁程途节饮食，顺时自保揣身体。>
<例句：小人寡欲则能谨身节用，远罪丰家。>
17、<形>简明；简要
<例句：疏之欲其通，廉之欲其节。>
18、<名>斗拱；屋柱上端承梁的方形木头
<例句：（管仲）山节藻棁，孔子鄙其小器。>
19、<名>竹节
<例句：譬如破竹，数节之后，皆迎刃而解。>
20、<名>泛指植物的茎节；植物枝干交接之处
<例句：其于木也，为坚多节。>
21、<名>人及动物的骨节、关节
<例句：彼节者有间，而刀刃者无厚。>
22、<名>时节；季节
<例句：更那堪冷落清秋节。>
23、<名>节日
<例句：每逢佳节倍思亲。>
24、<名>符节；旌节
<例句：持节云中，何日遣冯唐？>
25、<名>礼节；礼仪
<例句：管子曰：‘仓廪实而知礼节。’>
26、<名>常规惯例
<例句：寝食违节。>
27、<名>气节；节操
<例句：本图宦达，不矜名节。>
28、<名>贞节；贞操
<例句：君既为府吏，守节情不移。>
29、<名>关键；要害
<例句：夫乐，天之精也，得失之节也。>
30、<名>章节；段落
<例句：文无句读，书少章节。>
31、<名>节度；法度；分寸
<例句：言有节。>
32、<名>一种用竹子编成的可拍击成声的乐器
<例句：巴姬弹弦，汉女击节。>
33、<名>节拍；节奏
<例句：每闻琴瑟之声，则应节而舞。>
34、<动>节制；节约
<例句：趁程途节饮食，顺时自保揣身体。>
<例句：小人寡欲则能谨身节用，远罪丰家。>
35、<形>简明；简要
<例句：疏之欲其通，廉之欲其节。>
36、<名>斗拱；屋柱上端承梁的方形木头
<例句：（管仲）山节藻棁，孔子鄙其小器。>
",13
295,295,子曰：“天下国家可均也，爵禄可辞也，白【刃】可蹈也，中庸不可能也,刃,"1、<名>刀锋；刀口
<例句：填然鼓之，兵刃既接。>
2、<名>刀剑一类有锋刃的器具
<例句：德威流涕，不能执刃。>
3、<动>用刀剑杀；杀
<例句：左右欲刃相如。>
",1
587,587,忠恕违道不远，施诸己而不愿，【亦】勿施于人,亦,"1、<副>表示两者同样，可译为“也”、“也是”
<例句：四十、五十而无闻焉，斯亦不足畏也已。>
2、<副>在疑问句中表测度语气，不译
<例句：岁亦无恙耶？>
3、<副>确实
<例句：狼亦黠矣，而顷刻两毙。>
4、<副>用在复合句下一分句之首，表示转折，可译为“也”、“也还”
<例句：及花既谢，亦可告无罪于主人矣。>
",1
944,944,宜民宜人，受禄于天，【保】佑命之，自天申之,保,"1、<动>抚养
<例句：虽慈母不能保其子君安能以有其民哉。>
2、<动>保卫;保守
<例句：若跨有荆、益保其岩阻。>
<例句：倘魏兵骤至四面围定将何策保之。>
3、:<动>保存;保全
<例句：升死其印为予群从所得至今保藏。>
4、<动>担保;保证
<例句：保为将军破之。>
5、<名>仆役;佣工
<例句：(布)穷困赁佣于齐为酒人保。>
6、<量>旧时户籍编制单位
7、<名>通“褓”
<例句：昔成王幼小越在襁保。>
",2
54,54,喜怒【哀】乐之未发，谓之中；发而皆中节，谓之和；中也者，天下之大本也；和也者，天下之达道也,哀,"1、<形>悲痛；伤心
<例句：伏尸而哭，极哀。>
<例句：词毕，又哀咤良久。>
<例句：秦人不暇自哀，而后人哀之。>
<例句：秦不哀吾丧而伐吾同姓。>
2、<动>怜悯；同情
<例句：是其为人，哀鳏寡，恤孤独，振困穷，补不足。>
<例句：君将哀而生之乎？>
3、〈名〉丧事
<例句：汉王为发哀，泣之而去。>
<例句：咏北狄之遐征，奏胡马之长思，凄入肝脾，哀。>
<例句：和峤虽备礼，神气不损；王戎虽不备礼，而哀。>
<例句：堪惜，征调千家，流离百室，哀满地悲戚。>
4、<形>悲痛；伤心
<例句：伏尸而哭，极哀。>
<例句：词毕，又哀咤良久。>
<例句：秦人不暇自哀，而后人哀之。>
<例句：秦不哀吾丧而伐吾同姓。>
5、<动>怜悯；同情
<例句：是其为人，哀鳏寡，恤孤独，振困穷，补不足。>
<例句：君将哀而生之乎？>
6、〈名〉丧事
<例句：汉王为发哀，泣之而去。>
<例句：咏北狄之遐征，奏胡马之长思，凄入肝脾，哀。>
<例句：和峤虽备礼，神气不损；王戎虽不备礼，而哀。>
<例句：堪惜，征调千家，流离百室，哀满地悲戚。>
",1 0
260,260,子【曰】：“回之为人也，择乎中庸，得一善，则拳拳服膺弗失之矣,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",1
34,34,是故君子戒慎乎其所不睹，恐惧【乎】其所不闻,乎,"1、表疑问语气，可译为""吗""""呢""。
<例句：儿寒乎？欲食乎？>
<例句：岂有相公此时出见客乎？>
<例句：欲安所归乎？>
2、表测度语气，可译为""吧""。
<例句：王之好乐甚，则齐其庶几乎。>
<例句：其皆出于此乎？>
3、用于感叹句，可译为""啊""""呀""等。
<例句：呜呼！孰知赋敛之毒有甚是蛇者乎！>
4、用在句中的停顿处。
<例句：胡为乎遑遑欲何之？>
5、表反问语气，“吗”“呢”。
<例句：夫庸知其年之先后生于吾乎？>
6、表婉商语气，“吗”。
<例句：举大计亦死，等死，死国可乎>
7、用于祈使句，可不译。
<例句：长铗归来乎﹗出无车>
8、在。
<例句：出，跳梁乎井干之上。>
9、对、对于。
<例句：吾尝疑乎是。>
10、比。
<例句：其闻道也固先乎吾，吾从而师之。>
11、此外，可作词尾。
<例句：恢恢乎其于游刃必有余地矣！>
",9
1233,1233,哀公问【政】,政,"1、<名>政治；政事
<例句：政通人和，百废俱兴。>
2、<名>政令；法令
<例句：今王发政施仁，使天下仕者皆欲立于王之朝。>
3、<名>策略；谋略
<例句：其次伐兵，下政攻城。>
",1
906,906,【必】得其名，必得其寿，故天之生物，必因其材而笃焉,必,"1、<形>一定;必然
<例句：人无远虑必有近忧。>
2、<副>一定会
<例句：我见相如必辱之。>
3、<副>果真,如果
<例句：王必无人臣愿奉璧往使。>
4、<动>一完定执行或实行
<例句：罚莫如重而必使民畏之。>
5、<动>坚决做到
<例句：无参验而必之者愚也。>
",1
682,682,素富贵，行乎富贵；素贫【贱】，行乎贫贱；素夷狄，行乎夷狄；素患难行乎患难，君子无入而不自得焉,贱,"1、<形>价格低廉
<例句：可怜身上衣正单，心忧炭贱愿天寒。>
2、<形>地位卑下；卑贱
<例句：是故无贵无贱，无长无少。>
3、<形>卑鄙；下贱
<例句：其辱人贱行，视五人之死，轻重固何如哉。>
4、<形>，表示谦虚
<例句：贱妾留空房。>
",2
1179,1179,践其位，行其礼，奏其乐，敬其所尊，【爱】其所亲，事死如事生，事亡如事存，孝之至也,爱,"1、<动>喜爱
<例句：爱其子择师而教之。>
2、<形>亲爱的;心爱的
<例句：见大王爱其女牧羊于野。>
3、<动>爱护
<例句：吴广素爱人士卒多为用者。>
4、<动>怜惜;同情
<例句：若爱重伤则如勿伤。>
5、<动>爱惜
<例句：国事至此予不得爱身。>
6、<动>吝啬
<例句：吾何爱一丰?。>
7、<动>爱好
<例句：秦爱纷奢人亦念共家。>
8、<动>喜爱
<例句：爱其子择师而教之。>
9、<形>亲爱的;心爱的
<例句：见大王爱其女牧羊于野。>
10、<动>爱护
<例句：吴广素爱人士卒多为用者。>
11、<动>怜惜;同情
<例句：若爱重伤则如勿伤。>
12、<动>爱惜
<例句：国事至此予不得爱身。>
13、<动>吝啬
<例句：吾何爱一丰?。>
14、<动>爱好
<例句：秦爱纷奢人亦念共家。>
",1
53,53,喜【怒】哀乐之未发，谓之中；发而皆中节，谓之和；中也者，天下之大本也；和也者，天下之达道也,怒,"1、<动>发怒
<例句：（左公）怒曰……。>
2、<形>气势强盛
<例句：则皆矫顾怒步，饮龁甚异。>
<例句：鲜花怒放>
<例句：狂风怒号>
",1 0
880,880,子曰：“舜其大孝也与！德【为】圣人，尊为天子，富有四海之内,为,"1、做。
<例句：谁为大王为此计者。>
<例句：为之，则难者亦易矣；不为，则易者亦难矣。>
2、成为。
<例句：吾令人望其气，皆为龙虎，成五采。>
3、担任。
<例句：陈胜、吴广皆次当行，为屯长。>
<例句：公为都御史，与太监某守辽东。>
4、是，算是。
<例句：如今人方为刀俎，我为鱼肉。>
<例句：中峨冠而多髯者为东坡。>
<例句：若止印三二本，未为简易。>
5、通""谓""。可译为""说""。
<例句：孔子不能决也，两小儿笑曰：“孰为汝多知乎！”>
6、表被动。
<例句：吾属今为之虏矣。>
<例句：身客死于秦，为天下笑。>
<例句：焦仲卿妻刘氏，为促卿母所遣。>
7、给，替。
<例句：疱丁为文惠君解牛。>
<例句：旦日飨士卒，为击破沛公军！>
<例句：此人一一为具言所闻。（介词后面省略宾语""之""，""为之具言所闻""即给桃花园中的人详细地说出所听说的事情。>
8、向，对。
<例句：如姬为公子泣。>
<例句：媪之送燕后也，持其踵为之泣。>
9、因为。
<例句：百姓之不见保，为不用恩焉。>
<例句：盘庚不为怨者故改其度。>
10、语气词：位于句尾，表疑问、感叹、反诘，可译为""呢""。
<例句：何故怀瑾握瑜，而自令见放为？>
<例句：何辞为？>
11、介词：位于名词前，指某一事物通过某种目的成为另一种专有事物，可译为“作为”。
<例句：吕不韦乃以五百金与子楚，为进用，结宾客。>
",4
333,333,子曰：“南方之强与？北方之强与？抑而强与？宽柔以教，不报无道，南方【之】强也，君子居之,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",2
517,517,君【子】之道，造端乎夫妇，及其至也，察乎天地,子,"1、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
2、<名>孩子
<例句：率妻子邑人来此绝境。>
3、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
4、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
5、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
6、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
7、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
8、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
9、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
10、<名>孩子
<例句：率妻子邑人来此绝境。>
11、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
12、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
13、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
14、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
15、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
16、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
17、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
18、<名>孩子
<例句：率妻子邑人来此绝境。>
19、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
20、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
21、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
22、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
23、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
24、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
",4
1116,1116,春秋修其祖庙，陈【其】宗器，设其裳衣，荐其时食,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",2
390,390,子【曰】：“素隐行怪，后世有述焉，吾弗为之矣,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",1
1476,1476,知斯三者，则知所以修身；知所以修身，则知所以治人；知所【以】治人，则知所以治天下国家矣,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",8
977,977,子曰：“无忧者，其惟文王乎！以王季为父，以武王为子，父作之，【子】述之,子,"1、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
2、<名>孩子
<例句：率妻子邑人来此绝境。>
3、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
4、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
5、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
6、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
7、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
8、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
9、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
10、<名>孩子
<例句：率妻子邑人来此绝境。>
11、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
12、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
13、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
14、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
15、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
16、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
17、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
18、<名>孩子
<例句：率妻子邑人来此绝境。>
19、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
20、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
21、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
22、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
23、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
24、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
",3
483,483,天地之大也，人犹有【所】憾,所,"1、经常放在动词前，同动词结合，组成""所""字结构。""所""字结构是名词性短语，表示""所……的人""、""所……的事物""、""所……的情况""等。
<例句：于众人广坐之中，不宜有所过，今公子故过之。>
<例句：故余虽愚，卒获有所闻。>
<例句：余在患难中，间以诗记所遭。>
2、""所""和动词结合，后面再有名词性结构，则所字结构起定语的作用。
<例句：夜则以兵围所寓舍。>
<例句：臣所过屠者朱亥，此子贤者，世莫能知，故隐屠闻耳。>
3、在有些句子中，""为""和""所""呼应，组成""为……所……""的格式，表示被动。
<例句：贾家庄几为巡徼所陵迫死。>
<例句：嬴闻如姬父为人所杀。>
4、表示原因的。
<例句：亲贤臣，远小人，此先汉所以兴隆也；亲小人，远贤臣，此后汉所以倾颓也。>
<例句：吾所以为此者，以先国家之急而后私仇也。>
<例句：臣所以去亲戚而事君者，徒慕君之高义也。>
<例句：所以遣将守关者，备他盗之出入与非常也。>
5、表示手段或凭借的。
<例句：吾所以待侯生者备矣，……>
<例句：师者，所以传道受业解惑也。>
6、【所谓】所说的。
<例句：此所谓战胜于朝廷。>
<例句：非吾所谓传其道解其惑者也。>
7、到处。
<例句：石之铿然有声音者，所在皆是也。>
8、所在之处，处所。
<例句：原来有这等一个所在，且回衙去>
<例句：急趋之，折过墙隅，迷其所在。>
",1
1471,1471,知斯三者，则知所以修身；知所以修身，则知所【以】治人；知所以治人，则知所以治天下国家矣,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",8
901,901,故大德必得【其】位，必得其禄,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",2
1369,1369,曰：君臣也，父子也，夫妇也，昆弟【也】，朋友之交也，五者天下之达道也,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",6
1212,1212,宗庙之礼，所以祀乎其【先】也,先,"1、<形>次序或时间在前的
<例句：舟与哨相后先，几邂逅死。>
2、<动>走在前面；向前走
<例句：矢交坠兮士争先。>
3、<名>先导；前驱；表率
<例句：吾社之行为士之先者，为之声义。>
4、<动>抢先；先做
<例句：战者，必然之势也，不先于我，则先于彼。>
5、<形>从前的；过去的
<例句：果不如先愿，又非君所详。>
6、<形>对已经死去的尊长或祖先的尊
<例句：先帝创业未半而中道崩殂。>
7、<名>祖先
<例句：蒙恬者，其先齐人也。>
8、<名>前辈
<例句：尝趋百里外从乡之先达执经叩问。>
9、<副>指事情、行为发生之前
<例句：天将降大任于斯人也，必先苦其收志。>
",7
511,511,”【言】其上下察也,言,"1、<动>说；谈论
<例句：此人一一为具言所闻。>
<例句：吾能弭谤矣，乃不敢言。>
2、<名>言语；言论
<例句：至军中，具以沛公言报项王。>
<例句：王不听，于国人莫敢出言，三年，乃流王于彘。>
3、<名>一字为一言
<例句：因为长句，歌以赠之，凡六百一十六言。>
4、<名>一句为言
<例句：今吾且死，而侯生曾无一言半辞送我，我岂有所失哉？>
5、<名>著作；书籍
<例句：焚百家之言，以愚黔首。>
6、<助>无实在意义
<例句：世与我相违，复驾言兮焉求？>
7、词缀，多用于动词之前
<例句：既盟之后，言归于好。>
",2
161,161,道之不明也，【我】知之矣：贤者过之，不肖者不及也,我,"1、<代>我；我们
2、<代>古代史家用来称本国或本朝
<例句：齐师伐我。>
",1
512,512,”言【其】上下察也,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",2
839,839,【洋】洋乎如在其上，如在其左右,洋,"1、<形>多
<例句：德洋恩普，物靡不得其所。>
2、<名>海洋
<例句：黑水洋，即北海洋也。>
",1
583,583,忠恕违道不远，施诸【己】而不愿，亦勿施于人,己,"1、<代>自己
<例句：知彼知己，百战不殆。>
2、<名>天干的第六位
<例句：晋师己亥过河也。>
",1
1371,1371,曰：君臣也，父子也，夫妇也，昆弟也，朋【友】之交也，五者天下之达道也,友,"1、<名>朋友
<例句：十旬休暇，胜友如云。>
2、<动>结交
<例句：无友不如己者。>
3、<形>友爱
<例句：颖川徐庶元直与亮友善。>
",3
408,408,君子遵道而行，半涂而【废】，吾弗能已矣,废,"1、<动>舍弃；停止
<例句：然则废衅钟与?>
<例句：臣侍汤药，未曾废离。>
2、<动>废黜；罢黜
<例句：谓功业可立就，故坐废退。>
3、<形>衰败
<例句：政通人和，百废待兴。>
4、<动>秃败；倒塌
<例句：废池乔木，犹厌言兵。>
<例句：即除魏阉废祠之址以葬之。>
5、<形>负伤；残废
<例句：荆轲~，乃引其匕首提秦王。>
6、<动>浪费
<例句：今若断斯织也，则捐失成功，稽废时日。>
7、<形>失望；颓废
<例句：其欲得天下之心，有不废然摧泪者乎。>
",1
529,529,君子之道，造端乎夫妇，及其至也，察乎【天】地,天,"1、<名>天空
<例句：是日也，天朗气清，惠风和畅。>
<例句：其容清明，天高日晶。>
<例句：天似穹庐，笼盖四野。>
2、<名>天气；气候
<例句：可怜身上衣正单，心忧炭贱愿天寒。>
3、<名>自然；本性
<例句：依乎天理，批大郤，导大窾。>
4、<名>古代人们想像中万事万物的主宰者
<例句：秦违蹇叔而以贪勤民，天奉我也。>
<例句：隘而不列，天赞我也。>
<例句：此天亡我也，非战之罪也。>
5、<名>人们赖以生存的人物
<例句：王者以民人为天，而民人以食为天。>
",1
568,568,【故】君子以人治人，改而止,故,"1、<名>事故；变故
<例句：今也不幸至于大故。>
<例句：乡园多故，不能不动客子之愁。>
2、<名>缘故；原因
<例句：赵王岂以一璧之故欺秦邪？>
3、<形>旧；旧的；原来的
<例句：此为其故迹，岂信然邪？>
4、<副>旧时；从前
<例句：轩东故尝为厨，人往，从轩前过。>
5、<名>老朋友；旧交情
<例句：若非故人乎？>
<例句：君安与项伯有故？>
6、<形>衰退；衰老
<例句：暮去春来颜色故。>
7、<动>死亡；去世
<例句：目今其祖早故，只有个儿子。>
8、<副>故意；特意
<例句：将尉醉，广故数言欲亡，忿恚尉。>
9、<副>还是；仍然
<例句：大人故嫌迟。>
10、<副>通“固”，本来
<例句：此物故非西产。>
11、<连>所以；因此
<例句：其志洁，故其称物芳。>
",11
