,sentences,words,meanings,labels
164,凡为天【下】国家有九经，所以行之者一也,下,"1、<名>下面；位置较低的处所
<例句：上食埃土，下饮黄泉。>
2、<形>低
<例句：此地势高下之不同也。>
3、<形>下等；次序在后的
<例句：闻寡之耳者，受下赏。>
4、<名>地位低下的人；职务低的人；下级
<例句：且相如素贱人，吾羞，不忍为之下。>
5、<动>从高处到低处
<例句：转入石门，越天都之胁而下。>
6、<动>降下；落下
<例句：纷纷暮雪下辕门。>
7、<动>下坠
<例句：项王泣数行下。>
8、<动>到……去
<例句：君乃自湖南溯江，下上海。>
9、<动>下达；颁布
<例句：维扬帅下逐客之令。>
10、<动>攻下；攻占
<例句：蕲下，乃令符离人葛婴将兵徇蕲以东。>
11、<动>少于；低于
<例句：今之众人，其下圣人也亦矣。>
12、<动>谦下；降低身份去交往
<例句：公子为人，仁而下士。>
13、<量>表示动作的次数
<例句：忽然抚尺一下，群响毕绝。>
14、<名>方面；方
<例句：今若取此以断两下相杀，则合于礼矣。>
",1
165,凡为天下【国】家有九经，所以行之者一也,国,"1、<名>国家
<例句：故治国无法则乱。>
2、<名>周代诸侯国以及汉以后侯王的封地
<例句：察邻国之政，无如寡人用心者。>
3、<名>国都；京都
<例句：武夫力而拘诸原，妇人暂而免诸国。>
<例句：则有去国怀乡，忧谗畏讥。>
4、<名>地方；地域
<例句：逝将去女，适彼乐国。>
",1
166,凡为天下国【家】有九经，所以行之者一也,家,"1、<名>住房；住所
<例句：家徒四壁立。>
2、<名>家庭；家族
<例句：每责一头，辄顷数家之产。>
3、<形>自家的；本家的
<例句：家君作宰，路出名区。>
4、<名>人家；人户
<例句：秦王购之金千斤，邑万家。>
5、<形>家中的
<例句：非为织作迟，君家妇难为。>
6、<动>定居；安家
<例句：畴昔家上京，六载去还归。>
7、<名>家产；家业
<例句：皆没其家而迁之蜀。>
8、<名>奴隶社会中卿大夫的封邑
<例句：丘也闻有国有家者，不患贫而患不均。>
9、<名>朝廷；官府
<例句：当横行天下，为汉家除残去秽。>
10、<动>把……居为一家所有
<例句：三王家天下。>
11、<形>家养的；驯化的
<例句：野鸭殊家鸭，离群忽远飞。>
12、<名>学术或政治派别
<例句：于是废先王之道，焚百家之言。>
13、<名>有专长或从事某种职业的人
<例句：吾常见笑于大方之家。>
<例句：农家少闲月。>
14、<量>家；户
<例句：且说登州山下有一家猎户。>
15、<助>自称、人称的语尾
<例句：后生家每临事，辄曰‘吾不会做’，此大谬也。>
16、<名>住房；住所
<例句：家徒四壁立。>
17、<名>家庭；家族
<例句：每责一头，辄顷数家之产。>
18、<形>自家的；本家的
<例句：家君作宰，路出名区。>
19、<名>人家；人户
<例句：秦王购之金千斤，邑万家。>
20、<形>家中的
<例句：非为织作迟，君家妇难为。>
21、<动>定居；安家
<例句：畴昔家上京，六载去还归。>
22、<名>家产；家业
<例句：皆没其家而迁之蜀。>
23、<名>奴隶社会中卿大夫的封邑
<例句：丘也闻有国有家者，不患贫而患不均。>
24、<名>朝廷；官府
<例句：当横行天下，为汉家除残去秽。>
25、<动>把……居为一家所有
<例句：三王家天下。>
26、<形>家养的；驯化的
<例句：野鸭殊家鸭，离群忽远飞。>
27、<名>学术或政治派别
<例句：于是废先王之道，焚百家之言。>
28、<名>有专长或从事某种职业的人
<例句：吾常见笑于大方之家。>
<例句：农家少闲月。>
29、<量>家；户
<例句：且说登州山下有一家猎户。>
30、<助>自称、人称的语尾
<例句：后生家每临事，辄曰‘吾不会做’，此大谬也。>
31、<名>住房；住所
<例句：家徒四壁立。>
32、<名>家庭；家族
<例句：每责一头，辄顷数家之产。>
33、<形>自家的；本家的
<例句：家君作宰，路出名区。>
34、<名>人家；人户
<例句：秦王购之金千斤，邑万家。>
35、<形>家中的
<例句：非为织作迟，君家妇难为。>
36、<动>定居；安家
<例句：畴昔家上京，六载去还归。>
37、<名>家产；家业
<例句：皆没其家而迁之蜀。>
38、<名>奴隶社会中卿大夫的封邑
<例句：丘也闻有国有家者，不患贫而患不均。>
39、<名>朝廷；官府
<例句：当横行天下，为汉家除残去秽。>
40、<动>把……居为一家所有
<例句：三王家天下。>
41、<形>家养的；驯化的
<例句：野鸭殊家鸭，离群忽远飞。>
42、<名>学术或政治派别
<例句：于是废先王之道，焚百家之言。>
43、<名>有专长或从事某种职业的人
<例句：吾常见笑于大方之家。>
<例句：农家少闲月。>
44、<量>家；户
<例句：且说登州山下有一家猎户。>
45、<助>自称、人称的语尾
<例句：后生家每临事，辄曰‘吾不会做’，此大谬也。>
46、<名>住房；住所
<例句：家徒四壁立。>
47、<名>家庭；家族
<例句：每责一头，辄顷数家之产。>
48、<形>自家的；本家的
<例句：家君作宰，路出名区。>
49、<名>人家；人户
<例句：秦王购之金千斤，邑万家。>
50、<形>家中的
<例句：非为织作迟，君家妇难为。>
51、<动>定居；安家
<例句：畴昔家上京，六载去还归。>
52、<名>家产；家业
<例句：皆没其家而迁之蜀。>
53、<名>奴隶社会中卿大夫的封邑
<例句：丘也闻有国有家者，不患贫而患不均。>
54、<名>朝廷；官府
<例句：当横行天下，为汉家除残去秽。>
55、<动>把……居为一家所有
<例句：三王家天下。>
56、<形>家养的；驯化的
<例句：野鸭殊家鸭，离群忽远飞。>
57、<名>学术或政治派别
<例句：于是废先王之道，焚百家之言。>
58、<名>有专长或从事某种职业的人
<例句：吾常见笑于大方之家。>
<例句：农家少闲月。>
59、<量>家；户
<例句：且说登州山下有一家猎户。>
60、<助>自称、人称的语尾
<例句：后生家每临事，辄曰‘吾不会做’，此大谬也。>
",2
167,凡为天下国家【有】九经，所以行之者一也,有,"1、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
2、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
3、<动>掌握
<例句：有道之士，贵以近知远。>
4、<形>富有
<例句：礼生于有而废于无。>
5、<名>收获；出产的东西
<例句：退而甘食其土之有。>
6、<连>或者
<例句：故君子有不战，战则必胜。>
7、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
8、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
9、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
10、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
11、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
12、<动>掌握
<例句：有道之士，贵以近知远。>
13、<形>富有
<例句：礼生于有而废于无。>
14、<名>收获；出产的东西
<例句：退而甘食其土之有。>
15、<连>或者
<例句：故君子有不战，战则必胜。>
16、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
17、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
18、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
",1
168,凡为天下国家有【九】经，所以行之者一也,九,"1、<数>九
2、<数>泛指多数或多次
<例句：海内之地，方千里者九。>
",2
169,凡为天下国家有九【经】，所以行之者一也,经,"1、<名>织物的纵线，与“纬”相对
<例句：皆言边幅好，自爱经纬密。>
2、<名>经络；经脉
<例句：技经肯綮之未尝，而况大畖乎？>
3、<名>经典；经书
<例句：六艺经传皆通习之。>
<例句：辛苦遭逢起一经。>
4、<名>我国古代图书四大类别之一，以儒学经传著术为主，与“史”、“子”、“集”相对
<例句：诸子及经史多所涉猎。>
5、<名>分界；界线
<例句：是非之经，不可不分。>
6、<动>上吊；缢
<例句：经其颈于树枝。>
7、<动>经过；经历
<例句：既窈窕以寻壑，亦崎岖而经丘。>
8、<动>治理
<例句：礼，经国家，定社稷。>
9、<名>织物的纵线，与“纬”相对
<例句：皆言边幅好，自爱经纬密。>
10、<名>经络；经脉
<例句：技经肯綮之未尝，而况大畖乎？>
11、<名>经典；经书
<例句：六艺经传皆通习之。>
<例句：辛苦遭逢起一经。>
12、<名>我国古代图书四大类别之一，以儒学经传著术为主，与“史”、“子”、“集”相对
<例句：诸子及经史多所涉猎。>
13、<名>分界；界线
<例句：是非之经，不可不分。>
14、<动>上吊；缢
<例句：经其颈于树枝。>
15、<动>经过；经历
<例句：既窈窕以寻壑，亦崎岖而经丘。>
16、<动>治理
<例句：礼，经国家，定社稷。>
",3
170,凡为天下国家有九经，【所】以行之者一也,所,"1、经常放在动词前，同动词结合，组成""所""字结构。""所""字结构是名词性短语，表示""所……的人""、""所……的事物""、""所……的情况""等。
<例句：于众人广坐之中，不宜有所过，今公子故过之。>
<例句：故余虽愚，卒获有所闻。>
<例句：余在患难中，间以诗记所遭。>
2、""所""和动词结合，后面再有名词性结构，则所字结构起定语的作用。
<例句：夜则以兵围所寓舍。>
<例句：臣所过屠者朱亥，此子贤者，世莫能知，故隐屠闻耳。>
3、在有些句子中，""为""和""所""呼应，组成""为……所……""的格式，表示被动。
<例句：贾家庄几为巡徼所陵迫死。>
<例句：嬴闻如姬父为人所杀。>
4、表示原因的。
<例句：亲贤臣，远小人，此先汉所以兴隆也；亲小人，远贤臣，此后汉所以倾颓也。>
<例句：吾所以为此者，以先国家之急而后私仇也。>
<例句：臣所以去亲戚而事君者，徒慕君之高义也。>
<例句：所以遣将守关者，备他盗之出入与非常也。>
5、表示手段或凭借的。
<例句：吾所以待侯生者备矣，……>
<例句：师者，所以传道受业解惑也。>
6、【所谓】所说的。
<例句：此所谓战胜于朝廷。>
<例句：非吾所谓传其道解其惑者也。>
7、到处。
<例句：石之铿然有声音者，所在皆是也。>
8、所在之处，处所。
<例句：原来有这等一个所在，且回衙去>
<例句：急趋之，折过墙隅，迷其所在。>
",5
171,凡为天下国家有九经，所【以】行之者一也,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",8
172,凡为天下国家有九经，所以【行】之者一也,行,"1、<动>行走
<例句：三人行，必有我师焉。>
2、<动>出行
<例句：为吾子之将行也。>
3、<动>运行
<例句：舟已行矣，而剑不行。>
4、<动>传布
<例句：士之处此世，而望名誉之光，道德行，难已。>
5、<动>实行；做
<例句：君子寡欲则不役于物，可以直道而行。>
6、<名>动作；行动；举动
<例句：大行不顾细谨。>
7、<名>品行
<例句：其志洁，其行廉。>
8、<副>将；即将
<例句：善万物之得时，感吾生之行休。>
9、<量>遍；次
<例句：客至未尝不置酒，或三行五行。>
10、<名>道路
<例句：遵彼微行。>
11、<名>行列；队伍
<例句：凌余阵兮躐余行。>
12、<名>辈；辈分
<例句：汉天子，我丈人行也。>
13、<量>指成行的事物
<例句：出门登车去，涕落百余行。>
14、<动>行走
<例句：三人行，必有我师焉。>
15、<动>出行
<例句：为吾子之将行也。>
16、<动>运行
<例句：舟已行矣，而剑不行。>
17、<动>传布
<例句：士之处此世，而望名誉之光，道德行，难已。>
18、<动>实行；做
<例句：君子寡欲则不役于物，可以直道而行。>
19、<名>动作；行动；举动
<例句：大行不顾细谨。>
20、<名>品行
<例句：其志洁，其行廉。>
21、<副>将；即将
<例句：善万物之得时，感吾生之行休。>
22、<量>遍；次
<例句：客至未尝不置酒，或三行五行。>
23、<名>道路
<例句：遵彼微行。>
24、<名>行列；队伍
<例句：凌余阵兮躐余行。>
25、<名>辈；辈分
<例句：汉天子，我丈人行也。>
26、<量>指成行的事物
<例句：出门登车去，涕落百余行。>
27、<动>行走
<例句：三人行，必有我师焉。>
28、<动>出行
<例句：为吾子之将行也。>
29、<动>运行
<例句：舟已行矣，而剑不行。>
30、<动>传布
<例句：士之处此世，而望名誉之光，道德行，难已。>
31、<动>实行；做
<例句：君子寡欲则不役于物，可以直道而行。>
32、<名>动作；行动；举动
<例句：大行不顾细谨。>
33、<名>品行
<例句：其志洁，其行廉。>
34、<副>将；即将
<例句：善万物之得时，感吾生之行休。>
35、<量>遍；次
<例句：客至未尝不置酒，或三行五行。>
36、<名>道路
<例句：遵彼微行。>
37、<名>行列；队伍
<例句：凌余阵兮躐余行。>
38、<名>辈；辈分
<例句：汉天子，我丈人行也。>
39、<量>指成行的事物
<例句：出门登车去，涕落百余行。>
40、<动>行走
<例句：三人行，必有我师焉。>
41、<动>出行
<例句：为吾子之将行也。>
42、<动>运行
<例句：舟已行矣，而剑不行。>
43、<动>传布
<例句：士之处此世，而望名誉之光，道德行，难已。>
44、<动>实行；做
<例句：君子寡欲则不役于物，可以直道而行。>
45、<名>动作；行动；举动
<例句：大行不顾细谨。>
46、<名>品行
<例句：其志洁，其行廉。>
47、<副>将；即将
<例句：善万物之得时，感吾生之行休。>
48、<量>遍；次
<例句：客至未尝不置酒，或三行五行。>
49、<名>道路
<例句：遵彼微行。>
50、<名>行列；队伍
<例句：凌余阵兮躐余行。>
51、<名>辈；辈分
<例句：汉天子，我丈人行也。>
52、<量>指成行的事物
<例句：出门登车去，涕落百余行。>
53、<动>行走
<例句：三人行，必有我师焉。>
54、<动>出行
<例句：为吾子之将行也。>
55、<动>运行
<例句：舟已行矣，而剑不行。>
56、<动>传布
<例句：士之处此世，而望名誉之光，道德行，难已。>
57、<动>实行；做
<例句：君子寡欲则不役于物，可以直道而行。>
58、<名>动作；行动；举动
<例句：大行不顾细谨。>
59、<名>品行
<例句：其志洁，其行廉。>
60、<副>将；即将
<例句：善万物之得时，感吾生之行休。>
61、<量>遍；次
<例句：客至未尝不置酒，或三行五行。>
62、<名>道路
<例句：遵彼微行。>
63、<名>行列；队伍
<例句：凌余阵兮躐余行。>
64、<名>辈；辈分
<例句：汉天子，我丈人行也。>
65、<量>指成行的事物
<例句：出门登车去，涕落百余行。>
",5
173,凡为天下国家有九经，所以行【之】者一也,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",1
174,凡为天下国家有九经，所以行之【者】一也,者,"1、助词，主要有两种用法。一种是附在别的词或短语之后，组成名词性短语。
<例句：将藏之于家，使来者读之，悲予志焉。>
<例句：用叶者取叶初长足时，用芽者自从本说，用花者取花初敷时，用实者成实时采。>
2、""者""的另一种用法是放在一个词或一组词后边，起提顿作用，先用""……者""提出在说明的事物，稍微停顿一下，然后说明或论断。
<例句：大阉之乱，缙绅而能不易其志者，四海之大，有几人欤？>
<例句：古之让天子者，是去监门之养而离臣虏之劳也。>
3、""者""有时放在时间副词之后，起语助作用，可不译。
<例句：今者项庄拔剑舞，其意常在沛公也。>
4、""者""有时放在数词后边，可译为""个""""样""之类。
<例句：此数者用兵之患也，而操皆冒行之。>
",0
175,凡为天下国家有九经，所以行之者【一】也,一,"1、<数>
<例句：一屠晚归。>
2、<连>一边；一面
<例句：一觞一咏，亦足以畅叙幽情。>
3、<形>同一；一样
<例句：古今一也。>
4、<动>看作一样
<例句：固知一死生为虚诞，齐彭殇为妄作。>
5、<动>统一
<例句：六王毕，四海一。>
6、<动>专一
<例句：用心一也。>
7、<副>全；一概
<例句：而或长烟一空，皓月千里。>
8、<副>一旦
<例句：公子诚一开口请如姬，如姬必许诺。>
9、<副>才；刚刚
<例句：初一交战，操军不利。>
10、<副>初次
<例句：一鼓作气。>
",5
176,凡为天下国家有九经，所以行之者一【也】,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",1
177,“【凡】事豫则立，不豫则废,凡,"1、<形>平常；平庸
<例句：巨是凡人，偏在远郡。>
2、<名>人世间；尘世
<例句：仙凡路阻两难留。>
3、<副>凡是，表示概括
<例句：凡先王之法有要于时者。>
4、<名>大概；大略
<例句：仆尝倦谈，不能一二其详，请略举凡。>
5、<动>总共；总计，表示总合
<例句：凡六百一十六言。>
<例句：由是先主遂诣亮，凡三往，乃见。>
<例句：性殊凡自知时，飞不乱行聊渐陆。>
<例句：题门上作‘风’字而去……‘凤’字，凡也。>
",3
178,“凡【事】豫则立，不豫则废,事,"1、<名>事情
<例句：及其所之既倦，情随事迁，感慨系之矣。>
2、<名>特指战事
<例句：延及孝文王、庄襄王，享国之日浅，国家无事。>
3、<名>政治事务
<例句：赵太后新用事。>
4、<动>从事；做
<例句：如曰今日当一切不事事。>
5、<动>侍奉；服侍
<例句：臣所以去亲戚而事君者，徒慕君之高义也。>
6、<量>件；样；种
<例句：献白玉箫管百事。>
",1
179,“凡事【豫】则立，不豫则废,豫,"1、<形>安乐
<例句：忧劳可以兴国，逸豫可以亡身。>
2、<形>迟疑
<例句：予将董道而不豫兮，固将重昏而终身。>
3、<副>预先
<例句：豫备走舸，系于其尾。>
4、<动>通“与”，参与
<例句：豫凶事，非礼也。>
",3
180,“凡事豫【则】立，不豫则废,则,"1、表示承接关系。一般用来连接两个分句或紧缩复句中的前后两层意思，表示两件事情在时间上、事理上的紧密联系。可译为""就""""便""，或译为""原来是""""已经是""。
<例句：项王曰：""壮士！--赐之卮酒。""则与斗卮酒。>
<例句：故木受绳则直，金就砺则利。>
<例句：徐而察之，则山下皆石穴罅。>
<例句：子灿寐而醒，客则鼾睡炕上矣。>
2、表示假设关系。有的用在前一分句，引出假设的情况，相当于""假使""""如果""；有的用于后面的分句，表示假设或推断的结果，相当于""那么""""就""。
<例句：向吾不为斯役，则久已病矣。>
3、。可译为""就"",或不译。
<例句：位卑则足羞，官盛则近谀。>
<例句：入则孝，出则悌。>
4、表示转折、让步关系。表示意思有转折时，""则""字用在后一分句，可译为""可是""""却""；表示姑且承认一件事，预备下句转入正意时，""则""字用在前一分句。可译为""虽然""""倒是""。
<例句：于其身也，则耻师焉，惑矣。>
<例句：其室则迩，其人甚远。>
5、副词。用在判断句中，起强调和确认作用，可译作""是""""就是""。
<例句：此则岳阳楼之大观也。>
<例句：非死则徙尔。>
",1
181,“凡事豫则【立】，不豫则废,立,"1、<动>站立；站着
<例句：茕茕孑立，形影相吊。>
2、<动>停立；停止
<例句：五马立踟蹰。>
3、<动>竖立；耸立
<例句：且立石于其墓之门。>
<例句：大石侧立千尺。>
4、<动>设立；建立；制定
<例句：人之立志，顾不如蜀鄙之僧哉。>
5、<动>存在；生存
<例句：孤与老贼势不两立。>
6、<动>登上帝王或诸侯的位置
<例句：陈涉乃立为王，号为张楚。>
7、<副>立刻；马上
<例句：沛公至军，立诛杀曹无伤。>
",0
182,“凡事豫则立，【不】豫则废,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",2
183,“凡事豫则立，不【豫】则废,豫,"1、<形>安乐
<例句：忧劳可以兴国，逸豫可以亡身。>
2、<形>迟疑
<例句：予将董道而不豫兮，固将重昏而终身。>
3、<副>预先
<例句：豫备走舸，系于其尾。>
4、<动>通“与”，参与
<例句：豫凶事，非礼也。>
",3
184,“凡事豫则立，不豫【则】废,则,"1、表示承接关系。一般用来连接两个分句或紧缩复句中的前后两层意思，表示两件事情在时间上、事理上的紧密联系。可译为""就""""便""，或译为""原来是""""已经是""。
<例句：项王曰：""壮士！--赐之卮酒。""则与斗卮酒。>
<例句：故木受绳则直，金就砺则利。>
<例句：徐而察之，则山下皆石穴罅。>
<例句：子灿寐而醒，客则鼾睡炕上矣。>
2、表示假设关系。有的用在前一分句，引出假设的情况，相当于""假使""""如果""；有的用于后面的分句，表示假设或推断的结果，相当于""那么""""就""。
<例句：向吾不为斯役，则久已病矣。>
3、。可译为""就"",或不译。
<例句：位卑则足羞，官盛则近谀。>
<例句：入则孝，出则悌。>
4、表示转折、让步关系。表示意思有转折时，""则""字用在后一分句，可译为""可是""""却""；表示姑且承认一件事，预备下句转入正意时，""则""字用在前一分句。可译为""虽然""""倒是""。
<例句：于其身也，则耻师焉，惑矣。>
<例句：其室则迩，其人甚远。>
5、副词。用在判断句中，起强调和确认作用，可译作""是""""就是""。
<例句：此则岳阳楼之大观也。>
<例句：非死则徙尔。>
",1
185,“凡事豫则立，不豫则【废】,废,"1、<动>舍弃；停止
<例句：然则废衅钟与?>
<例句：臣侍汤药，未曾废离。>
2、<动>废黜；罢黜
<例句：谓功业可立就，故坐废退。>
3、<形>衰败
<例句：政通人和，百废待兴。>
4、<动>秃败；倒塌
<例句：废池乔木，犹厌言兵。>
<例句：即除魏阉废祠之址以葬之。>
5、<形>负伤；残废
<例句：荆轲~，乃引其匕首提秦王。>
6、<动>浪费
<例句：今若断斯织也，则捐失成功，稽废时日。>
7、<形>失望；颓废
<例句：其欲得天下之心，有不废然摧泪者乎。>
",3
186,【言】前定则不跲，事前定则不困，行前定则不疚，道前定则不穷,言,"1、<动>说；谈论
<例句：此人一一为具言所闻。>
<例句：吾能弭谤矣，乃不敢言。>
2、<名>言语；言论
<例句：至军中，具以沛公言报项王。>
<例句：王不听，于国人莫敢出言，三年，乃流王于彘。>
3、<名>一字为一言
<例句：因为长句，歌以赠之，凡六百一十六言。>
4、<名>一句为言
<例句：今吾且死，而侯生曾无一言半辞送我，我岂有所失哉？>
5、<名>著作；书籍
<例句：焚百家之言，以愚黔首。>
6、<助>无实在意义
<例句：世与我相违，复驾言兮焉求？>
7、词缀，多用于动词之前
<例句：既盟之后，言归于好。>
",2
187,言【前】定则不跲，事前定则不困，行前定则不疚，道前定则不穷,前,"1、<动>上前；前进
<例句：乃前曰：‘璧有瑕，请指示王。’>
2、<名>前面；之前
<例句：生乎吾前，其闻道也固先乎吾。>
3、<副>先前；早前
<例句：迫而视之，乃前寄辞者。>
",2
188,言前定【则】不跲，事前定则不困，行前定则不疚，道前定则不穷,则,"1、表示承接关系。一般用来连接两个分句或紧缩复句中的前后两层意思，表示两件事情在时间上、事理上的紧密联系。可译为""就""""便""，或译为""原来是""""已经是""。
<例句：项王曰：""壮士！--赐之卮酒。""则与斗卮酒。>
<例句：故木受绳则直，金就砺则利。>
<例句：徐而察之，则山下皆石穴罅。>
<例句：子灿寐而醒，客则鼾睡炕上矣。>
2、表示假设关系。有的用在前一分句，引出假设的情况，相当于""假使""""如果""；有的用于后面的分句，表示假设或推断的结果，相当于""那么""""就""。
<例句：向吾不为斯役，则久已病矣。>
3、。可译为""就"",或不译。
<例句：位卑则足羞，官盛则近谀。>
<例句：入则孝，出则悌。>
4、表示转折、让步关系。表示意思有转折时，""则""字用在后一分句，可译为""可是""""却""；表示姑且承认一件事，预备下句转入正意时，""则""字用在前一分句。可译为""虽然""""倒是""。
<例句：于其身也，则耻师焉，惑矣。>
<例句：其室则迩，其人甚远。>
5、副词。用在判断句中，起强调和确认作用，可译作""是""""就是""。
<例句：此则岳阳楼之大观也。>
<例句：非死则徙尔。>
",2
189,言前定则【不】跲，事前定则不困，行前定则不疚，道前定则不穷,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",3
190,言前定则不跲，【事】前定则不困，行前定则不疚，道前定则不穷,事,"1、<名>事情
<例句：及其所之既倦，情随事迁，感慨系之矣。>
2、<名>特指战事
<例句：延及孝文王、庄襄王，享国之日浅，国家无事。>
3、<名>政治事务
<例句：赵太后新用事。>
4、<动>从事；做
<例句：如曰今日当一切不事事。>
5、<动>侍奉；服侍
<例句：臣所以去亲戚而事君者，徒慕君之高义也。>
6、<量>件；样；种
<例句：献白玉箫管百事。>
",1
191,言前定则不跲，事【前】定则不困，行前定则不疚，道前定则不穷,前,"1、<动>上前；前进
<例句：乃前曰：‘璧有瑕，请指示王。’>
2、<名>前面；之前
<例句：生乎吾前，其闻道也固先乎吾。>
3、<副>先前；早前
<例句：迫而视之，乃前寄辞者。>
",2
192,言前定则不跲，事前定【则】不困，行前定则不疚，道前定则不穷,则,"1、表示承接关系。一般用来连接两个分句或紧缩复句中的前后两层意思，表示两件事情在时间上、事理上的紧密联系。可译为""就""""便""，或译为""原来是""""已经是""。
<例句：项王曰：""壮士！--赐之卮酒。""则与斗卮酒。>
<例句：故木受绳则直，金就砺则利。>
<例句：徐而察之，则山下皆石穴罅。>
<例句：子灿寐而醒，客则鼾睡炕上矣。>
2、表示假设关系。有的用在前一分句，引出假设的情况，相当于""假使""""如果""；有的用于后面的分句，表示假设或推断的结果，相当于""那么""""就""。
<例句：向吾不为斯役，则久已病矣。>
3、。可译为""就"",或不译。
<例句：位卑则足羞，官盛则近谀。>
<例句：入则孝，出则悌。>
4、表示转折、让步关系。表示意思有转折时，""则""字用在后一分句，可译为""可是""""却""；表示姑且承认一件事，预备下句转入正意时，""则""字用在前一分句。可译为""虽然""""倒是""。
<例句：于其身也，则耻师焉，惑矣。>
<例句：其室则迩，其人甚远。>
5、副词。用在判断句中，起强调和确认作用，可译作""是""""就是""。
<例句：此则岳阳楼之大观也。>
<例句：非死则徙尔。>
",2
