,Unnamed: 0,句子,字,释义,正确选项（填序号）：
831,2367,极高明【而】道中庸,而,"1、表示并列关系。
<例句：蟹六跪而二螯，非蛇鳝之穴无可寄托者>
<例句：剑阁峥嵘而崔嵬，一夫当关，万夫莫开>
<例句：北救赵而西却秦，此五霸之伐也>
2、表示递进关系。
<例句：君子博学而日参省乎己。>
<例句：楚怀王贪而信张仪，遂绝齐>
<例句：回视日观以西峰，或得日，或否，绛皜驳色，而皆若偻>
<例句：以其求思之深而无不在也>
3、表示承接关系。
<例句：故舍汝而旅食京师，以求斗斛之禄>
<例句：置之地，拔剑撞而破之。>
<例句：积善成德，而神明自得，圣心备焉。>
<例句：人非生而知之者，孰能无惑>
4、表示转折关系。
<例句：青，取之于蓝，而青于蓝>
<例句：有如此之势，而为秦人积威之所劫>
<例句：信也，吾兄之盛德而夭其嗣乎>
5、表示假设关系。
<例句：诸君而有意，瞻予马首可也。>
<例句：死而有知，其几何离>
<例句：锲而不舍，金石可镂。>
<例句：人而无信，不知其可也。>
6、表示修饰关系。
<例句：吾尝跂而望矣，不如登高之博见也>
<例句：填然鼓之，兵刃既接，弃甲曳兵而走>
<例句：项王按剑而跽曰：""客何为者？"">
7、表示因果关系。
<例句：余亦悔其随之而不得极夫游之乐也>
<例句：表恶其能而不用也>
<例句：小人不知天命而不畏也。>
8、表示目的关系。
<例句：缦立远视，而望幸焉>
<例句：籍吏民，封府库，而待将军>
<例句：吾恂恂而起。>
9、代词。第二人称，一般作定语，译为""你的""，偶尔也作主语，译为""你""。
<例句：而翁长铨，迁我京职，则汝朝夕侍母。>
10、相当于“以”，表范围。
<例句：形而上者谓之道，形而下者谓之器>
11、表反问语气，相当于“岂”。
<例句：为仁由己，而由人乎哉>
12、动词。同“如”，好像，如同。
<例句：溺死者千有余人军惊而坏都舍。>
13、复音虚词""而已""。放在句末，表示限止的语气助词，相当于""罢了""。
<例句：一人、一桌、一椅、一扇、一抚尺而已。>
<例句：闻道有先后，术业有专攻，如是而已。>
",1
1128,2664,【仲】尼祖述尧舜，宪章文武：上律天时，下袭水土,仲,"1、<形>排行第二的
<例句：某业所就，孰与仲多？>
2、<形>位居第二的
<例句：出师一表真名世，千载谁堪伯仲间。>
",1
303,1839,“博学之，审问【之】，慎思之，明辨之，笃行之,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",1
1123,2659,庶几夙夜，以永终誉！”君子未有不如此而蚤有誉【于】天下者也,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",0
980,2516,王天下有三【重】焉，其寡过矣乎！上焉者虽善无徵，无徵不信，不信民弗从；下焉者虽善不尊，不尊不信，不信民弗从,重,"1、<形>重，与“轻”相对
<例句：士不可以不弘毅，任重而道远。>
2、<形>重要；重大
<例句：则予此行所负之责任，尤倍重于三十年前。>
3、<动>重视；看重
<例句：商人重利轻别离。>
4、<形>贵重
<例句：不爱珍器重宝肥饶之地。>
5、<形>严重
<例句：情罪重者反出在外。>
6、<形>严格
<例句：古之君子，其责己也重以周。>
7、<形>庄重
<例句：君子不重则不威，学则不固。>
8、<动>尊重
<例句：此四君者，皆明智而忠信，宽厚而爱人，尊贤而重士。>
9、<副>更加；加重
<例句：见犯乃死，重辱国。>
10、<形>重叠
<例句：重岩叠嶂，隐天蔽日。>
11、<量>层
<例句：卷我屋上三重茅。>
12、<副>重新；再次
<例句：添酒回灯重开宴。>
13、<动>拖累；牵连
<例句：事发相重，岂不危哉。>
",2 0
512,2048,祸福将至，善，必先知之；【不】善，必先知之,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",1
665,2201,今夫天，斯昭昭【之】多，及其无穷也，日月星辰系焉，万物覆焉,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",4
182,1718,“凡事豫则立，【不】豫则废,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",1
260,1796,获乎上有道，不信乎朋友，不获乎上矣；信乎朋友有道，不顺乎亲，不信乎朋友矣；顺乎亲有道，反诸身不诚，不顺乎亲矣；诚身有道，不明【乎】善，不诚乎身矣,乎,"1、表疑问语气，可译为""吗""""呢""。
<例句：儿寒乎？欲食乎？>
<例句：岂有相公此时出见客乎？>
<例句：欲安所归乎？>
2、表测度语气，可译为""吧""。
<例句：王之好乐甚，则齐其庶几乎。>
<例句：其皆出于此乎？>
3、用于感叹句，可译为""啊""""呀""等。
<例句：呜呼！孰知赋敛之毒有甚是蛇者乎！>
4、用在句中的停顿处。
<例句：胡为乎遑遑欲何之？>
5、表反问语气，“吗”“呢”。
<例句：夫庸知其年之先后生于吾乎？>
6、表婉商语气，“吗”。
<例句：举大计亦死，等死，死国可乎>
7、用于祈使句，可不译。
<例句：长铗归来乎﹗出无车>
8、在。
<例句：出，跳梁乎井干之上。>
9、对、对于。
<例句：吾尝疑乎是。>
10、比。
<例句：其闻道也固先乎吾，吾从而师之。>
11、此外，可作词尾。
<例句：恢恢乎其于游刃必有余地矣！>
",9
644,2180,其为物不贰，则其生物【不】测,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",1
1477,3013,”是故君子不赏而民劝，不怒【而】民威于鈇钺,而,"1、表示并列关系。
<例句：蟹六跪而二螯，非蛇鳝之穴无可寄托者>
<例句：剑阁峥嵘而崔嵬，一夫当关，万夫莫开>
<例句：北救赵而西却秦，此五霸之伐也>
2、表示递进关系。
<例句：君子博学而日参省乎己。>
<例句：楚怀王贪而信张仪，遂绝齐>
<例句：回视日观以西峰，或得日，或否，绛皜驳色，而皆若偻>
<例句：以其求思之深而无不在也>
3、表示承接关系。
<例句：故舍汝而旅食京师，以求斗斛之禄>
<例句：置之地，拔剑撞而破之。>
<例句：积善成德，而神明自得，圣心备焉。>
<例句：人非生而知之者，孰能无惑>
4、表示转折关系。
<例句：青，取之于蓝，而青于蓝>
<例句：有如此之势，而为秦人积威之所劫>
<例句：信也，吾兄之盛德而夭其嗣乎>
5、表示假设关系。
<例句：诸君而有意，瞻予马首可也。>
<例句：死而有知，其几何离>
<例句：锲而不舍，金石可镂。>
<例句：人而无信，不知其可也。>
6、表示修饰关系。
<例句：吾尝跂而望矣，不如登高之博见也>
<例句：填然鼓之，兵刃既接，弃甲曳兵而走>
<例句：项王按剑而跽曰：""客何为者？"">
7、表示因果关系。
<例句：余亦悔其随之而不得极夫游之乐也>
<例句：表恶其能而不用也>
<例句：小人不知天命而不畏也。>
8、表示目的关系。
<例句：缦立远视，而望幸焉>
<例句：籍吏民，封府库，而待将军>
<例句：吾恂恂而起。>
9、代词。第二人称，一般作定语，译为""你的""，偶尔也作主语，译为""你""。
<例句：而翁长铨，迁我京职，则汝朝夕侍母。>
10、相当于“以”，表范围。
<例句：形而上者谓之道，形而下者谓之器>
11、表反问语气，相当于“岂”。
<例句：为仁由己，而由人乎哉>
12、动词。同“如”，好像，如同。
<例句：溺死者千有余人军惊而坏都舍。>
13、复音虚词""而已""。放在句末，表示限止的语气助词，相当于""罢了""。
<例句：一人、一桌、一椅、一扇、一抚尺而已。>
<例句：闻道有先后，术业有专攻，如是而已。>
",2
347,1883,有弗学，学之弗能，弗措也；有弗问，问之弗知，弗措也；有弗思，思之弗得，弗措也；有弗辨，辨之弗明，弗措也；【有】弗行，行之弗笃，弗措也,有,"1、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
2、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
3、<动>掌握
<例句：有道之士，贵以近知远。>
4、<形>富有
<例句：礼生于有而废于无。>
5、<名>收获；出产的东西
<例句：退而甘食其土之有。>
6、<连>或者
<例句：故君子有不战，战则必胜。>
7、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
8、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
9、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
10、<动>与“无”相对
<例句：有朋自远方来，不亦乐乎。>
11、<动>占有
<例句：沛公欲王关中，使子婴为相，珍宝尽有之。>
12、<动>掌握
<例句：有道之士，贵以近知远。>
13、<形>富有
<例句：礼生于有而废于无。>
14、<名>收获；出产的东西
<例句：退而甘食其土之有。>
15、<连>或者
<例句：故君子有不战，战则必胜。>
16、<助>用在动词前，以助语气
<例句：干将发硎，有作其芒。>
17、<副>通“又”，表示进一层
<例句：虽有槁暴，不复挺者，輮使之然也。>
18、<连>通“又”，用于整数与零数之间
<例句：臣密今年四十有四。>
",1
953,2489,【子】曰：“吾说夏礼，杞不足徵也,子,"1、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
2、<名>孩子
<例句：率妻子邑人来此绝境。>
3、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
4、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
5、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
6、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
7、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
8、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
9、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
10、<名>孩子
<例句：率妻子邑人来此绝境。>
11、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
12、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
13、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
14、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
15、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
16、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
17、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
18、<名>孩子
<例句：率妻子邑人来此绝境。>
19、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
20、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
21、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
22、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
23、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
24、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
",6
302,1838,“博学之，审【问】之，慎思之，明辨之，笃行之,问,"1、<动>询问
<例句：公问其故。>
2、<动>慰问；问候
<例句：村中闻有此人，咸来问讯。>
3、<动>请教
<例句：犹且从师而问焉。>
4、<动>追究；考察
<例句：第得降卒，必亲引问委曲。>
5、<动>管；干预
<例句：府佐快其所为，阴纵之，不问。>
",4
477,2013,【至】诚之道，可以前知,至,"1、<动>来到；到达
<例句：王无罪岁，斯天下之民至焉。>
2、<形>达到顶点
<例句：二者用精至矣。>
3、<形>周到
<例句：或遇其叱咄，色愈恭，礼愈至，不敢出一言以复。>
4、<副>极；最
<例句：寡助之至，亲戚畔之。>
5、<连>至于
<例句：至桀、纣之暴，犹谓汤、武不当诛之。>
",2
175,1711,凡为天下国家有九经，所以行之者【一】也,一,"1、<数>
<例句：一屠晚归。>
2、<连>一边；一面
<例句：一觞一咏，亦足以畅叙幽情。>
3、<形>同一；一样
<例句：古今一也。>
4、<动>看作一样
<例句：固知一死生为虚诞，齐彭殇为妄作。>
5、<动>统一
<例句：六王毕，四海一。>
6、<动>专一
<例句：用心一也。>
7、<副>全；一概
<例句：而或长烟一空，皓月千里。>
8、<副>一旦
<例句：公子诚一开口请如姬，如姬必许诺。>
9、<副>才；刚刚
<例句：初一交战，操军不利。>
10、<副>初次
<例句：一鼓作气。>
",5
1087,2623,是故君子动而世为天下道，行而世为天下法，言而世【为】天下则,为,"1、做。
<例句：谁为大王为此计者。>
<例句：为之，则难者亦易矣；不为，则易者亦难矣。>
2、成为。
<例句：吾令人望其气，皆为龙虎，成五采。>
3、担任。
<例句：陈胜、吴广皆次当行，为屯长。>
<例句：公为都御史，与太监某守辽东。>
4、是，算是。
<例句：如今人方为刀俎，我为鱼肉。>
<例句：中峨冠而多髯者为东坡。>
<例句：若止印三二本，未为简易。>
5、通""谓""。可译为""说""。
<例句：孔子不能决也，两小儿笑曰：“孰为汝多知乎！”>
6、表被动。
<例句：吾属今为之虏矣。>
<例句：身客死于秦，为天下笑。>
<例句：焦仲卿妻刘氏，为促卿母所遣。>
7、给，替。
<例句：疱丁为文惠君解牛。>
<例句：旦日飨士卒，为击破沛公军！>
<例句：此人一一为具言所闻。（介词后面省略宾语""之""，""为之具言所闻""即给桃花园中的人详细地说出所听说的事情。>
8、向，对。
<例句：如姬为公子泣。>
<例句：媪之送燕后也，持其踵为之泣。>
9、因为。
<例句：百姓之不见保，为不用恩焉。>
<例句：盘庚不为怨者故改其度。>
10、语气词：位于句尾，表疑问、感叹、反诘，可译为""呢""。
<例句：何故怀瑾握瑜，而自令见放为？>
<例句：何辞为？>
11、介词：位于名词前，指某一事物通过某种目的成为另一种专有事物，可译为“作为”。
<例句：吕不韦乃以五百金与子楚，为进用，结宾客。>
",2
152,1688,朝聘以时，厚往【而】薄来，所以怀诸侯也,而,"1、表示并列关系。
<例句：蟹六跪而二螯，非蛇鳝之穴无可寄托者>
<例句：剑阁峥嵘而崔嵬，一夫当关，万夫莫开>
<例句：北救赵而西却秦，此五霸之伐也>
2、表示递进关系。
<例句：君子博学而日参省乎己。>
<例句：楚怀王贪而信张仪，遂绝齐>
<例句：回视日观以西峰，或得日，或否，绛皜驳色，而皆若偻>
<例句：以其求思之深而无不在也>
3、表示承接关系。
<例句：故舍汝而旅食京师，以求斗斛之禄>
<例句：置之地，拔剑撞而破之。>
<例句：积善成德，而神明自得，圣心备焉。>
<例句：人非生而知之者，孰能无惑>
4、表示转折关系。
<例句：青，取之于蓝，而青于蓝>
<例句：有如此之势，而为秦人积威之所劫>
<例句：信也，吾兄之盛德而夭其嗣乎>
5、表示假设关系。
<例句：诸君而有意，瞻予马首可也。>
<例句：死而有知，其几何离>
<例句：锲而不舍，金石可镂。>
<例句：人而无信，不知其可也。>
6、表示修饰关系。
<例句：吾尝跂而望矣，不如登高之博见也>
<例句：填然鼓之，兵刃既接，弃甲曳兵而走>
<例句：项王按剑而跽曰：""客何为者？"">
7、表示因果关系。
<例句：余亦悔其随之而不得极夫游之乐也>
<例句：表恶其能而不用也>
<例句：小人不知天命而不畏也。>
8、表示目的关系。
<例句：缦立远视，而望幸焉>
<例句：籍吏民，封府库，而待将军>
<例句：吾恂恂而起。>
9、代词。第二人称，一般作定语，译为""你的""，偶尔也作主语，译为""你""。
<例句：而翁长铨，迁我京职，则汝朝夕侍母。>
10、相当于“以”，表范围。
<例句：形而上者谓之道，形而下者谓之器>
11、表反问语气，相当于“岂”。
<例句：为仁由己，而由人乎哉>
12、动词。同“如”，好像，如同。
<例句：溺死者千有余人军惊而坏都舍。>
13、复音虚词""而已""。放在句末，表示限止的语气助词，相当于""罢了""。
<例句：一人、一桌、一椅、一扇、一抚尺而已。>
<例句：闻道有先后，术业有专攻，如是而已。>
",1
