,Unnamed: 0,句子,字,释义,正确选项（填序号）：
1437,2973,君子所不可及者，其唯人之所【不】见乎！《诗》云：“相在尔室，尚不愧于屋漏,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",
1459,2995,《诗》【曰】：“奏假无言，时靡有争,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",
831,2367,极高明【而】道中庸,而,"1、表示并列关系。
<例句：蟹六跪而二螯，非蛇鳝之穴无可寄托者>
<例句：剑阁峥嵘而崔嵬，一夫当关，万夫莫开>
<例句：北救赵而西却秦，此五霸之伐也>
2、表示递进关系。
<例句：君子博学而日参省乎己。>
<例句：楚怀王贪而信张仪，遂绝齐>
<例句：回视日观以西峰，或得日，或否，绛皜驳色，而皆若偻>
<例句：以其求思之深而无不在也>
3、表示承接关系。
<例句：故舍汝而旅食京师，以求斗斛之禄>
<例句：置之地，拔剑撞而破之。>
<例句：积善成德，而神明自得，圣心备焉。>
<例句：人非生而知之者，孰能无惑>
4、表示转折关系。
<例句：青，取之于蓝，而青于蓝>
<例句：有如此之势，而为秦人积威之所劫>
<例句：信也，吾兄之盛德而夭其嗣乎>
5、表示假设关系。
<例句：诸君而有意，瞻予马首可也。>
<例句：死而有知，其几何离>
<例句：锲而不舍，金石可镂。>
<例句：人而无信，不知其可也。>
6、表示修饰关系。
<例句：吾尝跂而望矣，不如登高之博见也>
<例句：填然鼓之，兵刃既接，弃甲曳兵而走>
<例句：项王按剑而跽曰：""客何为者？"">
7、表示因果关系。
<例句：余亦悔其随之而不得极夫游之乐也>
<例句：表恶其能而不用也>
<例句：小人不知天命而不畏也。>
8、表示目的关系。
<例句：缦立远视，而望幸焉>
<例句：籍吏民，封府库，而待将军>
<例句：吾恂恂而起。>
9、代词。第二人称，一般作定语，译为""你的""，偶尔也作主语，译为""你""。
<例句：而翁长铨，迁我京职，则汝朝夕侍母。>
10、相当于“以”，表范围。
<例句：形而上者谓之道，形而下者谓之器>
11、表反问语气，相当于“岂”。
<例句：为仁由己，而由人乎哉>
12、动词。同“如”，好像，如同。
<例句：溺死者千有余人军惊而坏都舍。>
13、复音虚词""而已""。放在句末，表示限止的语气助词，相当于""罢了""。
<例句：一人、一桌、一椅、一扇、一抚尺而已。>
<例句：闻道有先后，术业有专攻，如是而已。>
",
414,1950,唯天下至诚，为能尽其性；能尽其性，则能尽人之性；能【尽】人之性，则能尽物之性；能尽物之性，则可以赞天地之化育；可以赞天地之化育，则可以与天地参矣,尽,"1、<动>完；完尽；完了
<例句：肴核既尽，杯盘狼藉。>
2、<动>全部用出
<例句：寡人之于国也，尽心焉耳矣。>
3、<动>完结；消亡
<例句：退而甘食其土之有，以尽吾齿。>
<例句：转侧床头，惟思自尽。>
4、<名>尽头
<例句：则物与我皆无尽也，而又何羡乎。>
5、<动>达到顶点；穷极
<例句：妙尽璇机之正。>
6、<副>全部；全都
<例句：萍水相逢，尽是他乡之客。>
7、<副>极端；最
<例句：子谓《韶》尽美矣，又尽善也。>
8、<动>同“进”，进行
<例句：近臣尽规。>
9、<动>尽量；尽可能
<例句：虚坐尽后，食坐尽后。>
10、<副>任凭；任随
<例句：惟有落红不禁，尽教飞舞出宫墙。>
11、<动>完；完尽；完了
<例句：肴核既尽，杯盘狼藉。>
12、<动>全部用出
<例句：寡人之于国也，尽心焉耳矣。>
13、<动>完结；消亡
<例句：退而甘食其土之有，以尽吾齿。>
<例句：转侧床头，惟思自尽。>
14、<名>尽头
<例句：则物与我皆无尽也，而又何羡乎。>
15、<动>达到顶点；穷极
<例句：妙尽璇机之正。>
16、<副>全部；全都
<例句：萍水相逢，尽是他乡之客。>
17、<副>极端；最
<例句：子谓《韶》尽美矣，又尽善也。>
18、<动>同“进”，进行
<例句：近臣尽规。>
19、<动>尽量；尽可能
<例句：虚坐尽后，食坐尽后。>
20、<副>任凭；任随
<例句：惟有落红不禁，尽教飞舞出宫墙。>
",
82,1618,所以修身也；去谗远色，贱货而贵德，所以劝贤也；尊其位，重其禄，同其好恶，所以劝【亲】亲也；官盛任使，所以劝大臣也；忠信重禄，所以劝士也；时使薄敛，所以劝百姓也；日省月试，既廪称事，所以劝百工也；送往迎来，嘉善而矜不能，所以柔远人也；继绝世，举废国，治乱持危,亲,"1、<名>父母
<例句：冯公有亲乎?>
2、<形>亲的；血统最接近的
<例句：我有亲父兄，性行暴如雷。>
3、<名>亲人；亲族
<例句：外无期功强近之亲。>
4、<动>亲近；接近
<例句：今行而无信，则秦未可亲也。>
<例句：疏而不亲，还是不说罢。>
5、<副>亲自
<例句：为报倾城随太守，亲射虎，看孙郎。>
6、<名>父母
<例句：冯公有亲乎?>
7、<形>亲的；血统最接近的
<例句：我有亲父兄，性行暴如雷。>
8、<名>亲人；亲族
<例句：外无期功强近之亲。>
9、<动>亲近；接近
<例句：今行而无信，则秦未可亲也。>
<例句：疏而不亲，还是不说罢。>
10、<副>亲自
<例句：为报倾城随太守，亲射虎，看孙郎。>
11、<名>父母
<例句：冯公有亲乎?>
12、<形>亲的；血统最接近的
<例句：我有亲父兄，性行暴如雷。>
13、<名>亲人；亲族
<例句：外无期功强近之亲。>
14、<动>亲近；接近
<例句：今行而无信，则秦未可亲也。>
<例句：疏而不亲，还是不说罢。>
15、<副>亲自
<例句：为报倾城随太守，亲射虎，看孙郎。>
",
1001,2537,王天下有三重焉，其寡过矣乎！上焉者虽善无徵，无徵不信，不信民弗从；【下】焉者虽善不尊，不尊不信，不信民弗从,下,"1、<名>下面；位置较低的处所
<例句：上食埃土，下饮黄泉。>
2、<形>低
<例句：此地势高下之不同也。>
3、<形>下等；次序在后的
<例句：闻寡之耳者，受下赏。>
4、<名>地位低下的人；职务低的人；下级
<例句：且相如素贱人，吾羞，不忍为之下。>
5、<动>从高处到低处
<例句：转入石门，越天都之胁而下。>
6、<动>降下；落下
<例句：纷纷暮雪下辕门。>
7、<动>下坠
<例句：项王泣数行下。>
8、<动>到……去
<例句：君乃自湖南溯江，下上海。>
9、<动>下达；颁布
<例句：维扬帅下逐客之令。>
10、<动>攻下；攻占
<例句：蕲下，乃令符离人葛婴将兵徇蕲以东。>
11、<动>少于；低于
<例句：今之众人，其下圣人也亦矣。>
12、<动>谦下；降低身份去交往
<例句：公子为人，仁而下士。>
13、<量>表示动作的次数
<例句：忽然抚尺一下，群响毕绝。>
14、<名>方面；方
<例句：今若取此以断两下相杀，则合于礼矣。>
",
473,2009,唯天下【至】诚为能化,至,"1、<动>来到；到达
<例句：王无罪岁，斯天下之民至焉。>
2、<形>达到顶点
<例句：二者用精至矣。>
3、<形>周到
<例句：或遇其叱咄，色愈恭，礼愈至，不敢出一言以复。>
4、<副>极；最
<例句：寡助之至，亲戚畔之。>
5、<连>至于
<例句：至桀、纣之暴，犹谓汤、武不当诛之。>
",
1086,2622,是故君子动而世为天下道，行而世为天下法，言【而】世为天下则,而,"1、表示并列关系。
<例句：蟹六跪而二螯，非蛇鳝之穴无可寄托者>
<例句：剑阁峥嵘而崔嵬，一夫当关，万夫莫开>
<例句：北救赵而西却秦，此五霸之伐也>
2、表示递进关系。
<例句：君子博学而日参省乎己。>
<例句：楚怀王贪而信张仪，遂绝齐>
<例句：回视日观以西峰，或得日，或否，绛皜驳色，而皆若偻>
<例句：以其求思之深而无不在也>
3、表示承接关系。
<例句：故舍汝而旅食京师，以求斗斛之禄>
<例句：置之地，拔剑撞而破之。>
<例句：积善成德，而神明自得，圣心备焉。>
<例句：人非生而知之者，孰能无惑>
4、表示转折关系。
<例句：青，取之于蓝，而青于蓝>
<例句：有如此之势，而为秦人积威之所劫>
<例句：信也，吾兄之盛德而夭其嗣乎>
5、表示假设关系。
<例句：诸君而有意，瞻予马首可也。>
<例句：死而有知，其几何离>
<例句：锲而不舍，金石可镂。>
<例句：人而无信，不知其可也。>
6、表示修饰关系。
<例句：吾尝跂而望矣，不如登高之博见也>
<例句：填然鼓之，兵刃既接，弃甲曳兵而走>
<例句：项王按剑而跽曰：""客何为者？"">
7、表示因果关系。
<例句：余亦悔其随之而不得极夫游之乐也>
<例句：表恶其能而不用也>
<例句：小人不知天命而不畏也。>
8、表示目的关系。
<例句：缦立远视，而望幸焉>
<例句：籍吏民，封府库，而待将军>
<例句：吾恂恂而起。>
9、代词。第二人称，一般作定语，译为""你的""，偶尔也作主语，译为""你""。
<例句：而翁长铨，迁我京职，则汝朝夕侍母。>
10、相当于“以”，表范围。
<例句：形而上者谓之道，形而下者谓之器>
11、表反问语气，相当于“岂”。
<例句：为仁由己，而由人乎哉>
12、动词。同“如”，好像，如同。
<例句：溺死者千有余人军惊而坏都舍。>
13、复音虚词""而已""。放在句末，表示限止的语气助词，相当于""罢了""。
<例句：一人、一桌、一椅、一扇、一抚尺而已。>
<例句：闻道有先后，术业有专攻，如是而已。>
",
1126,2662,庶几夙夜，以永终誉！”君子未有不如此而蚤有誉于天下【者】也,者,"1、助词，主要有两种用法。一种是附在别的词或短语之后，组成名词性短语。
<例句：将藏之于家，使来者读之，悲予志焉。>
<例句：用叶者取叶初长足时，用芽者自从本说，用花者取花初敷时，用实者成实时采。>
2、""者""的另一种用法是放在一个词或一组词后边，起提顿作用，先用""……者""提出在说明的事物，稍微停顿一下，然后说明或论断。
<例句：大阉之乱，缙绅而能不易其志者，四海之大，有几人欤？>
<例句：古之让天子者，是去监门之养而离臣虏之劳也。>
3、""者""有时放在时间副词之后，起语助作用，可不译。
<例句：今者项庄拔剑舞，其意常在沛公也。>
4、""者""有时放在数词后边，可译为""个""""样""之类。
<例句：此数者用兵之患也，而操皆冒行之。>
",
638,2174,【其】为物不贰，则其生物不测,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",
1023,2559,故君子之道：本诸身，徵诸庶【民】，考诸三王而不缪，建诸天地而不悖，质诸鬼神而无疑，百世以俟圣人而不惑,民,"1、<名>古指奴隶，泛指庶民百姓
<例句：古者有四民：有士民，有商民，有农民，有工民。>
2、<名>人
<例句：上古之世，……民食果蓏蜯蛤，腥臊恶臭而伤腹胃，民多疾病。>
",
1334,2870,夫焉有所倚？肫肫【其】仁！渊渊其渊！浩浩其天！苟不固聪明圣知达天德者，其孰能知之？《诗》曰：“衣锦尚絅”，恶其文之著也,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",
319,1855,有弗学，学之弗能，【弗】措也；有弗问，问之弗知，弗措也；有弗思，思之弗得，弗措也；有弗辨，辨之弗明，弗措也；有弗行，行之弗笃，弗措也,弗,"1、fú<副>表否定，相当于“不”
<例句：手指不可屈伸，弗之怠。>
<例句：不>
<例句：弗>
<例句：不>
<例句：弗>
",
459,1995,曲能有诚，诚则形，形则【著】，著则明，明则动，动则变，变则化,著,"1、<动>显露
<例句：诚则形，形则著，著则明。>
2、<形>显著
<例句：如此，则臣忠君明，治著而兵强矣。>
3、<动>写作
<例句：常著文章以自娱。>
4、<动>附着
<例句：今殴民而归之农，皆著于本。>
5、<动>穿
<例句：著我绣夹裙，事事四五通。>
6、<动>居于；处在
<例句：盖以十舰最著前，中江举帆。>
7、<动>加上
<例句：已是黄昏独自愁，更著风和雨。>
8、<动>显露
<例句：诚则形，形则著，著则明。>
9、<形>显著
<例句：如此，则臣忠君明，治著而兵强矣。>
10、<动>写作
<例句：常著文章以自娱。>
11、<动>附着
<例句：今殴民而归之农，皆著于本。>
12、<动>穿
<例句：著我绣夹裙，事事四五通。>
13、<动>居于；处在
<例句：盖以十舰最著前，中江举帆。>
14、<动>加上
<例句：已是黄昏独自愁，更著风和雨。>
15、<动>显露
<例句：诚则形，形则著，著则明。>
16、<形>显著
<例句：如此，则臣忠君明，治著而兵强矣。>
17、<动>写作
<例句：常著文章以自娱。>
18、<动>附着
<例句：今殴民而归之农，皆著于本。>
19、<动>穿
<例句：著我绣夹裙，事事四五通。>
20、<动>居于；处在
<例句：盖以十舰最著前，中江举帆。>
21、<动>加上
<例句：已是黄昏独自愁，更著风和雨。>
22、<动>显露
<例句：诚则形，形则著，著则明。>
23、<形>显著
<例句：如此，则臣忠君明，治著而兵强矣。>
24、<动>写作
<例句：常著文章以自娱。>
25、<动>附着
<例句：今殴民而归之农，皆著于本。>
26、<动>穿
<例句：著我绣夹裙，事事四五通。>
27、<动>居于；处在
<例句：盖以十舰最著前，中江举帆。>
28、<动>加上
<例句：已是黄昏独自愁，更著风和雨。>
29、<动>显露
<例句：诚则形，形则著，著则明。>
30、<形>显著
<例句：如此，则臣忠君明，治著而兵强矣。>
31、<动>写作
<例句：常著文章以自娱。>
32、<动>附着
<例句：今殴民而归之农，皆著于本。>
33、<动>穿
<例句：著我绣夹裙，事事四五通。>
34、<动>居于；处在
<例句：盖以十舰最著前，中江举帆。>
35、<动>加上
<例句：已是黄昏独自愁，更著风和雨。>
36、<动>显露
<例句：诚则形，形则著，著则明。>
37、<形>显著
<例句：如此，则臣忠君明，治著而兵强矣。>
38、<动>写作
<例句：常著文章以自娱。>
39、<动>附着
<例句：今殴民而归之农，皆著于本。>
40、<动>穿
<例句：著我绣夹裙，事事四五通。>
41、<动>居于；处在
<例句：盖以十舰最著前，中江举帆。>
42、<动>加上
<例句：已是黄昏独自愁，更著风和雨。>
43、<动>显露
<例句：诚则形，形则著，著则明。>
44、<形>显著
<例句：如此，则臣忠君明，治著而兵强矣。>
45、<动>写作
<例句：常著文章以自娱。>
46、<动>附着
<例句：今殴民而归之农，皆著于本。>
47、<动>穿
<例句：著我绣夹裙，事事四五通。>
48、<动>居于；处在
<例句：盖以十舰最著前，中江举帆。>
49、<动>加上
<例句：已是黄昏独自愁，更著风和雨。>
",
227,1763,获乎上有道，不信乎朋友，不【获】乎上矣；信乎朋友有道，不顺乎亲，不信乎朋友矣；顺乎亲有道，反诸身不诚，不顺乎亲矣；诚身有道，不明乎善，不诚乎身矣,获,"1、<动>猎得禽兽
<例句：终日而不获一禽。>
2、<动>俘获
<例句：获百里孟明视、西乞术、白乙丙以归。>
3、<动>得到；收获
<例句：秦以攻取之外，小则获邑。>
<例句：卒获有所闻。>
4、<动>收割庄稼
<例句：春耕夏耘，秋获冬藏。>
<例句：获>
",
1190,2726,唯天下至圣为能聪明睿【知】，足以有临也；宽裕温柔，足以有容也；发强刚毅，足以有执也；齐庄中正，足以有敬也；文理密察，足以有别也,知,"1、<动>知道；了解
<例句：故察己则可以知人。>
2、<动>认识；识别
<例句：其真无马邪？其真不知马也。>
3、<名>知觉；感觉
<例句：官知止而神欲行。>
4、<动>感到；觉得
<例句：春江水暖鸭先知。>
5、<动>交好；相亲
<例句：公孙明知叔孙于齐。>
6、<名>交情
<例句：绝宾客之知。>
7、<名>朋友
<例句：悲歌辞旧爱，衔泪觅新知。>
8、<动>主持
<例句：吾与之共知赵国之政。>
9、通“智”
<例句：君子博学而日参乎己，则知明而行无过矣。>
10、<动>知道；了解
<例句：故察己则可以知人。>
11、<动>认识；识别
<例句：其真无马邪？其真不知马也。>
12、<名>知觉；感觉
<例句：官知止而神欲行。>
13、<动>感到；觉得
<例句：春江水暖鸭先知。>
14、<动>交好；相亲
<例句：公孙明知叔孙于齐。>
15、<名>交情
<例句：绝宾客之知。>
16、<名>朋友
<例句：悲歌辞旧爱，衔泪觅新知。>
17、<动>主持
<例句：吾与之共知赵国之政。>
18、通“智”
<例句：君子博学而日参乎己，则知明而行无过矣。>
",
202,1738,言前定则不跲，事前定则不困，行前定则不疚，道前定则【不】穷,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",
477,2013,【至】诚之道，可以前知,至,"1、<动>来到；到达
<例句：王无罪岁，斯天下之民至焉。>
2、<形>达到顶点
<例句：二者用精至矣。>
3、<形>周到
<例句：或遇其叱咄，色愈恭，礼愈至，不敢出一言以复。>
4、<副>极；最
<例句：寡助之至，亲戚畔之。>
5、<连>至于
<例句：至桀、纣之暴，犹谓汤、武不当诛之。>
",
965,2501,吾学殷【礼】，有宋存焉,礼,"1、<名>原指祭神敬祖，后成为奴隶社会和封建社会的等级制度、社会规范和道德规范的总称
<例句：大行不顾细谨，大礼不辞小让。>
2、<名>礼貌；礼仪；表示敬意的语言或动作
<例句：乃设九宾礼于廷。>
<例句：或遇其叱咄，色愈恭，礼愈至。>
3、<动>尊敬；以礼相待
<例句：孙讨虏聪明仁惠，敬贤礼士。>
4、<名>礼物
<例句：所以不报谢者，以为小礼无所用。>
5、<名>儒家经典“五经”之一，包括《仪礼》《周礼》《礼记》三部书
",
609,2145,【博】厚配地，高明配天，悠久无疆,博,"1、<形>宽广；广博
<例句：君子博学而日参省乎己。>
2、<动>增广，开阔
<例句：参之《国语》以博其趣。>
3、<名>古代一种赌输赢的游戏
<例句：剧孟行大类朱家而好博。>
4、<动>赌博
<例句：博鸡者袁人，素无赖。>
5、<动>换取；求取
<例句：以博我一人之产业，曾不惨然。>
<例句：顾念蓄劣物终无所用，不如拚博一笑。>
",
464,2000,曲能有诚，诚则形，形则著，著则明，明【则】动，动则变，变则化,则,"1、表示承接关系。一般用来连接两个分句或紧缩复句中的前后两层意思，表示两件事情在时间上、事理上的紧密联系。可译为""就""""便""，或译为""原来是""""已经是""。
<例句：项王曰：""壮士！--赐之卮酒。""则与斗卮酒。>
<例句：故木受绳则直，金就砺则利。>
<例句：徐而察之，则山下皆石穴罅。>
<例句：子灿寐而醒，客则鼾睡炕上矣。>
2、表示假设关系。有的用在前一分句，引出假设的情况，相当于""假使""""如果""；有的用于后面的分句，表示假设或推断的结果，相当于""那么""""就""。
<例句：向吾不为斯役，则久已病矣。>
3、。可译为""就"",或不译。
<例句：位卑则足羞，官盛则近谀。>
<例句：入则孝，出则悌。>
4、表示转折、让步关系。表示意思有转折时，""则""字用在后一分句，可译为""可是""""却""；表示姑且承认一件事，预备下句转入正意时，""则""字用在前一分句。可译为""虽然""""倒是""。
<例句：于其身也，则耻师焉，惑矣。>
<例句：其室则迩，其人甚远。>
5、副词。用在判断句中，起强调和确认作用，可译作""是""""就是""。
<例句：此则岳阳楼之大观也。>
<例句：非死则徙尔。>
",
1122,2658,庶几夙夜，以永终誉！”君子未有不如此而蚤有【誉】于天下者也,誉,"1、<动>称赞；赞美
<例句：好面誉人者，亦好背而毁之。>
2、<名>美名；荣誉
<例句：誉辅其赏，毁随其罚。>
3、<形>通“豫”
<例句：是以有誉处兮。>
",
1029,2565,故君子之道：本诸身，徵诸庶民，考诸三王而【不】缪，建诸天地而不悖，质诸鬼神而无疑，百世以俟圣人而不惑,不,"1、<副>不,表一般否定
2、<副>没有,表存在的否定
<例句：今日出而从日中不决何也?>
3、<副>不是,表否定判断
<例句：又何往而不金玉其外败絮其中也哉。>
4、通“否”
5、<助>在句末表询问
<例句：秦王以十五城请易寡人之璧可予不?>
6、<副>用在句中表否定
<例句：不者若属皆为所虏。>
<例句：或师焉或不焉。>
",
14,1550,修身则道立，尊贤则不惑，亲亲则诸父昆弟不怨，敬大臣则不眩，体【群】臣则士之报礼重，子庶民则百姓劝，来百工则财用足，柔远人则四方归之，怀诸侯则天下畏之,群,"1、<名>兽群；聚集在一起的鸟兽
<例句：羊之乱群，犹能为害。>
2、<名>群；聚集在一起的人
<例句：吾离群而索居，亦已久矣。>
3、<动>聚集成群
<例句：士大夫之族，曰师曰弟子云者，则群聚而笑之。>
4、<形>成群的
<例句：杂花生树，群莺乱飞。>
5、<形>诸；众
<例句：登高作赋，是所望于群公。>
",
271,1807,诚者，天之道也；诚之【者】，人之道也,者,"1、助词，主要有两种用法。一种是附在别的词或短语之后，组成名词性短语。
<例句：将藏之于家，使来者读之，悲予志焉。>
<例句：用叶者取叶初长足时，用芽者自从本说，用花者取花初敷时，用实者成实时采。>
2、""者""的另一种用法是放在一个词或一组词后边，起提顿作用，先用""……者""提出在说明的事物，稍微停顿一下，然后说明或论断。
<例句：大阉之乱，缙绅而能不易其志者，四海之大，有几人欤？>
<例句：古之让天子者，是去监门之养而离臣虏之劳也。>
3、""者""有时放在时间副词之后，起语助作用，可不译。
<例句：今者项庄拔剑舞，其意常在沛公也。>
4、""者""有时放在数词后边，可译为""个""""样""之类。
<例句：此数者用兵之患也，而操皆冒行之。>
",
141,1677,所以修身也；去谗远色，贱货而贵德，所以劝贤也；尊其位，重其禄，同其好恶，所以劝亲亲也；官盛任使，所以劝大臣也；忠信重禄，所以劝士也；时使薄敛，所以劝百姓也；日省月试，既廪称事，所以劝百工也；送往迎来，嘉善而矜不能，所以柔远人也；继绝世，举【废】国，治乱持危,废,"1、<动>舍弃；停止
<例句：然则废衅钟与?>
<例句：臣侍汤药，未曾废离。>
2、<动>废黜；罢黜
<例句：谓功业可立就，故坐废退。>
3、<形>衰败
<例句：政通人和，百废待兴。>
4、<动>秃败；倒塌
<例句：废池乔木，犹厌言兵。>
<例句：即除魏阉废祠之址以葬之。>
5、<形>负伤；残废
<例句：荆轲~，乃引其匕首提秦王。>
6、<动>浪费
<例句：今若断斯织也，则捐失成功，稽废时日。>
7、<形>失望；颓废
<例句：其欲得天下之心，有不废然摧泪者乎。>
",
1502,3038,《诗》云：“【予】怀明德，不大声以色,予,"1、<代>我
<例句：他人有心，予忖度之。>
2、<动>给予
<例句：子孙视之不甚惜，举以予人，如弃草芥。>
3、<动>赞许
<例句：言音者予师旷。>
<例句：吾>
4、<代>我
<例句：他人有心，予忖度之。>
5、<动>给予
<例句：子孙视之不甚惜，举以予人，如弃草芥。>
6、<动>赞许
<例句：言音者予师旷。>
<例句：吾>
",
446,1982,唯天下至诚，为能尽其性；能尽其性，则能尽人之性；能尽人之性，则能尽物之性；能尽物之性，则可以赞天地之化育；可以赞天地之化育，则可以与【天】地参矣,天,"1、<名>天空
<例句：是日也，天朗气清，惠风和畅。>
<例句：其容清明，天高日晶。>
<例句：天似穹庐，笼盖四野。>
2、<名>天气；气候
<例句：可怜身上衣正单，心忧炭贱愿天寒。>
3、<名>自然；本性
<例句：依乎天理，批大郤，导大窾。>
4、<名>古代人们想像中万事万物的主宰者
<例句：秦违蹇叔而以贪勤民，天奉我也。>
<例句：隘而不列，天赞我也。>
<例句：此天亡我也，非战之罪也。>
5、<名>人们赖以生存的人物
<例句：王者以民人为天，而民人以食为天。>
",
1228,2764,唯天下至圣为能聪明睿知，足以有临也；宽裕温柔，足以有容也；发强刚毅，足以有执也；齐庄中正，足以有敬也；文理密察，足【以】有别也,以,"1、……身份""等。
<例句：以故法为其国与此同。>
<例句：愿以十五城请易璧。>
<例句：乃入见。问：""何以战？"">
<例句：余船以次俱进。>
<例句：是时以大中丞抚吴者为魏之私人……>
2、起提宾作用，""把""。
<例句：秦亦不以城予赵，赵亦终不予秦璧。>
3、表示动作、行为产生的原因，可译为""因""""由于""。
<例句：且以一璧之故逆强秦之欢，不可。>
<例句：时操军兼以饥疫，死者大半。>
4、引进动作、行为发生的时间和处所，用法同""于""。可译为""在""""从""。
<例句：余以乾隆三十九年十二月，自京师乘风雪，……至于泰安。>
<例句：今以长沙豫章往，水道多绝，难行。>
5、表示动作、行为的对象，用法同""与""，可译为""和""""跟""，有时可译为""率领""。
<例句：天下有变，王割汉中以楚和。>
<例句：（公子）欲以客往赴秦军，与赵俱死。>
6、，可译为''而""""又""""而且""""并且""等，或者省去。
<例句：夫夷以近，则游者众……>
7、表示承接关系，""以""前的动作行为，往往是后一动作行为的手段或方式。可译为""而""或省去。
<例句：余与四人拥火以入。>
8、表示目的关系，""以""后的动作行为，往往是前一动作行为的目的或结果。可译为""而""""来""""用来""""以致""等。
<例句：作《师说》以贻之。>
<例句：敛赀财以送其行。>
<例句：不宜妄自菲薄……以塞忠谏之路也。>
9、表示因果关系，常用在表原因的分句前，可译为''因为""。
<例句：诸侯以公子贤，多客，不敢加兵谋魏十余年。>
<例句：古人……以其求思之深而无不在也。>
10、复音虚词""以是""""是以""，相当于""因此""，引出事理发展或推断的结果。
<例句：以是人多以书假余，余因得遍观群书。>
<例句：余是以记之，盖叹郦元之简，而笑李渤之陋也。>
<例句：是以十九年而刀刃若新发于硎。>
",
1087,2623,是故君子动而世为天下道，行而世为天下法，言而世【为】天下则,为,"1、做。
<例句：谁为大王为此计者。>
<例句：为之，则难者亦易矣；不为，则易者亦难矣。>
2、成为。
<例句：吾令人望其气，皆为龙虎，成五采。>
3、担任。
<例句：陈胜、吴广皆次当行，为屯长。>
<例句：公为都御史，与太监某守辽东。>
4、是，算是。
<例句：如今人方为刀俎，我为鱼肉。>
<例句：中峨冠而多髯者为东坡。>
<例句：若止印三二本，未为简易。>
5、通""谓""。可译为""说""。
<例句：孔子不能决也，两小儿笑曰：“孰为汝多知乎！”>
6、表被动。
<例句：吾属今为之虏矣。>
<例句：身客死于秦，为天下笑。>
<例句：焦仲卿妻刘氏，为促卿母所遣。>
7、给，替。
<例句：疱丁为文惠君解牛。>
<例句：旦日飨士卒，为击破沛公军！>
<例句：此人一一为具言所闻。（介词后面省略宾语""之""，""为之具言所闻""即给桃花园中的人详细地说出所听说的事情。>
8、向，对。
<例句：如姬为公子泣。>
<例句：媪之送燕后也，持其踵为之泣。>
9、因为。
<例句：百姓之不见保，为不用恩焉。>
<例句：盘庚不为怨者故改其度。>
10、语气词：位于句尾，表疑问、感叹、反诘，可译为""呢""。
<例句：何故怀瑾握瑜，而自令见放为？>
<例句：何辞为？>
11、介词：位于名词前，指某一事物通过某种目的成为另一种专有事物，可译为“作为”。
<例句：吕不韦乃以五百金与子楚，为进用，结宾客。>
",
