,sentences,words,meanings,labels
252,人之视己，如见其肺肝然，【则】何益矣,则,"1、表示承接关系。一般用来连接两个分句或紧缩复句中的前后两层意思，表示两件事情在时间上、事理上的紧密联系。可译为""就""""便""，或译为""原来是""""已经是""。
<例句：项王曰：""壮士！--赐之卮酒。""则与斗卮酒。>
<例句：故木受绳则直，金就砺则利。>
<例句：徐而察之，则山下皆石穴罅。>
<例句：子灿寐而醒，客则鼾睡炕上矣。>
2、表示假设关系。有的用在前一分句，引出假设的情况，相当于""假使""""如果""；有的用于后面的分句，表示假设或推断的结果，相当于""那么""""就""。
<例句：向吾不为斯役，则久已病矣。>
3、。可译为""就"",或不译。
<例句：位卑则足羞，官盛则近谀。>
<例句：入则孝，出则悌。>
4、表示转折、让步关系。表示意思有转折时，""则""字用在后一分句，可译为""可是""""却""；表示姑且承认一件事，预备下句转入正意时，""则""字用在前一分句。可译为""虽然""""倒是""。
<例句：于其身也，则耻师焉，惑矣。>
<例句：其室则迩，其人甚远。>
5、副词。用在判断句中，起强调和确认作用，可译作""是""""就是""。
<例句：此则岳阳楼之大观也。>
<例句：非死则徙尔。>
",4
253,人之视己，如见其肺肝然，则【何】益矣,何,"1、单独作谓语，问原因，后面常有语气助词""哉""""也""。
<例句：何者？严大国之威以修敬也。>
<例句：予尝求古仁人之心，或异二者之为，何哉？>
2、作宾语，主要代处所和事物，可译为""哪里""""什么""。译时，""何""要后置。
<例句：豫州今欲何至？>
<例句：大王来何操？>
3、作定语，可译为""什么""""哪""。
<例句：然则何时而乐耶？>
<例句：其间旦暮闻何物，杜鹃啼血猿哀鸣。>
4、用在句首或动词前，常表示反问，可译为""为什么""怎么""。
<例句：何不按兵束甲，北面而事之？>
<例句：徐公何能及君也？>
5、用在形容词前，表示程度深，可译为""怎么""""多么""""怎么这样""。
<例句：至于誓天断发，泣下沾襟，何其衰也！>
6、""何如""常用于疑问句中，表疑问或诘问，相当于""怎么""或""怎么样""。
<例句：樊哙曰：""今日之事何如？"">
<例句：今单车来代之，何如哉？>
<例句：君以袁某为何如人哉？>
7、""何以""即""以何""，介宾短语，用于疑问句中作状语，根据""以""的不同用法，分别相当于""拿什么""""凭什么""等。
<例句：荣禄遇足下素厚，足下何以待之？>
<例句：何以战？>
8、“无何”，意为“不久”。
<例句：如：无何，宰以卓异闻。>
",3
254,人之视己，如见其肺肝然，则何【益】矣,益,"1、<动>同“溢”
<例句：澭水暴益。>
2、<动>增加，与“损”相对
<例句：至于斟酌损益，进尽忠言，则攸之、祎、允之任也。>
3、<名>利益；好处
<例句：《书》曰：‘满招损，谦得益。’>
4、<副>更加；愈加
<例句：穷且益坚，不坠青云之志。>
5、<副>渐渐地
<例句：益习其声，又近出前后，终不敢搏。>
",3
255,人之视己，如见其肺肝然，则何益【矣】,矣,"1、用于陈述句尾。助肯定语气。有的可译为''了""，有的可不译。助已然语气，说明事情已实现，可译为""了""。助将然语气，说明事情将要实现，可译为""了""。
<例句：此为长江之险已与我共之矣。>
<例句：原庄宗之所以得天下，与其所以失之者，可以知之矣。>
<例句：庭有枇杷树，吾妻死之年所手植也，今已亭亭如盖矣。>
<例句：事急而不断，祸至无日矣！>
2、用于感叹句。助感慨、讥刺、赞颂语气，可译为""了""""啊""。
<例句：甚矣，汝之不惠！>
<例句：呜呼，烈矣！>
3、用于祈使句，助请求、劝勉、禁止语气，可译为''吧""。
<例句：愿君即以遂备员而行矣。>
<例句：公子勉之矣，老臣不能从。>
4、用于疑问句末，助疑问语气。
<例句：年几何矣？>
",2
256,此【谓】诚于中，形于外，故君子必慎其独也,谓,"1、<动>告诉；对……说
<例句：请往谓项王，言沛公不敢项王也。>
2、<动>说
<例句：因得观所谓石钟山者。>
3、<动>叫做；称为
<例句：褒禅山亦谓之华山。>
4、<动>以为；认为
<例句：愚谓大计不如迎之。>
5、<动>是；说的是
<例句：太守谓谁？>
",3
257,此谓诚【于】中，形于外，故君子必慎其独也,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",0
258,此谓诚于【中】，形于外，故君子必慎其独也,中,"1、<名>内；里
<例句：一屠晚归，担中肉尽。>
2、<名>中间；内部
<例句：有大石当中流。>
3、<形>半；一半
<例句：若中道而归，何异断斯织乎。>
4、<形>中等；不高，不低
<例句：上书谏寡人者，受中赏。>
5、<名>内心
<例句：深中隐厚。>
6、<名>中国
<例句：图画之设彩者，用水彩，中外所同也。>
7、<动>符合
<例句：木直中绳，輮以为轮，其曲中规。>
8、<动>射中
<例句：见其矢十中八九。>
9、<动>击中
<例句：乃引其匕首提秦王，不中。>
10、<动>考中
<例句：你恭喜中了举人。>
11、<动>猜中
<例句：射者中，弈者胜。>
12、<动>中伤
<例句：臧怒，欲中守法。>
13、<名>内；里
<例句：一屠晚归，担中肉尽。>
14、<名>中间；内部
<例句：有大石当中流。>
15、<形>半；一半
<例句：若中道而归，何异断斯织乎。>
16、<形>中等；不高，不低
<例句：上书谏寡人者，受中赏。>
17、<名>内心
<例句：深中隐厚。>
18、<名>中国
<例句：图画之设彩者，用水彩，中外所同也。>
19、<动>符合
<例句：木直中绳，輮以为轮，其曲中规。>
20、<动>射中
<例句：见其矢十中八九。>
21、<动>击中
<例句：乃引其匕首提秦王，不中。>
22、<动>考中
<例句：你恭喜中了举人。>
23、<动>猜中
<例句：射者中，弈者胜。>
24、<动>中伤
<例句：臧怒，欲中守法。>
",1
259,此谓诚于中，【形】于外，故君子必慎其独也,形,"1、<名>形体
<例句：既自以心为形役，奚惆怅而独悲。>
2、<名>容貌
<例句：颜色憔悴，形容枯槁。>
3、<名>形象；形状
<例句：泄于目，目见其形。>
4、<名>形势
<例句：则荆吴之势强，鼎足之形成矣。>
5、<动>表露；表现
<例句：往借，不与，归而形诸梦。>
6、<名>表现出的现象
<例句：不为者与不能者之形，何以异？>
7、<动>对比
<例句：难易相成，长短相形。>
",5
260,此谓诚于中，形【于】外，故君子必慎其独也,于,"1、放在形容词之后，表示比较，一般可译为""比""。有时可译为""胜过""。
<例句：良曰：""长于臣""。>
<例句：冰，水为之，而寒于水。>
2、有时则只是表示对象的性质和状态，可不译。
<例句：非常之谋难于猝发……>
3、""受""等字和它相应。
<例句：或脱身以逃，不能容于远近……>
<例句：臣诚恐见欺于王而负赵……>
<例句：吾不能举全吴之地，十万之众，受制于人……>
4、放在句子开头，表前后的承接或因果关系，与承接连词或因果连词相同。现代汉语也这样用。
<例句：于是秦王不悦，为击缻。>
<例句：吴之民方痛心焉，于是乘其厉声以呵，则噪而相逐。>
",0
261,此谓诚于中，形于【外】，故君子必慎其独也,外,"1、<名>外面；外部
<例句：旦日，客从外来。>
2、<名>表面；外表
<例句：今将军外托服从之名，而内怀犹豫之计。>
3、<副>以外
<例句：大铁椎外，一物无所持。>
4、<动>置之于外；除去
<例句：所以禁过而外私也。>
5、<动>疏远
<例句：内小人而外君子。>
6、<名>传统戏剧中扮老年男子的角色
",2
262,此谓诚于中，形于外，【故】君子必慎其独也,故,"1、<名>事故；变故
<例句：今也不幸至于大故。>
<例句：乡园多故，不能不动客子之愁。>
2、<名>缘故；原因
<例句：赵王岂以一璧之故欺秦邪？>
3、<形>旧；旧的；原来的
<例句：此为其故迹，岂信然邪？>
4、<副>旧时；从前
<例句：轩东故尝为厨，人往，从轩前过。>
5、<名>老朋友；旧交情
<例句：若非故人乎？>
<例句：君安与项伯有故？>
6、<形>衰退；衰老
<例句：暮去春来颜色故。>
7、<动>死亡；去世
<例句：目今其祖早故，只有个儿子。>
8、<副>故意；特意
<例句：将尉醉，广故数言欲亡，忿恚尉。>
9、<副>还是；仍然
<例句：大人故嫌迟。>
10、<副>通“固”，本来
<例句：此物故非西产。>
11、<连>所以；因此
<例句：其志洁，故其称物芳。>
",11
263,此谓诚于中，形于外，故君【子】必慎其独也,子,"1、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
2、<名>孩子
<例句：率妻子邑人来此绝境。>
3、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
4、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
5、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
6、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
7、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
8、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
9、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
10、<名>孩子
<例句：率妻子邑人来此绝境。>
11、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
12、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
13、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
14、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
15、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
16、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
17、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
18、<名>孩子
<例句：率妻子邑人来此绝境。>
19、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
20、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
21、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
22、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
23、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
24、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
",4
264,此谓诚于中，形于外，故君子【必】慎其独也,必,"1、<形>一定;必然
<例句：人无远虑必有近忧。>
2、<副>一定会
<例句：我见相如必辱之。>
3、<副>果真,如果
<例句：王必无人臣愿奉璧往使。>
4、<动>一完定执行或实行
<例句：罚莫如重而必使民畏之。>
5、<动>坚决做到
<例句：无参验而必之者愚也。>
",2
265,此谓诚于中，形于外，故君子必【慎】其独也,慎,"1、<形>谨慎；慎重
<例句：忧懈怠则思慎始而敬终。>
2、<副>表示告诫，用在否定句，意思是“千万”、“一定”
<例句：多谢后世人，戒之慎勿忘。>
",1 0
266,此谓诚于中，形于外，故君子必慎【其】独也,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",3
267,此谓诚于中，形于外，故君子必慎其独【也】,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",2
268,【曾】子曰：“十目所视，十手所指，其严乎！”富润屋，德润身，心广体胖，故君子必诚其意,曾,"1、<副>曾经
<例句：臣侍汤药，未曾废离。>
<例句：同是天涯沦落人，相逢何必曾相识。>
<例句：斜阳草树，寻常巷陌，人道寄奴曾往。>
2、<形>通“层”
<例句：曾云无温液，严霜有疑威。>
3、<名>与自己隔两代的亲属
<例句：曾祖>
<例句：曾孙>
<例句：是高、曾时为一户者，至曾、元时不分至十户不止。>
4、<动>通“增”
<例句：所以动心忍性，曾益其所不能。>
5、<副>竟然；连……都；甚至
<例句：以君之力，曾不能损魁父之丘，如太行、王屋何？>
<例句：当其欣于所遇，暂得于己，快然自足，曾不知老之将至。>
6、<副>乃；又
<例句：虽信美而非吾土兮，曾何足以少留。>
7、<副>曾经
<例句：臣侍汤药，未曾废离。>
<例句：同是天涯沦落人，相逢何必曾相识。>
<例句：斜阳草树，寻常巷陌，人道寄奴曾往。>
8、<形>通“层”
<例句：曾云无温液，严霜有疑威。>
9、<名>与自己隔两代的亲属
<例句：曾祖>
<例句：曾孙>
<例句：是高、曾时为一户者，至曾、元时不分至十户不止。>
10、<动>通“增”
<例句：所以动心忍性，曾益其所不能。>
11、<副>竟然；连……都；甚至
<例句：以君之力，曾不能损魁父之丘，如太行、王屋何？>
<例句：当其欣于所遇，暂得于己，快然自足，曾不知老之将至。>
12、<副>乃；又
<例句：虽信美而非吾土兮，曾何足以少留。>
",0
269,曾【子】曰：“十目所视，十手所指，其严乎！”富润屋，德润身，心广体胖，故君子必诚其意,子,"1、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
2、<名>孩子
<例句：率妻子邑人来此绝境。>
3、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
4、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
5、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
6、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
7、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
8、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
9、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
10、<名>孩子
<例句：率妻子邑人来此绝境。>
11、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
12、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
13、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
14、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
15、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
16、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
17、<名>婴儿
<例句：干、越。夷貉之子，生而同声，长而异俗。>
18、<名>孩子
<例句：率妻子邑人来此绝境。>
19、<名>儿子或女儿
<例句：而长子迈将赴饶之德兴尉。>
20、<名>对人的尊称
<例句：您>
<例句：子何恃而往？>
21、<名>泛指人
<例句：然陈涉瓮牖绳枢之子，甿隶之人，而迁徏之徒也。>
22、<名>特称孔子
<例句：子曰：‘岁寒，然后知松柏之后凋也。’>
23、<名>地支的第一位
<例句：光绪十六年春闰二月甲子，余游巴黎蜡人馆。>
24、通“仔”
<例句：仔细>
<例句：详缓看字，子细分明读之。>
",4
270,曾子【曰】：“十目所视，十手所指，其严乎！”富润屋，德润身，心广体胖，故君子必诚其意,曰,"1、<动>说
<例句：君子曰：学不可以已。>
2、<动>称为
<例句：齐有处士曰钟离子。>
3、<动>是，举例时用
<例句：按诸五人，曰颜佩伟，杨念如……>
4、<动>为
<例句：先帝称之曰能。>
5、<助>用于句首
<例句：曰为改岁，入此室处。>
",1
271,曾子曰：“【十】目所视，十手所指，其严乎！”富润屋，德润身，心广体胖，故君子必诚其意,十,"1、<数>十
2、<数>泛指数目大
<例句：金樽清酒斗十千。>
3、<数>十倍
<例句：十则围之，五则攻之。>
4、<数>十分之……
<例句：而戍死者固十六七。>
",2
272,曾子曰：“十【目】所视，十手所指，其严乎！”富润屋，德润身，心广体胖，故君子必诚其意,目,"1、<名>眼睛
<例句：左右欲刃相如，相如张目叱之。>
2、<动>年；看待
<例句：旦日，卒中往往语，皆指目陈胜。>
3、<动>递眼色；使眼神
<例句：范增数目项王，举所佩玉玦以示之者三。>
4、<名>网孔
<例句：善张网者，引其纲，不一一摄成目而后得。>
5、<名>行列；条目
<例句：北驱予并往，而不在使者之目。>
",1
273,曾子曰：“十目【所】视，十手所指，其严乎！”富润屋，德润身，心广体胖，故君子必诚其意,所,"1、经常放在动词前，同动词结合，组成""所""字结构。""所""字结构是名词性短语，表示""所……的人""、""所……的事物""、""所……的情况""等。
<例句：于众人广坐之中，不宜有所过，今公子故过之。>
<例句：故余虽愚，卒获有所闻。>
<例句：余在患难中，间以诗记所遭。>
2、""所""和动词结合，后面再有名词性结构，则所字结构起定语的作用。
<例句：夜则以兵围所寓舍。>
<例句：臣所过屠者朱亥，此子贤者，世莫能知，故隐屠闻耳。>
3、在有些句子中，""为""和""所""呼应，组成""为……所……""的格式，表示被动。
<例句：贾家庄几为巡徼所陵迫死。>
<例句：嬴闻如姬父为人所杀。>
4、表示原因的。
<例句：亲贤臣，远小人，此先汉所以兴隆也；亲小人，远贤臣，此后汉所以倾颓也。>
<例句：吾所以为此者，以先国家之急而后私仇也。>
<例句：臣所以去亲戚而事君者，徒慕君之高义也。>
<例句：所以遣将守关者，备他盗之出入与非常也。>
5、表示手段或凭借的。
<例句：吾所以待侯生者备矣，……>
<例句：师者，所以传道受业解惑也。>
6、【所谓】所说的。
<例句：此所谓战胜于朝廷。>
<例句：非吾所谓传其道解其惑者也。>
7、到处。
<例句：石之铿然有声音者，所在皆是也。>
8、所在之处，处所。
<例句：原来有这等一个所在，且回衙去>
<例句：急趋之，折过墙隅，迷其所在。>
",1
274,曾子曰：“十目所【视】，十手所指，其严乎！”富润屋，德润身，心广体胖，故君子必诚其意,视,"1、<动>看
<例句：其故人素轻买臣者入内视之。>
2、<动>察看；视察
<例句：乡先辈左忠毅公视学京畿。>
3、<动>治理；处理（公务）
<例句：视事三年，上书乞骸骨。>
4、<动>看待；对待
<例句：子孙视之不甚惜。>
5、<动>看顾；照看
<例句：重念蒙君实视遇厚，于反复不宜卤莽。>
6、<名>视力；目光
<例句：怵然为戒，视为止，行为迟。>
7、<动>比较；比照
<例句：其辱行贱行，视五人之死，轻重固何如哉。>
",1
275,曾子曰：“十目所视，【十】手所指，其严乎！”富润屋，德润身，心广体胖，故君子必诚其意,十,"1、<数>十
2、<数>泛指数目大
<例句：金樽清酒斗十千。>
3、<数>十倍
<例句：十则围之，五则攻之。>
4、<数>十分之……
<例句：而戍死者固十六七。>
",2
276,曾子曰：“十目所视，十手【所】指，其严乎！”富润屋，德润身，心广体胖，故君子必诚其意,所,"1、经常放在动词前，同动词结合，组成""所""字结构。""所""字结构是名词性短语，表示""所……的人""、""所……的事物""、""所……的情况""等。
<例句：于众人广坐之中，不宜有所过，今公子故过之。>
<例句：故余虽愚，卒获有所闻。>
<例句：余在患难中，间以诗记所遭。>
2、""所""和动词结合，后面再有名词性结构，则所字结构起定语的作用。
<例句：夜则以兵围所寓舍。>
<例句：臣所过屠者朱亥，此子贤者，世莫能知，故隐屠闻耳。>
3、在有些句子中，""为""和""所""呼应，组成""为……所……""的格式，表示被动。
<例句：贾家庄几为巡徼所陵迫死。>
<例句：嬴闻如姬父为人所杀。>
4、表示原因的。
<例句：亲贤臣，远小人，此先汉所以兴隆也；亲小人，远贤臣，此后汉所以倾颓也。>
<例句：吾所以为此者，以先国家之急而后私仇也。>
<例句：臣所以去亲戚而事君者，徒慕君之高义也。>
<例句：所以遣将守关者，备他盗之出入与非常也。>
5、表示手段或凭借的。
<例句：吾所以待侯生者备矣，……>
<例句：师者，所以传道受业解惑也。>
6、【所谓】所说的。
<例句：此所谓战胜于朝廷。>
<例句：非吾所谓传其道解其惑者也。>
7、到处。
<例句：石之铿然有声音者，所在皆是也。>
8、所在之处，处所。
<例句：原来有这等一个所在，且回衙去>
<例句：急趋之，折过墙隅，迷其所在。>
",
277,曾子曰：“十目所视，十手所【指】，其严乎！”富润屋，德润身，心广体胖，故君子必诚其意,指,"1、<名>手指
<例句：两鬃苍苍十指黑。>
<例句：指如削葱根，口如含朱丹。>
2、<动>用手指点
<例句：旦日，卒中往往语，皆指目陈胜。>
<例句：望西山，指异之。>
3、<动>指给……看
<例句：指王翳曰：‘此项王也。’>
4、<动>指责
<例句：千夫所指，无病而死。>
5、<动>直立；竖起
<例句：头发上指，目眦尽裂。>
6、<名>通“旨”
<例句：卜者知其意。>
<例句：其称文小而其指极大。>
7、<副>通“直”
<例句：指通豫南，达于汉阴。>
8、<名>手指
<例句：两鬃苍苍十指黑。>
<例句：指如削葱根，口如含朱丹。>
9、<动>用手指点
<例句：旦日，卒中往往语，皆指目陈胜。>
<例句：望西山，指异之。>
10、<动>指给……看
<例句：指王翳曰：‘此项王也。’>
11、<动>指责
<例句：千夫所指，无病而死。>
12、<动>直立；竖起
<例句：头发上指，目眦尽裂。>
13、<名>通“旨”
<例句：卜者知其意。>
<例句：其称文小而其指极大。>
14、<副>通“直”
<例句：指通豫南，达于汉阴。>
15、<名>手指
<例句：两鬃苍苍十指黑。>
<例句：指如削葱根，口如含朱丹。>
16、<动>用手指点
<例句：旦日，卒中往往语，皆指目陈胜。>
<例句：望西山，指异之。>
17、<动>指给……看
<例句：指王翳曰：‘此项王也。’>
18、<动>指责
<例句：千夫所指，无病而死。>
19、<动>直立；竖起
<例句：头发上指，目眦尽裂。>
20、<名>通“旨”
<例句：卜者知其意。>
<例句：其称文小而其指极大。>
21、<副>通“直”
<例句：指通豫南，达于汉阴。>
",4
278,曾子曰：“十目所视，十手所指，【其】严乎！”富润屋，德润身，心广体胖，故君子必诚其意,其,"2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。
<例句：秦王恐其破璧（《廉颇蔺相如列传》）""其破璧""作宾语）\n>
3、的""。
<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>
<例句：而余亦悔其随之而不得极夫游之乐也。>
4、指示代词，表远指。作定语，可译为""那""""那个""""那些""""那里""。
<例句：则或咎其欲出者。>
<例句：今操得荆州，奄有其地。>
5、指示代词，表示""其中的""，后面多为数词。
<例句：于乱石间择其一二扣之。>
6、指示代词，表示近指，相当于“这”，“这个”，“这些”。
<例句：有蒋氏者，专其利三世矣。>
",6
279,曾子曰：“十目所视，十手所指，其【严】乎！”富润屋，德润身，心广体胖，故君子必诚其意,严,"1、<形>严厉；严格
<例句：宰严限追比。>
<例句：逆阉防伺甚严，虽家仆不得近。>
2、<形>严酷
<例句：严杀尽兮弃原野。>
3、<形>猛烈；历害
<例句：寒风摧树木，严霜结庭兰。>
4、<名>威严；威信
<例句：衡下车，治威严，整法度。>
5、<动>尊重；敬重
<例句：严大国之威以修敬也。>
6、<动>整治
<例句：鸡鸣外欲曙，新妇起严妆。>
",0
280,曾子曰：“十目所视，十手所指，其严【乎】！”富润屋，德润身，心广体胖，故君子必诚其意,乎,"1、表疑问语气，可译为""吗""""呢""。
<例句：儿寒乎？欲食乎？>
<例句：岂有相公此时出见客乎？>
<例句：欲安所归乎？>
2、表测度语气，可译为""吧""。
<例句：王之好乐甚，则齐其庶几乎。>
<例句：其皆出于此乎？>
3、用于感叹句，可译为""啊""""呀""等。
<例句：呜呼！孰知赋敛之毒有甚是蛇者乎！>
4、用在句中的停顿处。
<例句：胡为乎遑遑欲何之？>
5、表反问语气，“吗”“呢”。
<例句：夫庸知其年之先后生于吾乎？>
6、表婉商语气，“吗”。
<例句：举大计亦死，等死，死国可乎>
7、用于祈使句，可不译。
<例句：长铗归来乎﹗出无车>
8、在。
<例句：出，跳梁乎井干之上。>
9、对、对于。
<例句：吾尝疑乎是。>
10、比。
<例句：其闻道也固先乎吾，吾从而师之。>
11、此外，可作词尾。
<例句：恢恢乎其于游刃必有余地矣！>
",3
281,曾子曰：“十目所视，十手所指，其严乎！”【富】润屋，德润身，心广体胖，故君子必诚其意,富,"1、<形>财产多；富裕；富足
<例句：独是成氏子以蠹贫，以促织富。>
<例句：可以为富安天下，而直为此廪廪也。>
2、<形>多；丰富
<例句：家富良马，其子好骑，堕而折其髀。>
<例句：有张氏藏书甚富。>
3、<名>财富；财产
<例句：其富半公室，其家半三军。>
<例句：富子弟多赖，凶岁子弟多暴。>
",3
282,曾子曰：“十目所视，十手所指，其严乎！”富润屋，德润【身】，心广体胖，故君子必诚其意,身,"1、<名>人或动物的躯干
<例句：首身离兮心不惩。>
2、<名>整个身躯
<例句：身已半入，止露尻尾。>
3、<名>自身；本身；自己
<例句：于其身也，则耻师焉。>
4、<副>亲自
<例句：将军身率益州之众出于秦川。>
5、<名>一生；生命
<例句：固将重昏而终身。>
<例句：一旦抵罪，或脱身以逃。>
6、<名>同“娠”，身孕
<例句：且以汝之有身也，更恐不胜悲。>
7、<名>人或动物的躯干
<例句：首身离兮心不惩。>
8、<名>整个身躯
<例句：身已半入，止露尻尾。>
9、<名>自身；本身；自己
<例句：于其身也，则耻师焉。>
10、<副>亲自
<例句：将军身率益州之众出于秦川。>
11、<名>一生；生命
<例句：固将重昏而终身。>
<例句：一旦抵罪，或脱身以逃。>
12、<名>同“娠”，身孕
<例句：且以汝之有身也，更恐不胜悲。>
",0
283,曾子曰：“十目所视，十手所指，其严乎！”富润屋，德润身，【心】广体胖，故君子必诚其意,心,"1、<名>心脏
<例句：顺我，即先刺心。>
2、<名>心脏所在的胸部
<例句：此臣日夜切齿拊心也。>
3、<名>内心，古人认为心是思维的器官
<例句：读书三到，谓心到，眼到，口到。>
4、<名>想法；心意
<例句：勤而无所，必有悖心。>
5、<名>中心；中央
<例句：唯见江心秋月白。>
",3
284,曾子曰：“十目所视，十手所指，其严乎！”富润屋，德润身，心【广】体胖，故君子必诚其意,广,"1、<形>宽阔，与“狭”相对
<例句：安得广厦千万间，大庇天下寒士俱欢颜。>
2、<形>宏大
<例句：君子贫穷而志广。>
3、<动>扩大；增广
<例句：必能裨补阙漏，有所广益。>
4、<动>宽心；安慰
<例句：自以为寿不得长，安悼之，乃为赋以自广。>
5、<副>广泛；多余地
<例句：幸可广问讯，不得便相许。>
6、<名>广州的简称
<例句：杂彩三百匹，交广市鲑珍。>
7、<名>春秋时楚国战车建制名，兵画十五辆为一广
8、<形>横
<例句：广袤>
9、<形>通“旷”，空缺，荒废
10、<名>通“圹”，坟墓
<例句：自望其广，则睪如也。>
11、<形>宽阔，与“狭”相对
<例句：安得广厦千万间，大庇天下寒士俱欢颜。>
12、<形>宏大
<例句：君子贫穷而志广。>
13、<动>扩大；增广
<例句：必能裨补阙漏，有所广益。>
14、<动>宽心；安慰
<例句：自以为寿不得长，安悼之，乃为赋以自广。>
15、<副>广泛；多余地
<例句：幸可广问讯，不得便相许。>
16、<名>广州的简称
<例句：杂彩三百匹，交广市鲑珍。>
17、<名>春秋时楚国战车建制名，兵画十五辆为一广
18、<形>横
<例句：广袤>
19、<形>通“旷”，空缺，荒废
20、<名>通“圹”，坟墓
<例句：自望其广，则睪如也。>
",1
