sentence,label
"('始桐之生邃谷，据盘石，风雨之所化，云烟之所蒸，蟠纡纶囷，璀璨“岪郁”，文炳彪凤，质参金玉，不为不良也', '岪郁：原指山势曲折高峻，这里指树木高大茂密')",1
"('上而君得之，可以“荐”清庙，设大廷，合神纳宾，赞实出伏，畅民洁物', '荐：献')",1
"('上而君得之，可以荐“清庙”，设大廷，合神纳宾，赞实出伏，畅民洁物', '清庙：宗庙')",1
"('上而君得之，可以荐清庙，设“大廷”，合神纳宾，赞实出伏，畅民洁物', '大廷：指朝廷')",1
"('上而君得之，可以荐清庙，设大廷，合神纳宾，“赞实”出伏，畅民洁物', '赞实：有助于万物的生长结果')",1
"('上而君得之，可以荐清庙，设大廷，合神纳宾，赞实“出伏”，畅民洁物', '出伏：指能使蛰虫由地下出动')",1
"('下而士人得之，可以宣气养德，“道”情和志', '道：同导')",1
"('何至黟然邪然，为腐材“置物”耶', '置物：犹言弃物')",1
"('如常以求固执，缚柱以求“张弛”，自混而欲别物，自褊而欲求多', '张弛：开弓叫张，松弓叫驰')",1
"('如常以求固执，缚柱以求张弛，自混而欲别物，自“褊”而欲求多', '褊：褊狭')",1
"('直木轮，屈木辐，巨木“节”，细木欐，几何不为材之病也', '节：柱子上的斗拱')",1
"('直木轮，屈木辐，巨木节，细木“欐”，几何不为材之病也', '欐：梁栋')",1
"('“见”则用世，不见则用身', '见：同现，被发现')",1
"('见则用世，不见则“用身”', '用身：指独善其身')",1
"('“李姬”传李姬者，名香，母曰贞丽', '李姬：李香，明末南京秦淮名妓')",1
"('“贞丽”有侠气，尝一夜博，输千金立尽', '贞丽：姓李，字淡如，秦淮名妓，李香假母')",1
"('所交接皆当世豪杰，尤与“阳羡”陈贞慧善也', '阳羡：江苏宜兴旧名')",1
"('姬为其养女，亦侠而慧，略知书，能辨别士大夫“贤否”，张学士溥、夏吏部允彝急称之', '贤否：贤与恶')",1
"('少“风调”皎爽不群', '风调：风度格调')",1
"('少风调“皎爽”不群', '皎爽：纯洁爽朗')",1
"('“雪苑”侯生，己卯来金陵，与相识', '雪苑：汉梁孝王林苑，初名兔园，规模甚大，司马相如等名士曾为座上客，故著名，也称梁苑')",1
"('雪苑侯生，“己卯”来金陵，与相识', '己卯：明崇祯十二年，时侯方域二十二岁')",1
"('初，皖人阮大铖者，以阿附魏忠贤论“城旦”，屏居金陵，为清议所斥', '城旦：古代刑罚名')",1
"('初，皖人阮大铖者，以阿附魏忠贤论城旦，“屏居”金陵，为清议所斥', '屏居：退居')",1
"('初，皖人阮大铖者，以阿附魏忠贤论城旦，屏居金陵，为“清议”所斥', '清议：在野士人对时政之评议')",1
"('大铖不得已，欲侯生为解之，乃“假”所善王将军，日载酒食与侯生游', '假：借，委托')",1
"('大铖不得已，欲侯生为解之，乃假“所善”王将军，日载酒食与侯生游', '所善：所交好的人')",1
"('姬曰：王将军贫，非结客者，公子“盍”叩之', '盍：何不')",1
"('姬曰：王将军贫，非结客者，公子盍“叩”之', '叩：询问')",1
"('侯生三问，将军乃“屏人”述大铖意', '屏人：让周围人退避')",1
"('姬私语侯生曰：妾少从假母识阳羡君，其人有高义，闻“吴君”尤铮铮，今皆与公子善，奈何以阮公负至交乎', '吴君：指吴应箕')",1
"('姬私语侯生曰：妾少从假母识阳羡君，其人有高义，闻吴君尤“铮铮”，今皆与公子善，奈何以阮公负至交乎', '铮铮：正直刚强貌')",1
"('且以公子之“世望”，安事阮公', '世望：家世和名望')",1
"('且以公子之世望，“安”事阮公', '安：如何')",1
"('且以公子之世望，安“事”阮公', '事：为之服务')",1
"('公子读万卷书，所见岂“后于”贱妾耶', '后于：低于，不如')",1
"('王将军者殊“怏怏”，因辞去，不复通', '怏怏：失意貌')",1
"('王将军者殊怏怏，因辞去，不复“通”', '通：往来')",1
"('未几，侯生“下第”', '下第：指侯方域应江南乡试未中')",1
"('姬置酒桃叶渡，歌琵琶词以送之，曰：公子才名文藻，“雅”不减中郎', '雅：甚')",1
"('姬置酒桃叶渡，歌琵琶词以送之，曰：公子才名文藻，雅不减“中郎”', '中郎：《琵琶记》演蔡伯喈与赵五娘故事，系据宋元间民间传说而作成，附会为东汉蔡邕之事')",1
"('中郎学不“补”行，今琵琶所传词固妄，然尝昵董卓，不可掩也', '补：修补，引申为掩盖')",1
"('中郎学不补行，今琵琶所传词“固”妄，然尝昵董卓，不可掩也', '固：诚然')",1
"('中郎学不补行，今琵琶所传词固妄，然尝“昵”董卓，不可掩也', '昵：亲近')",1
"('侯生去后，而故“开府”田仰者，以金三百锾，邀姬一见', '开府：古代高级官员设立官署，自选僚属，称开府')",1
"('侯生去后，而故开府“田仰”者，以金三百锾，邀姬一见', '田仰：字百源，贵州人，与马士英有亲，弘光朝官淮扬巡抚')",1
"('侯生去后，而故开府田仰者，以金三百“锾”，邀姬一见', '锾：货币量词')",1
"('开府惭且怒，且“有以”中伤姬', '有以：因此')",1
"('姬叹曰：田公“岂异”于阮公乎', '岂异：何异')",1
"('吾“向”之所赞于侯公子者谓何', '向：前时')",1
"('吾向之所“赞”于侯公子者谓何', '赞：支持')",1
"('吾向之所赞于侯公子者“谓何”', '谓何：为了什么')",1
"('吾向之所赞于侯公子者“谓”何', '谓：通为')",1
"('与山巨源绝交书康白：足下昔“称”吾于颍川，吾常谓之知言', '称：指称说嵇康不愿出仕的意志')",1
"('与山巨源绝交书康白：足下昔称吾于“颍川”，吾常谓之知言', '颍川：指山嵚')",1
"('与山巨源绝交书康白：足下昔称吾于颍川，吾常谓之“知言”', '知言：知己的话')",1
"('然“经”怪此意尚未熟悉于足下，何从便得之也', '经：常常')",1
"('然经怪“此意”尚未熟悉于足下，何从便得之也', '此意：指嵇康不愿出仕的意志')",1
"('前年从“河东”还，显宗、阿都说足下议以吾自代，事虽不行，知足下故不知之', '河东：地名')",1
"('前年从河东还，“显宗”、阿都说足下议以吾自代，事虽不行，知足下故不知之', '显宗：公孙崇，字显宗，谯国人，曾为尚书郎')",1
"('前年从河东还，显宗、“阿都”说足下议以吾自代，事虽不行，知足下故不知之', '阿都：吕安，字仲悌，小名阿都，东平人，嵇康好友')",1
"('足下“傍通”，多可而少怪', '傍通：善于应付变化')",1
"('吾直性“狭中”，多所不堪，偶与足下相知耳', '狭中：心地狭窄')",1
"('素不便书，又不喜作书，而人“间”多事，堆案盈机，不相酬答，则犯教伤义，欲自勉强，则不能久，四不堪也', '间：近来')",1
"('仲尼不假盖于子夏，护其“短”也', '短：轻视')",1
"('“仲尼”不假盖于子夏，护其短也', '仲尼：孔子的字')",1
"('故四民有业，各以得志为乐，唯“达”者为能通之，此足下度内耳', '达：显达')",1
"('自卜已审，若道尽途“穷”则已耳', '穷：指失意时')",1
"('吾新失母“兄”之欢，意常凄切', '兄：指嵇喜')",1
"('足下旧知吾潦倒粗疏，不切事情，自惟亦皆不如今日之贤“能”也', '能：通耐')",1
"('若吾多病困，欲离事自全，以保余年，此真所乏耳，岂可“见”黄门而称贞哉', '见：被')",1
"('自“非”重怨，不至于此也', '非：非难')",1
"('“自非”重怨，不至于此也', '自非：若不是')",1
"('自非“重怨”，不至于此也', '重怨：大仇')",1
"('“野人”有快炙背而美芹子者，欲献之至尊，虽有区区之意，亦已疏矣', '野人：居住在乡野的人')",1
"('野人有快炙背而美芹子者，欲献之“至尊”，虽有区区之意，亦已疏矣', '至尊：指君主')",1
"('野人有快炙背而美芹子者，欲献之至尊，虽有“区区”之意，亦已疏矣', '区区：形容感情恳切')",1
"('其意如此，既以解足下，并以为“别”', '别：告别')",1
"('论盛孝章书岁月不“居”，时节如流', '居：指停留')",1
"('“公”为始满，融又过二', '公：指曹操')",1
"('公为“始满”，融又过二', '始满：刚满')",1
"('公为始满，融又“过二”', '过二：超过两岁')",1
"('海内知识，“零落”殆尽，惟会稽盛孝章尚存', '零落：凋落')",1
"('“其人”困于孙氏，妻孥湮没，单孑独立，孤危愁苦', '其人：指盛孝章')",1
"('其人困于“孙氏”，妻孥湮没，单孑独立，孤危愁苦', '孙氏：指东吴孙氏政权')",1
"('其人困于孙氏，“妻孥”湮没，单孑独立，孤危愁苦', '妻孥：妻子儿女')",1
"('其人困于孙氏，妻孥“湮没”，单孑独立，孤危愁苦', '湮没：埋没')",1
"('若使忧能伤人，此子不得复“永年”矣', '永年：长寿')",1
"('今孝章，实丈夫之雄也，天下“谈士”，依以扬声，而身不免于幽絷，命不期于旦夕，是吾祖不当复论损益之友，而朱穆所以绝交也', '谈士：善于言谈议论的人')",1
"('今孝章，实丈夫之雄也，天下谈士，依以扬声，而身不免于幽絷，命不期于旦夕，是“吾祖”不当复论损益之友，而朱穆所以绝交也', '吾祖：指孔子')",1
"('今孝章，实丈夫之雄也，天下谈士，依以扬声，而身不免于幽絷，命不期于旦夕，是吾祖不当复论损益之友，而“朱穆”所以绝交也', '朱穆：字公叔，东汉时人')",1
"('公诚能驰一“介”之使，加咫尺之书，则孝章可致，友道可弘矣', '介：一个')",1
"('公诚能驰一介之使，加“咫”尺之书，则孝章可致，友道可弘矣', '咫：古以八寸为咫')",1
"('孝章“要”为有天下大名，九牧之人，所共称叹', '要：总要，总括来说')",1
"('孝章要为有天下大名，“九牧”之人，所共称叹', '九牧：九州')",1
"('燕君市骏马之骨，非欲以骋道里，乃当以招“绝足”也', '绝足：绝尘之足')",1
"('惟公匡复汉室，“宗社”将绝，又能正之', '宗社：宗庙和社稷')",1
"('惟公匡复汉室，宗社将“绝”，又能正之', '绝：断绝')",1
"('惟公匡复汉室，宗社将绝，又能“正”之', '正：扶正，安定')",1
"('“昭王”筑台以尊郭隗，隗虽小才，而逢大遇，竟能发明主之至心，故乐毅自魏往，剧辛自赵往，邹衍自齐往', '昭王：燕昭王姬职')",1
"('昭王筑台以尊郭隗，隗虽小才，而逢“大遇”，竟能发明主之至心，故乐毅自魏往，剧辛自赵往，邹衍自齐往', '大遇：隆重的待遇')",1
"('昭王筑台以尊郭隗，隗虽小才，而逢大遇，竟能发明主之至心，故“乐毅”自魏往，剧辛自赵往，邹衍自齐往', '乐毅：魏国人，燕昭王任为上将军，曾为燕伐齐，破齐七十余城')",1
"('昭王筑台以尊郭隗，隗虽小才，而逢大遇，竟能发明主之至心，故乐毅自魏往，“剧辛”自赵往，邹衍自齐往', '剧辛：赵国人，有贤才，跟乐毅一起合谋破齐')",1
"('昭王筑台以尊郭隗，隗虽小才，而逢大遇，竟能发明主之至心，故乐毅自魏往，剧辛自赵往，“邹衍”自齐往', '邹衍：齐国人，主张大九州说，燕昭王以师礼相待')",1
"('“向”使郭隗倒悬而王不解，临溺而王不拯，则士亦将高翔远引，莫有北首燕路者矣', '向：从前')",1
"('向使郭隗“倒悬”而王不解，临溺而王不拯，则士亦将高翔远引，莫有北首燕路者矣', '倒悬：倒挂着')",1
"('向使郭隗倒悬而王不解，临溺而王不拯，则士亦将高翔远引，莫有北“首”燕路者矣', '首：向')",1
"('凡所“称引”，自公所知，而复有云者，欲公崇笃斯义也', '称引：指信中论说引述的事情')",1
"('凡所称引，“自”公所知，而复有云者，欲公崇笃斯义也', '自：本来')",1
"('凡所称引，自公所知，而复有云者，欲公“崇笃”斯义也', '崇笃：推崇重视')",1
"('凡所称引，自公所知，而复有云者，欲公崇笃“斯义”也', '斯义：指交友招纳贤才的道理')",1
"('因表“不悉”', '不悉：不能详尽')",1
"('春夜宴“从”弟桃花园序夫天地者万物之逆旅也', '从：堂房亲属')",1
"('春夜宴“从弟”桃花园序夫天地者万物之逆旅也', '从弟：堂弟')",1
"('春夜宴从弟桃花园序夫天地者万物之“逆旅”也', '逆旅：客舍')",1
"('春夜宴从弟桃花园序夫天地者万物之“逆”旅也', '逆：迎接')",1
"('春夜宴从弟桃花园序夫天地者万物之逆“旅”也', '旅：客')",1
"('光阴者百代之“过客”也', '过客：过往的客人')",1
"('古人“秉”烛夜游，良有以也', '秉：执')",1
"('古人秉烛夜游，良“有以”也', '有以：有原因')",1
"('古人“秉”烛夜游，良有以也', '秉：执')",1
"('古人秉烛夜游，良有“以”也', '以：因由，道理')",1
"('况“阳春”召我以烟景，大块假我以文章', '阳春：和煦的春光')",1
"('况阳春“召”我以烟景，大块假我以文章', '召：召唤，引申为吸引')",1
"('况阳春召我以“烟景”，大块假我以文章', '烟景：春天气候温润，景色似含烟雾')",1
"('况阳春召我以烟景，“大块”假我以文章', '大块：大地')",1
"('况阳春召我以烟景，大块“假”我以文章', '假：借，这里是提供赐予的意思')",1
"('况阳春召我以烟景，大块假我以“文章”', '文章：这里指绚丽的文采')",1
"('会桃李之芳园，“序”天伦之乐事', '序：通叙，叙说')",1
"('会桃李之芳园，序“天伦”之乐事', '天伦：指父子兄弟等亲属关系')",1
"('“群季”俊秀，皆为惠连', '群季：诸弟')",1
"('群“季”俊秀，皆为惠连', '季：年少者的称呼')",1
"('群季俊秀，皆为“惠连”', '惠连：谢惠连，南朝诗人，早慧')",1
"('吾人“咏歌”，独惭康乐', '咏歌：吟诗')",1
"('吾人咏歌，独惭“康乐”', '康乐：南朝刘宋时山水诗人谢灵运，袭封康乐公，世称谢康乐')",1
"('开“琼筵”以坐花，飞羽觞而醉月', '琼筵：华美的宴席')",1
"('开琼筵以“坐花”，飞羽觞而醉月', '坐花：坐在花丛中')",1
"('开琼筵以坐花，飞“羽觞”而醉月', '羽觞：古代一种酒器，作鸟雀状，有头尾羽翼')",1
"('开琼筵以坐花，飞羽觞而“醉月”', '醉月：醉倒在月光下')",1
"('医戒予年二十九，有脾病焉，其症能食而不能化，因节不多食，渐节渐寡，几至废食，气渐“苶”，形日就惫', '苶：衰弱')",1
"('医谓：为“瘵”也', '瘵：病也')",1
"('以药补之，病益甚，则补益“峻”', '峻：急迫')",1
"('予“爽然”曰：噫', '爽然：明白清楚')",1
"('于是括旧药尽焚之，悉听其所为，三日而一药，药不过四五剂，及春而果“差”', '差：同瘥，病愈')",1
"('又叹曰：世之“徇”名遗实，以躯命托之庸人之手者，亦岂少哉', '徇：随顺')",1
"('又叹曰：世之徇名“遗”实，以躯命托之庸人之手者，亦岂少哉', '遗：抛弃')",1
"('“向”不此医之值，而徒托诸所谓名医，不当补而补，至于惫而莫之悟也', '向：倘或')",1
"('向不此医之“值”，而徒托诸所谓名医，不当补而补，至于惫而莫之悟也', '值：遇')",1
"('移树说“予城”西旧茔久弗树，比辟地东邻，有桧百余株，大者盈拱，高可二三丈，予惜其生不得所', '予城：指作者故里湖南茶陵')",1
"('移树说予城西“旧茔”久弗树，比辟地东邻，有桧百余株，大者盈拱，高可二三丈，予惜其生不得所', '旧茔：祖坟')",1
"('移树说予城西旧茔久弗树，“比”辟地东邻，有桧百余株，大者盈拱，高可二三丈，予惜其生不得所', '比：近来')",1
"('移树说予城西旧茔久弗树，比辟地东邻，有桧百余株，大者“盈拱”，高可二三丈，予惜其生不得所', '盈拱：合抱')",1
"('“规”其根围数尺，中留宿土，坎其四周，及底而止', '规：环绕树根划定所掘坎穴之面积')",1
"('规其根围数尺，中留宿土，“坎”其四周，及底而止', '坎：掘土成坎，用作动词')",1
"('以绳绕其根，若“碇”然，其重虽千人莫能举也', '碇：停船时用以沉落水中的石块，类今之锚')",1
"('则“陊”其坎之稜，絙树腰而卧之，根之罅实以虚壤，复卧而北，树为壤所垫，渐高以起，卧而南亦如之', '陊：毁坏')",1
"('则陊其坎之“稜”，絙树腰而卧之，根之罅实以虚壤，复卧而北，树为壤所垫，渐高以起，卧而南亦如之', '稜：指土坎之类某一边')",1
"('则陊其坎之稜，“絙”树腰而卧之，根之罅实以虚壤，复卧而北，树为壤所垫，渐高以起，卧而南亦如之', '絙：大绳')",1
"('则陊其坎之稜，絙树腰而卧之，根之罅实以“虚壤”，复卧而北，树为壤所垫，渐高以起，卧而南亦如之', '虚壤：所挖的浮土')",1
"('“棚木”而床，横载之，曳以两牛，翼以十夫，其大者倍其数', '棚木：架木')",1
"('棚木而床，横载之，“曳”以两牛，翼以十夫，其大者倍其数', '曳：牵引')",1
"('棚木而床，横载之，曳以两牛，“翼”以十夫，其大者倍其数', '翼：协助')",1
"('行数“百武”，植于墓后，为三重', '百武：百步')",1
"('则又移其余，左右翼以及于“门”', '门：指墓门')",1
"('取必于旦夕之近，而巧夺于二十余年之远，盖其治之也有道，而行之也有序“尔”', '尔：通耳')",1
"('族子嘉敬举“乡贡”而来', '乡贡：即乡试，录取者为举人')",1
"('予爱其质近于义，留居京师，与之考业论道，示之向“方”，俾从贤士大夫游，有所观法而磨砺，知新而聚博', '方：正道')",1
"('予爱其质近于义，留居京师，与之考业论道，示之向方，俾从贤士大夫游，有所“观法”而磨砺，知新而聚博', '观法：观摩，效法')",1
"('予爱其质近于义，留居京师，与之考业论道，示之向方，俾从贤士大夫游，有所观法而磨砺，知新而“聚博”', '聚博：积学博识')",1
"('越三年，志业并进，再“诎”有司，将归省其亲', '诎：通黜，摈退不取')",1
"('越三年，志业并进，再诎“有司”，将归省其亲', '有司：指考官')",1
"('金石录后序以瑞本为主要参照“右”金石录三十卷者何', '右：以上')",1
"('赵侯“德父”所著书也', '德父：赵明诚之字')",1
"('取上自“三代”，下迄五季，钟、鼎、甗、鬲、盘、彝、尊、敦之款识，丰碑、大碣，显人、晦士之事迹，凡见于金石刻者二千卷，皆是正伪谬，去取褒贬，上足以合圣人之道，下足以订史氏之失者，皆载之，可谓多矣', '三代：夏商周三朝')",1
"('取上自三代，下迄“五季”，钟、鼎、甗、鬲、盘、彝、尊、敦之款识，丰碑、大碣，显人、晦士之事迹，凡见于金石刻者二千卷，皆是正伪谬，去取褒贬，上足以合圣人之道，下足以订史氏之失者，皆载之，可谓多矣', '五季：即五代后梁后唐后晋后汉后周')",1
"('取上自三代，下迄五季，“钟”、鼎、甗、鬲、盘、彝、尊、敦之款识，丰碑、大碣，显人、晦士之事迹，凡见于金石刻者二千卷，皆是正伪谬，去取褒贬，上足以合圣人之道，下足以订史氏之失者，皆载之，可谓多矣', '钟：青铜铸乐器')",1
"('取上自三代，下迄五季，钟、“鼎”、甗、鬲、盘、彝、尊、敦之款识，丰碑、大碣，显人、晦士之事迹，凡见于金石刻者二千卷，皆是正伪谬，去取褒贬，上足以合圣人之道，下足以订史氏之失者，皆载之，可谓多矣', '鼎：青铜铸炊具')",1
"('取上自三代，下迄五季，钟、鼎、“甗”、鬲、盘、彝、尊、敦之款识，丰碑、大碣，显人、晦士之事迹，凡见于金石刻者二千卷，皆是正伪谬，去取褒贬，上足以合圣人之道，下足以订史氏之失者，皆载之，可谓多矣', '甗：陶制炊具')",1
"('取上自三代，下迄五季，钟、鼎、甗、鬲、盘、彝、尊、“敦”之款识，丰碑、大碣，显人、晦士之事迹，凡见于金石刻者二千卷，皆是正伪谬，去取褒贬，上足以合圣人之道，下足以订史氏之失者，皆载之，可谓多矣', '敦：青铜制食器')",1
"('取上自三代，下迄五季，钟、鼎、甗、鬲、盘、彝、尊、敦之“款识”，丰碑、大碣，显人、晦士之事迹，凡见于金石刻者二千卷，皆是正伪谬，去取褒贬，上足以合圣人之道，下足以订史氏之失者，皆载之，可谓多矣', '款识：铭刻在金石器物上的文字')",1
"('取上自三代，下迄五季，钟、鼎、甗、鬲、盘、彝、尊、敦之款识，“丰”碑、大碣，显人、晦士之事迹，凡见于金石刻者二千卷，皆是正伪谬，去取褒贬，上足以合圣人之道，下足以订史氏之失者，皆载之，可谓多矣', '丰：大')",1
"('取上自三代，下迄五季，钟、鼎、甗、鬲、盘、彝、尊、敦之款识，丰碑、大碣，显人、“晦士”之事迹，凡见于金石刻者二千卷，皆是正伪谬，去取褒贬，上足以合圣人之道，下足以订史氏之失者，皆载之，可谓多矣', '晦士：犹隐士')",1
"('取上自三代，下迄五季，钟、鼎、甗、鬲、盘、彝、尊、敦之款识，丰碑、大碣，显人、晦士之事迹，凡见于金石刻者二千卷，皆“是正”伪谬，去取褒贬，上足以合圣人之道，下足以订史氏之失者，皆载之，可谓多矣', '是正：订正')",1
"('呜呼，自“王播”、元载之祸，书画与胡椒无异', '王播：唐文宗时人')",1
"('呜呼，自王播、“元载”之祸，书画与胡椒无异', '元载：唐代宗时宰相，为官贪横，好聚敛')",1
"('余建中辛巳，始“归”赵氏', '归：嫁')",1
"('时“先君”作礼部员外郎，丞相时作吏部侍郎', '先君：指作者父亲李格非')",1
"('时先君作礼部员外郎，“丞相”时作吏部侍郎', '丞相：指赵明诚父')",1
"('侯年二十一，在“太学”作学生', '太学：古代国家的最高学府')",1
"('每“朔望”谒告出，质衣，取半千钱，步入相国寺，市碑文果实归，相对展玩咀嚼，自谓葛天氏之民也', '朔望：阴历每月之初一为朔日，十五日为望日')",1
"('每朔望谒告出，“质”衣，取半千钱，步入相国寺，市碑文果实归，相对展玩咀嚼，自谓葛天氏之民也', '质：典当')",1
"('每朔望谒告出，质衣，取“半千”钱，步入相国寺，市碑文果实归，相对展玩咀嚼，自谓葛天氏之民也', '半千：五百')",1
"('每朔望谒告出，质衣，取半千钱，步入相国寺，“市”碑文果实归，相对展玩咀嚼，自谓葛天氏之民也', '市：购买')",1
"('后二年，出仕宦，便有饭“蔬”衣练，穷遐方绝域，尽天下古文奇字之志', '蔬：蔬菜')",1
"('后二年，出仕宦，便有饭蔬衣“练”，穷遐方绝域，尽天下古文奇字之志', '练：粗帛')",1
"('丞相居政府，亲旧或在“馆阁”，多有亡诗、逸史，鲁壁、汲冢所未见之书，遂力传写，浸觉有味，不能自已', '馆阁：掌管国家图编修国史的机构')",1
"('丞相居政府，亲旧或在馆阁，多有“亡诗”、逸史，鲁壁、汲冢所未见之书，遂力传写，浸觉有味，不能自已', '亡诗：《诗经》篇之外的周诗')",1
"('丞相居政府，亲旧或在馆阁，多有亡诗、逸史，鲁壁、汲“冢”所未见之书，遂力传写，浸觉有味，不能自已', '冢：墓')",1
"('丞相居政府，亲旧或在馆阁，多有亡诗、逸史，鲁壁、汲冢所未见之书，遂力传写，“浸”觉有味，不能自已', '浸：渐渐')",1
"('尝记“崇宁”间，有人持徐熙牡丹图，求钱二十万', '崇宁：宋徽宗年号')",1
"('尝记崇宁间，有人持“徐熙”牡丹图，求钱二十万', '徐熙：五代时南唐著名画家')",1
"('留“信宿”，计无所出而还之', '信宿：两夜')",1
"('后“屏居”乡里十年，仰取俯拾，衣食有余', '屏居：退职闲居')",1
"('连守两郡，竭其俸入，以事“铅椠”', '铅椠：书写用具，这里指校勘刻写')",1
"('得书、画、“彝”、鼎，亦摩玩舒卷，指摘疵病，夜尽一烛为率', '彝：青铜制祭器')",1
"('得书、画、彝、鼎，亦摩玩舒卷，指摘疵病，夜尽一烛为“率”', '率：限度')",1
"('余性偶强记，每饭罢，坐归来堂烹茶，指堆积书史，言某事在某书、某卷、第几“叶”、第几行，以中否角胜负，为饮茶先后', '叶：同页')",1
"('余性偶强记，每饭罢，坐归来堂烹茶，指堆积书史，言某事在某书、某卷、第几叶、第几行，以中否“角”胜负，为饮茶先后', '角：较量')",1
"('如要讲读，即“请钥”上簿，关出卷帙', '请钥：取钥匙')",1
"('如要讲读，即请钥“上簿”，关出卷帙', '上簿：登记')",1
"('如要讲读，即请钥上簿，“关出”卷帙', '关出：检出')",1
"('或少损污，必惩责揩完涂改，不复向时之“坦夷”也', '坦夷：随意无所谓的样子')",1
"('余性“不耐”，始谋食去重肉，衣去重采，首无明珠、翠羽之饰，室无涂金、刺绣之具', '不耐：无能，缺乏持家的本事')",1
"('余性不耐，始谋食去“重肉”，衣去重采，首无明珠、翠羽之饰，室无涂金、刺绣之具', '重肉：两样荤菜')",1
"('余性不耐，始谋食去重肉，衣去“重采”，首无明珠、翠羽之饰，室无涂金、刺绣之具', '重采：两件绸衣')",1
"('遇书史百家，字不“刓缺”，本不讹谬者，辄市之，储作副本', '刓缺：缺落')",1
"('于是几案罗列，枕席“枕藉”，意会心谋，目往神授，乐在声色狗马之上', '枕藉：堆积')",1
"('于是几案罗列，枕席枕藉，意会心谋，目往“神授”，乐在声色狗马之上', '神授：神往')",1
"('至靖康丙午岁，侯守“淄川”，闻金寇犯京师，四顾茫然，盈箱溢箧，且恋恋，且怅怅，知其必不为己物矣', '淄川：即淄州，今山东淄博')",1
"('至靖康丙午岁，侯守淄川，闻金寇犯京师，四顾茫然，盈箱溢“箧”，且恋恋，且怅怅，知其必不为己物矣', '箧：小箱子')",1
"('既“长物”不能尽载，乃先去书之重大印本者，又去画之多幅者，又去古器之无款识者，后又去书之监本者，画之平常者，器之重大者', '长物：多余之物')",1
"('既长物不能尽载，乃先去书之重大印本者，又去画之多幅者，又去古器之无款识者，后又去书之“监本”者，画之平常者，器之重大者', '监本：国子监刻印的版本')",1
"('至“东海”，连舻渡淮，又渡江，至建康', '东海：即海州，今江苏连云港一带')",1
"('“青州”故第，尚锁书册什物，用屋十余间，冀望来春再备船载之', '青州：今山东青州')",1
"('十二月，金人陷青州，凡所谓十余屋者，已皆为“煨烬”矣', '煨烬：灰烬')",1
"('十二月，金人陷青州，凡所谓十余屋者，已皆为“煨”烬矣', '煨：热灰')",1
"('建炎戊申秋九月，侯“起复”知建康府', '起复：居丧未满期而被任用')",1
"('已酉春三月罢，具舟上“芜湖”，入姑孰，将卜居赣水上', '芜湖：今安徽芜湖')",1
"('已酉春三月罢，具舟上芜湖，入姑孰，将卜居“赣水”上', '赣水：即赣江')",1
"('夏五月，至“池阳”', '池阳：今安徽贵池')",1
"('被旨知“湖州”，过阙上殿', '湖州：今浙江吴兴一带')",1
"('余意甚恶，呼曰：如传闻城中“缓急”，奈何', '缓急：偏义复词，指危急')",1
"('“戟手”遥应曰：从众', '戟手：举手屈肘如戟状')",1
"('必不得已，先弃辎重，次衣被，次书册卷轴，次古器，独所谓“宗器”者，可自负抱，与身俱存亡，勿忘之', '宗器：宗庙所用的祭乐器')",1
"('至“行在”，病痁', '行在：皇帝出外居留之所')",1
"('至行在，病“痁”', '痁：疟疾')",1
"('时犹有书二万卷，金石刻二千卷，器皿、“茵褥”，可待百客，他长物称是', '茵褥：枕席被子之类')",1
"('念侯有妹婿，任兵部侍郎，“从卫”在洪州，遂遣二故吏，先部送行李往投之', '从卫：担任皇帝的侍从警卫')",1
"('念侯有妹婿，任兵部侍郎，从卫在“洪州”，遂遣二故吏，先部送行李往投之', '洪州：今江西南昌')",1
"('念侯有妹婿，任兵部侍郎，从卫在洪州，遂遣二故吏，先“部送”行李往投之', '部送：押送')",1
"('独余少轻小卷轴书帖、写本李、杜、韩、柳集，《“世说”》、《盐铁论》，汉唐石刻副本数十轴，三代鼎鼐十数事，南唐写本书数箧，偶病中把玩，搬在卧内者，岿然独存', '世说：即《世说新语》，南朝宋刘义庆著')",1
"('“上江”既不可往，又虏势叵测，有弟迒任敕局删定官，遂往依之', '上江：指今安徽一带，以其在今江苏上游故名')",1
"('上江既不可往，又虏势“叵测”，有弟迒任敕局删定官，遂往依之', '叵测：不可测度')",1
"('到“台”，台守已遁', '台：台州，今浙江临海')",1
"('之剡，“出陆”，又弃衣被', '出陆：走陆路')",1
"('走“黄岩”，雇舟入海，奔行朝，时驻跸章安，从御舟海道之温，又之越', '黄岩：今浙江黄岩')",1
"('走黄岩，雇舟入海，奔“行朝”，时驻跸章安，从御舟海道之温，又之越', '行朝：同行在')",1
"('走黄岩，雇舟入海，奔行朝，时“驻跸”章安，从御舟海道之温，又之越', '驻跸：指皇帝停留')",1
"('走黄岩，雇舟入海，奔行朝，时驻跸“章安”，从御舟海道之温，又之越', '章安：属台州，在今浙江临海东南')",1
"('走黄岩，雇舟入海，奔行朝，时驻跸章安，从御舟海道之“温”，又之越', '温：温州，治所在今浙江温州')",1
"('走黄岩，雇舟入海，奔行朝，时驻跸章安，从御舟海道之温，又之“越”', '越：越州，治所在今浙江绍兴')",1
"('“庚戌”十二月，放散百官，遂之衢', '庚戌：建炎四年')",1
