,word,w_meaning_index,a,b
2269,尤,1172,自以为得之矣。然是说也，余尤疑之。石之铿然有声者，所在皆是也，而此独以钟名，何哉。,小石潭记从小丘西行百二十步，隔篁竹，闻水声，如鸣佩环，心乐之。伐竹取道，下见小潭，水尤清冽。全石以为底，近岸，卷石底以出，为坻，为屿，为嵁，为岩。
2270,尤,1172,醉翁亭记环滁、皆山也。其西南诸峰，林壑尤美。望之蔚然而深秀者，琅琊也。,未数月也，以温生为才，于是以石生为媒，以礼为罗，又罗而致之幕下。东都虽信多才士，朝取一人焉，拔其尤。暮取一人焉，拔其尤。
2271,尤,1172,醉翁亭记环滁、皆山也。其西南诸峰，林壑尤美。望之蔚然而深秀者，琅琊也。,猿子武平产猿，猿毛若金丝，闪闪可观。猿子尤奇，性可驯，然不离母。母黠，人不可逮。
2272,尤,1172,醉翁亭记环滁、皆山也。其西南诸峰，林壑尤美。望之蔚然而深秀者，琅琊也。,其后十五年，圣俞以疾卒于京师，余既哭而铭之，因索于其家，得其遗稿千余篇。并旧所藏，掇其尤者，六百七十七篇，为一十五卷。呜呼吾于圣俞诗，论之详矣，故不复云。
2273,尤,1173,吾实为之，其又何尤？,非材之罪也。吾将尤夫攻之者也。凡攻琴者，首选材，审制器，其器有四：弦、轸、徽、越。
2274,尤,1173,非材之罪也。吾将尤夫攻之者也。凡攻琴者，首选材，审制器，其器有四：弦、轸、徽、越。,吾实为之，其又何尤？
2275,幽,1178,故忧愁幽思而作《离骚》。,曾日月之几何，而江山不可复识矣。予乃摄衣而上，履巉岩，披蒙茸，踞虎豹，登虬龙，攀栖鹘之危巢，俯冯夷之幽宫。盖二客不能从焉。
2276,幽,1178,故忧愁幽思而作《离骚》。,觝排异端，攘斥佛老。补苴罅漏，张皇幽眇。寻坠绪之茫茫，独旁搜而远绍。
2277,幽,1178,觝排异端，攘斥佛老。补苴罅漏，张皇幽眇。寻坠绪之茫茫，独旁搜而远绍。,故忧愁幽思而作《离骚》。
2278,幽,1178,觝排异端，攘斥佛老。补苴罅漏，张皇幽眇。寻坠绪之茫茫，独旁搜而远绍。,曾日月之几何，而江山不可复识矣。予乃摄衣而上，履巉岩，披蒙茸，踞虎豹，登虬龙，攀栖鹘之危巢，俯冯夷之幽宫。盖二客不能从焉。
2279,幽,1178,曾日月之几何，而江山不可复识矣。予乃摄衣而上，履巉岩，披蒙茸，踞虎豹，登虬龙，攀栖鹘之危巢，俯冯夷之幽宫。盖二客不能从焉。,觝排异端，攘斥佛老。补苴罅漏，张皇幽眇。寻坠绪之茫茫，独旁搜而远绍。
2280,幽,1178,曾日月之几何，而江山不可复识矣。予乃摄衣而上，履巉岩，披蒙茸，踞虎豹，登虬龙，攀栖鹘之危巢，俯冯夷之幽宫。盖二客不能从焉。,故忧愁幽思而作《离骚》。
2281,幽,1179,单于愈益欲降之，乃幽武置大窖中，绝不饮食。,《书》曰协和万国，迁于夏、商，或数千岁。盖周封八百，幽、厉之后，见于《春秋》。《尚书》有唐虞之侯伯，历三代千有余载，自全以蕃卫天子，岂非笃于仁义、奉上法哉。
2282,幽,1179,曾不能以此时有所建明，以宣德化，又不能与群僚同心并力，陪辅朝庭之遗忘，已负窃位素餐之责久矣。怀禄贪势，不能自退，遂遭变故，横被口语，身幽北阙，妻子满狱。当此之时，自以夷灭不足以塞责，岂意得全首领，复奉先人之丘墓乎。,单于愈益欲降之，乃幽武置大窖中，绝不饮食。
2283,幽,1179,曾不能以此时有所建明，以宣德化，又不能与群僚同心并力，陪辅朝庭之遗忘，已负窃位素餐之责久矣。怀禄贪势，不能自退，遂遭变故，横被口语，身幽北阙，妻子满狱。当此之时，自以夷灭不足以塞责，岂意得全首领，复奉先人之丘墓乎。,《书》曰协和万国，迁于夏、商，或数千岁。盖周封八百，幽、厉之后，见于《春秋》。《尚书》有唐虞之侯伯，历三代千有余载，自全以蕃卫天子，岂非笃于仁义、奉上法哉。
2284,幽,1179,《书》曰协和万国，迁于夏、商，或数千岁。盖周封八百，幽、厉之后，见于《春秋》。《尚书》有唐虞之侯伯，历三代千有余载，自全以蕃卫天子，岂非笃于仁义、奉上法哉。,单于愈益欲降之，乃幽武置大窖中，绝不饮食。
2285,忧,1182,薄暮冥冥，虎啸猿啼。登斯楼也，则有去国怀乡，忧谗畏讥，满目萧然，感极而悲者矣。至若春和景明，波澜不惊，上下天光，一碧万顷。,居庙堂之高则忧其。
2286,攸,1183,君子有攸往。,善与恶不同乡兮，否泰既兆其盈虚。伊细大之固然兮，乃祸福之攸趋。王孙兮甚可憎。
2287,攸,1184,风雨攸除。,会稽刻石皇帝休烈，平壹宇内，徳惠攸长。卅有七年，寴天下，周览远方。
2288,攸,1184,风雨攸除。,况将军无昔人之罪，而勋重於当世。夫迷途知返，往哲是与，不远而复，先典攸高。主上屈法申恩，吞舟是漏。
2289,攸,1184,会稽刻石皇帝休烈，平壹宇内，徳惠攸长。卅有七年，寴天下，周览远方。,况将军无昔人之罪，而勋重於当世。夫迷途知返，往哲是与，不远而复，先典攸高。主上屈法申恩，吞舟是漏。
2290,攸,1184,会稽刻石皇帝休烈，平壹宇内，徳惠攸长。卅有七年，寴天下，周览远方。,风雨攸除。
2291,攸,1184,况将军无昔人之罪，而勋重於当世。夫迷途知返，往哲是与，不远而复，先典攸高。主上屈法申恩，吞舟是漏。,风雨攸除。
2292,用,1190,忠不必用兮，贤不必以。,今老矣，无能为也已。公曰：吾不能早用子，今急而求子，是寡人之过也。然郑亡，子亦有不利焉。
2293,用,1190,今老矣，无能为也已。公曰：吾不能早用子，今急而求子，是寡人之过也。然郑亡，子亦有不利焉。,忠不必用兮，贤不必以。
2294,用,1192,强本而节用。,’臣曰：‘马虽良，此非楚之路也。’曰：‘吾用多。’臣曰：‘用虽多，此非楚之路也。
2295,用,1192,’臣曰：‘马虽良，此非楚之路也。’曰：‘吾用多。’臣曰：‘用虽多，此非楚之路也。,强本而节用。
2296,用,1195,古法采草药多用二月、八月，此殊未当。,若亡郑而有益于君，敢以烦执事。越国以鄙远，君知其难也，焉用亡郑以陪邻。邻之厚，君之薄也。
2297,用,1195,若亡郑而有益于君，敢以烦执事。越国以鄙远，君知其难也，焉用亡郑以陪邻。邻之厚，君之薄也。,古法采草药多用二月、八月，此殊未当。
2298,用,1196,非蛇蟮之穴无可寄托者，用心躁也。,孤不度德量力，欲信大义于天下。而智术浅短，遂用猖蹶，至于今日。然志犹未已，君谓计将安出亮答曰：自董卓已来，豪杰并起，跨州连郡者不可胜数。
2299,用,1196,非蛇蟮之穴无可寄托者，用心躁也。,妻孥环之，气绝寝床。以死卫上，用登明堂。离而不惩，祀为国殇。
2300,用,1196,非蛇蟮之穴无可寄托者，用心躁也。,锲而不舍，金石可镂。蚓无爪牙之利，筋骨之强，上食埃土，下饮黄泉，用心一也。蟹六跪而二螯，非蛇鳝之穴无可寄托者，用心躁也。
2301,用,1196,妻孥环之，气绝寝床。以死卫上，用登明堂。离而不惩，祀为国殇。,锲而不舍，金石可镂。蚓无爪牙之利，筋骨之强，上食埃土，下饮黄泉，用心一也。蟹六跪而二螯，非蛇鳝之穴无可寄托者，用心躁也。
2302,用,1196,今勾践申祸无良，草鄙之人，敢忘天王之大德，而思边陲之小怨，以重得罪于下执事。勾践用帅二三之老，亲委重罪，顿颡于边。今君王不察，盛怒属兵，将残伐越国。,非蛇蟮之穴无可寄托者，用心躁也。
2303,用,1196,今勾践申祸无良，草鄙之人，敢忘天王之大德，而思边陲之小怨，以重得罪于下执事。勾践用帅二三之老，亲委重罪，顿颡于边。今君王不察，盛怒属兵，将残伐越国。,锲而不舍，金石可镂。蚓无爪牙之利，筋骨之强，上食埃土，下饮黄泉，用心一也。蟹六跪而二螯，非蛇鳝之穴无可寄托者，用心躁也。
2304,用,1196,今勾践申祸无良，草鄙之人，敢忘天王之大德，而思边陲之小怨，以重得罪于下执事。勾践用帅二三之老，亲委重罪，顿颡于边。今君王不察，盛怒属兵，将残伐越国。,妻孥环之，气绝寝床。以死卫上，用登明堂。离而不惩，祀为国殇。
2305,用,1196,周文王猎泾渭，载吕尚归，以王天下。秦信左右而亡，周用乌集而王。何则。,螭魅罔两，莫能逢之。用能协于上下，以承天休。桀有昏德，鼎迁于商，载祀六百。
2306,用,1196,周文王猎泾渭，载吕尚归，以王天下。秦信左右而亡，周用乌集而王。何则。,孤不度德量力，欲信大义于天下。而智术浅短，遂用猖蹶，至于今日。然志犹未已，君谓计将安出亮答曰：自董卓已来，豪杰并起，跨州连郡者不可胜数。
2307,用,1196,螭魅罔两，莫能逢之。用能协于上下，以承天休。桀有昏德，鼎迁于商，载祀六百。,锲而不舍，金石可镂。蚓无爪牙之利，筋骨之强，上食埃土，下饮黄泉，用心一也。蟹六跪而二螯，非蛇鳝之穴无可寄托者，用心躁也。
2308,用,1196,螭魅罔两，莫能逢之。用能协于上下，以承天休。桀有昏德，鼎迁于商，载祀六百。,周文王猎泾渭，载吕尚归，以王天下。秦信左右而亡，周用乌集而王。何则。
2309,用,1196,然纣以亡国。周武王之臣，三千人为一大朋，而周用以兴。后汉献帝时，尽取天下名士囚禁之，目为党人。,锲而不舍，金石可镂。蚓无爪牙之利，筋骨之强，上食埃土，下饮黄泉，用心一也。蟹六跪而二螯，非蛇鳝之穴无可寄托者，用心躁也。
2310,用,1196,然纣以亡国。周武王之臣，三千人为一大朋，而周用以兴。后汉献帝时，尽取天下名士囚禁之，目为党人。,孤不度德量力，欲信大义于天下。而智术浅短，遂用猖蹶，至于今日。然志犹未已，君谓计将安出亮答曰：自董卓已来，豪杰并起，跨州连郡者不可胜数。
2311,用,1196,然纣以亡国。周武王之臣，三千人为一大朋，而周用以兴。后汉献帝时，尽取天下名士囚禁之，目为党人。,妻孥环之，气绝寝床。以死卫上，用登明堂。离而不惩，祀为国殇。
2312,用,1196,锲而不舍，金石可镂。蚓无爪牙之利，筋骨之强，上食埃土，下饮黄泉，用心一也。蟹六跪而二螯，非蛇鳝之穴无可寄托者，用心躁也。,非蛇蟮之穴无可寄托者，用心躁也。
2313,用,1196,锲而不舍，金石可镂。蚓无爪牙之利，筋骨之强，上食埃土，下饮黄泉，用心一也。蟹六跪而二螯，非蛇鳝之穴无可寄托者，用心躁也。,螭魅罔两，莫能逢之。用能协于上下，以承天休。桀有昏德，鼎迁于商，载祀六百。
2314,用,1196,孤不度德量力，欲信大义于天下。而智术浅短，遂用猖蹶，至于今日。然志犹未已，君谓计将安出亮答曰：自董卓已来，豪杰并起，跨州连郡者不可胜数。,今勾践申祸无良，草鄙之人，敢忘天王之大德，而思边陲之小怨，以重得罪于下执事。勾践用帅二三之老，亲委重罪，顿颡于边。今君王不察，盛怒属兵，将残伐越国。
2315,用,1196,孤不度德量力，欲信大义于天下。而智术浅短，遂用猖蹶，至于今日。然志犹未已，君谓计将安出亮答曰：自董卓已来，豪杰并起，跨州连郡者不可胜数。,螭魅罔两，莫能逢之。用能协于上下，以承天休。桀有昏德，鼎迁于商，载祀六百。
2316,用,1197,此率民出于无用者，何至今不杀乎。,多获生口。超既破番辰，欲进攻龟兹，以乌孙兵强，宜因其力，乃上言：乌孙大国，控弦十万，故武帝妻以公主，至孝宣皇帝卒得其用。今可遣使招慰，与共合力。
2317,用,1197,此率民出于无用者，何至今不杀乎。,其于人也，曰：彼虽能是，其人不足称也。彼虽善是，其用不足称也。举其一，不计其十。
2318,用,1197,多获生口。超既破番辰，欲进攻龟兹，以乌孙兵强，宜因其力，乃上言：乌孙大国，控弦十万，故武帝妻以公主，至孝宣皇帝卒得其用。今可遣使招慰，与共合力。,其于人也，曰：彼虽能是，其人不足称也。彼虽善是，其用不足称也。举其一，不计其十。
2319,用,1197,多获生口。超既破番辰，欲进攻龟兹，以乌孙兵强，宜因其力，乃上言：乌孙大国，控弦十万，故武帝妻以公主，至孝宣皇帝卒得其用。今可遣使招慰，与共合力。,此率民出于无用者，何至今不杀乎。
2320,用,1197,其于人也，曰：彼虽能是，其人不足称也。彼虽善是，其用不足称也。举其一，不计其十。,此率民出于无用者，何至今不杀乎。
2321,用,1198,察邻国之政，无如寡人之用心也。,失其国者未闻有以国待之者也，失其家者未闻有以家待之者也。夫士贫贱，言不用，行不合，则纳履而去耳，安往而不得贫贱哉。子击乃谢之。
2322,用,1198,失其国者未闻有以国待之者也，失其家者未闻有以家待之者也。夫士贫贱，言不用，行不合，则纳履而去耳，安往而不得贫贱哉。子击乃谢之。,察邻国之政，无如寡人之用心也。
2323,用,1198,爱其二毛，则如服焉。三军以利用也，金鼓以声气也。利而用之，阻隘可也。,察邻国之政，无如寡人之用心也。
2324,用,1198,爱其二毛，则如服焉。三军以利用也，金鼓以声气也。利而用之，阻隘可也。,失其国者未闻有以国待之者也，失其家者未闻有以家待之者也。夫士贫贱，言不用，行不合，则纳履而去耳，安往而不得贫贱哉。子击乃谢之。
2325,咏,1205,浴乎沂，风乎舞雩，咏而归。,及长，遍览古籍，博闻强志，曰：书不可不成诵。或马上，或中夜不寝时，咏其文，思其义，所得多矣。。
2326,咏,1205,及长，遍览古籍，博闻强志，曰：书不可不成诵。或马上，或中夜不寝时，咏其文，思其义，所得多矣。。,浴乎沂，风乎舞雩，咏而归。
2327,永,1206,虽与府吏要，渠会永无缘。,今若是焉，悲夫。永某氏之鼠永有某氏者，畏日，拘忌异甚。以为己生岁直子。
2328,永,1206,今若是焉，悲夫。永某氏之鼠永有某氏者，畏日，拘忌异甚。以为己生岁直子。,永某氏之鼠永有某氏者，畏日，拘忌异甚。以为己生岁直子，鼠，子神也，因爱鼠，不畜猫犬，禁僮勿击鼠。
2329,永,1206,今若是焉，悲夫。永某氏之鼠永有某氏者，畏日，拘忌异甚。以为己生岁直子。,虽与府吏要，渠会永无缘。
2330,永,1206,永某氏之鼠永有某氏者，畏日，拘忌异甚。以为己生岁直子，鼠，子神也，因爱鼠，不畜猫犬，禁僮勿击鼠。,虽与府吏要，渠会永无缘。
2331,饔,1209,亲二宫之饔膳，致晨昏之定省。,酒车酌醴，方驾驾授饔。
2332,饔,1209,酒车酌醴，方驾驾授饔。,亲二宫之饔膳，致晨昏之定省。
2333,雍,1210,隔以山谷，雍以沙幕。,操蛇之神闻之，惧其不已也，告之于帝。帝感其诚，命夸娥氏二子负二山，一厝朔东，一厝雍南。自此，冀之南，汉之阴，无陇断焉。
2334,雍,1211,夫幸非福，非德不当雍，雍不为幸，吾是以惧。,此二人者，皆信必然之画，捐朋党之私，挟孤独之交，故不能自免于嫉妒之人也。是以申徒狄蹈雍之河，徐衍负石入海，不容于世，义不苟取比周于朝以移主上之心。故百里奚乞食于道路，缪公委之以政。
2335,雍,1211,此二人者，皆信必然之画，捐朋党之私，挟孤独之交，故不能自免于嫉妒之人也。是以申徒狄蹈雍之河，徐衍负石入海，不容于世，义不苟取比周于朝以移主上之心。故百里奚乞食于道路，缪公委之以政。,书辞宜答，会东从上来，又迫贱事，相见日浅，卒卒无须臾之间，得竭指意。今少卿抱不测之罪，涉旬月，迫季冬，仆又薄从上雍，恐卒然不可为讳，是仆终已不得舒愤懑以晓左右，则长逝者魂魄私恨无穷。请略陈固陋。
2336,雍,1211,此二人者，皆信必然之画，捐朋党之私，挟孤独之交，故不能自免于嫉妒之人也。是以申徒狄蹈雍之河，徐衍负石入海，不容于世，义不苟取比周于朝以移主上之心。故百里奚乞食于道路，缪公委之以政。,夫幸非福，非德不当雍，雍不为幸，吾是以惧。
2337,雍,1211,书辞宜答，会东从上来，又迫贱事，相见日浅，卒卒无须臾之间，得竭指意。今少卿抱不测之罪，涉旬月，迫季冬，仆又薄从上雍，恐卒然不可为讳，是仆终已不得舒愤懑以晓左右，则长逝者魂魄私恨无穷。请略陈固陋。,此二人者，皆信必然之画，捐朋党之私，挟孤独之交，故不能自免于嫉妒之人也。是以申徒狄蹈雍之河，徐衍负石入海，不容于世，义不苟取比周于朝以移主上之心。故百里奚乞食于道路，缪公委之以政。
2338,雍,1211,书辞宜答，会东从上来，又迫贱事，相见日浅，卒卒无须臾之间，得竭指意。今少卿抱不测之罪，涉旬月，迫季冬，仆又薄从上雍，恐卒然不可为讳，是仆终已不得舒愤懑以晓左右，则长逝者魂魄私恨无穷。请略陈固陋。,夫幸非福，非德不当雍，雍不为幸，吾是以惧。
2339,庸,1213,王其无庸战。,拔去凶邪，登崇畯良。占小善者率以录，名一艺者无不庸。爬罗剔抉，刮垢磨光。
2340,庸,1213,拔去凶邪，登崇畯良。占小善者率以录，名一艺者无不庸。爬罗剔抉，刮垢磨光。,诸稽郢行成于吴吴王夫差起师伐越，越王勾践起师逆之江。大夫种乃献谋曰：夫吴之与越，唯天所授，王其无庸战。夫申胥、华登，简服吴国之士于甲兵，而未尝有所挫也。
2341,庸,1215,自恃其聪与敏而不学者，自败者也。昏与庸，可限而不可限也。不自限其昏与庸而力学不倦者，自力者也。,且庸人尚羞之，况于将相乎。
2342,拥,1218,以衾拥覆，久而乃和。,奴惊，各亡去。乃褫豪民衣自衣，复自策其马，麾众拥豪民马前，反接，徇诸市。使自呼曰：为民诬太守者视此。
2343,拥,1218,奴惊，各亡去。乃褫豪民衣自衣，复自策其马，麾众拥豪民马前，反接，徇诸市。使自呼曰：为民诬太守者视此。,以衾拥覆，久而乃和。
2344,拥,1221,操已拥百万之众。,惠子谓庄子曰：吾有大树，人谓之樗。其大本拥肿而不中绳墨，其小枝卷曲而不中规矩，立之涂，匠人不顾。今子之言大而无用，众所同去也。
2345,拥,1221,惠子谓庄子曰：吾有大树，人谓之樗。其大本拥肿而不中绳墨，其小枝卷曲而不中规矩，立之涂，匠人不顾。今子之言大而无用，众所同去也。,操已拥百万之众。
2346,佣,1223,陈涉少时，尝与人佣耕。,凿壁偷光匡衡勤学而无烛，邻舍有烛而不逮，衡乃穿壁引其光，以书映光而读之。邑人大姓文不识，家富多书，衡乃与其佣作而不求偿。主人怪，问衡，衡曰：愿得主人书遍读之。
2347,佣,1223,陈涉少时，尝与人佣耕。,吴广者，阳夏人也，字叔。陈涉少时，尝与人佣耕，辍耕之垄上，怅恨久之，曰：苟富贵，无相忘。佣者笑而应曰：若为佣耕，何富贵也。
2348,佣,1223,凿壁偷光匡衡勤学而无烛，邻舍有烛而不逮，衡乃穿壁引其光，以书映光而读之。邑人大姓文不识，家富多书，衡乃与其佣作而不求偿。主人怪，问衡，衡曰：愿得主人书遍读之。,陈涉少时，尝与人佣耕。
2349,佣,1223,吴广者，阳夏人也，字叔。陈涉少时，尝与人佣耕，辍耕之垄上，怅恨久之，曰：苟富贵，无相忘。佣者笑而应曰：若为佣耕，何富贵也。,陈涉少时，尝与人佣耕。
2350,媵,1224,妃嫔媵嫱王子皇孙。,寒花葬志婢，魏孺人媵也。嘉靖丁酉五月四日死。
2351,媵,1224,妃嫔媵嫱王子皇孙。,师还，馆于虞，遂袭虞，灭之执虞公。及其大夫井伯，从媵秦穆姬。而修虞祀，且归其职贡于王，故书曰：晋人执虞公。
2352,媵,1224,寒花葬志婢，魏孺人媵也。嘉靖丁酉五月四日死。,妃嫔媵嫱王子皇孙。
2353,媵,1224,师还，馆于虞，遂袭虞，灭之执虞公。及其大夫井伯，从媵秦穆姬。而修虞祀，且归其职贡于王，故书曰：晋人执虞公。,妃嫔媵嫱王子皇孙。
2354,媵,1224,师还，馆于虞，遂袭虞，灭之执虞公。及其大夫井伯，从媵秦穆姬。而修虞祀，且归其职贡于王，故书曰：晋人执虞公。,寒花葬志婢，魏孺人媵也。嘉靖丁酉五月四日死。
2355,应,1230,急应河阳役，犹得备晨炊。,吾尝试之矣，尝试语于众曰：某良士，某良士。其应者，必其人之与也。不然，则其所疏远不与同其利者也。
2356,应,1230,吾尝试之矣，尝试语于众曰：某良士，某良士。其应者，必其人之与也。不然，则其所疏远不与同其利者也。,急应河阳役，犹得备晨炊。
2357,应,1231,河曲智叟亡以应。,或曰：以子之矛，陷子之盾，何如。其人弗能应也。夫不可陷之盾与无不陷之矛，不可同世而立。
2358,应,1231,或曰：以子之矛，陷子之盾，何如。其人弗能应也。夫不可陷之盾与无不陷之矛，不可同世而立。,河曲智叟亡以应。
2359,赢,1237,赢得仓皇北顾。,赵文子曰：信。我实不德，而以隶人之垣以赢诸侯，是吾罪也。使士文伯谢不敏焉。
2360,赢,1237,赵文子曰：信。我实不德，而以隶人之垣以赢诸侯，是吾罪也。使士文伯谢不敏焉。,赢得仓皇北顾。
2361,楹,1239,书‘晋王右军墨池’之六字于楹间以揭之。,投闲置散，乃分之宜。若夫商财贿之有亡，计班资之崇庳，忘己量之所称，指前人之瑕疵，是所谓诘匠氏之不以杙为楹，而訾医师以昌阳引年，欲进其豨苓也。。
2362,楹,1239,书‘晋王右军墨池’之六字于楹间以揭之。,湫水方大，入谷未到五里余，闻大声转出谷中，从者心掉。望见西北立石，作人俯势，又如大楹。行过二百步，乃见更作两股倚立。
2363,楹,1239,湫水方大，入谷未到五里余，闻大声转出谷中，从者心掉。望见西北立石，作人俯势，又如大楹。行过二百步，乃见更作两股倚立。,书‘晋王右军墨池’之六字于楹间以揭之。
2364,楹,1239,湫水方大，入谷未到五里余，闻大声转出谷中，从者心掉。望见西北立石，作人俯势，又如大楹。行过二百步，乃见更作两股倚立。,投闲置散，乃分之宜。若夫商财贿之有亡，计班资之崇庳，忘己量之所称，指前人之瑕疵，是所谓诘匠氏之不以杙为楹，而訾医师以昌阳引年，欲进其豨苓也。。
2365,楹,1239,投闲置散，乃分之宜。若夫商财贿之有亡，计班资之崇庳，忘己量之所称，指前人之瑕疵，是所谓诘匠氏之不以杙为楹，而訾医师以昌阳引年，欲进其豨苓也。。,湫水方大，入谷未到五里余，闻大声转出谷中，从者心掉。望见西北立石，作人俯势，又如大楹。行过二百步，乃见更作两股倚立。
2366,楹,1239,投闲置散，乃分之宜。若夫商财贿之有亡，计班资之崇庳，忘己量之所称，指前人之瑕疵，是所谓诘匠氏之不以杙为楹，而訾医师以昌阳引年，欲进其豨苓也。。,书‘晋王右军墨池’之六字于楹间以揭之。
2367,营,1241,无所不可焉，斯无所不足矣，斯无所不乐矣。今人极力以营其口腹，而所得止于一饱。极力以营居处，而所安止几席之地。,卖炭得钱何所营?身上衣裳口中食。
2368,营,1242,百计营谋不能脱。,无所不可焉，斯无所不足矣，斯无所不乐矣。今人极力以营其口腹，而所得止于一饱。极力以营居处，而所安止几席之地。
2369,营,1242,无所不可焉，斯无所不足矣，斯无所不乐矣。今人极力以营其口腹，而所得止于一饱。极力以营居处，而所安止几席之地。,百计营谋不能脱。
2370,盈,1244,携幼入室，有酒盈樽。,逝者如斯，而未尝往也。盈虚者如彼，而卒莫消长也。盖将自其变者而观之，则天地曾不能以一瞬。
2371,盈,1244,携幼入室，有酒盈樽。,顾无计可以死之。惟有小刀不盈寸，遂割破狼爪下皮，以吹豕之法吹之。极力吹移时，觉狼不甚动，方缚以带。
2372,盈,1244,逝者如斯，而未尝往也。盈虚者如彼，而卒莫消长也。盖将自其变者而观之，则天地曾不能以一瞬。,携幼入室，有酒盈樽。
2373,盈,1244,顾无计可以死之。惟有小刀不盈寸，遂割破狼爪下皮，以吹豕之法吹之。极力吹移时，觉狼不甚动，方缚以带。,逝者如斯，而未尝往也。盈虚者如彼，而卒莫消长也。盖将自其变者而观之，则天地曾不能以一瞬。
2374,盈,1244,顾无计可以死之。惟有小刀不盈寸，遂割破狼爪下皮，以吹豕之法吹之。极力吹移时，觉狼不甚动，方缚以带。,携幼入室，有酒盈樽。
2375,迎,1248,千里逢迎，高朋满座。,出咸阳、熙邯郸，从容郑、卫、溱、洧之间。是时向春之末，迎夏之阳，鸧鹒喈喈，群女出桑。此郊之姝，华色含光，体美容冶，不待饰装。
2376,迎,1248,出咸阳、熙邯郸，从容郑、卫、溱、洧之间。是时向春之末，迎夏之阳，鸧鹒喈喈，群女出桑。此郊之姝，华色含光，体美容冶，不待饰装。,千里逢迎，高朋满座。
2377,膺,1249,旧事填膺，思之凄梗。,经曰：夷狄之有君，不如诸夏之亡。《诗》曰：戎狄是膺，荆舒是惩今也举夷狄之法，而加之先王之教之上，几何其不胥而为夷也。夫所谓先王之教者，何也。
2378,膺,1249,旧事填膺，思之凄梗。,以此图功，何功不克。公等或家传汉爵，或地协周亲，或膺重寄于爪牙，或受顾命于宣室。言犹在耳，忠岂忘心。
2379,膺,1249,经曰：夷狄之有君，不如诸夏之亡。《诗》曰：戎狄是膺，荆舒是惩今也举夷狄之法，而加之先王之教之上，几何其不胥而为夷也。夫所谓先王之教者，何也。,以此图功，何功不克。公等或家传汉爵，或地协周亲，或膺重寄于爪牙，或受顾命于宣室。言犹在耳，忠岂忘心。
2380,膺,1249,以此图功，何功不克。公等或家传汉爵，或地协周亲，或膺重寄于爪牙，或受顾命于宣室。言犹在耳，忠岂忘心。,旧事填膺，思之凄梗。
2381,婴,1251,是犹使处女婴宝珠。,遇之有礼，故群臣自憙。婴以廉耻，故人矜节行。上设廉礼义以遇其臣，而臣不以节行报其上者，则非人类也。
2382,婴,1251,遇之有礼，故群臣自憙。婴以廉耻，故人矜节行。上设廉礼义以遇其臣，而臣不以节行报其上者，则非人类也。,外无期功强近之亲，内无应门五尺之僮，茕茕孑立，形影相吊。而刘夙婴疾病，常在床蓐，臣侍汤药，未曾废离。逮奉圣朝，沐浴清化。
2383,婴,1251,遇之有礼，故群臣自憙。婴以廉耻，故人矜节行。上设廉礼义以遇其臣，而臣不以节行报其上者，则非人类也。,是犹使处女婴宝珠。
2384,婴,1251,遇之有礼，故群臣自憙。婴以廉耻，故人矜节行。上设廉礼义以遇其臣，而臣不以节行报其上者，则非人类也。,人固有一死，或重于泰山，或轻于鸿毛，用之所趋异也。太上，不辱先，其次不辱身，其次不辱理色，其次不辱辞令，其次诎体受辱，其次易服受辱，其次关木索、被箠楚受辱，其次剔毛发、婴金铁受辱，其次毁肌肤、断肢体受辱，最下腐刑极矣。传曰刑不上大夫。
2385,婴,1251,人固有一死，或重于泰山，或轻于鸿毛，用之所趋异也。太上，不辱先，其次不辱身，其次不辱理色，其次不辱辞令，其次诎体受辱，其次易服受辱，其次关木索、被箠楚受辱，其次剔毛发、婴金铁受辱，其次毁肌肤、断肢体受辱，最下腐刑极矣。传曰刑不上大夫。,外无期功强近之亲，内无应门五尺之僮，茕茕孑立，形影相吊。而刘夙婴疾病，常在床蓐，臣侍汤药，未曾废离。逮奉圣朝，沐浴清化。
2386,婴,1251,人固有一死，或重于泰山，或轻于鸿毛，用之所趋异也。太上，不辱先，其次不辱身，其次不辱理色，其次不辱辞令，其次诎体受辱，其次易服受辱，其次关木索、被箠楚受辱，其次剔毛发、婴金铁受辱，其次毁肌肤、断肢体受辱，最下腐刑极矣。传曰刑不上大夫。,是犹使处女婴宝珠。
2387,婴,1251,外无期功强近之亲，内无应门五尺之僮，茕茕孑立，形影相吊。而刘夙婴疾病，常在床蓐，臣侍汤药，未曾废离。逮奉圣朝，沐浴清化。,遇之有礼，故群臣自憙。婴以廉耻，故人矜节行。上设廉礼义以遇其臣，而臣不以节行报其上者，则非人类也。
2388,婴,1251,外无期功强近之亲，内无应门五尺之僮，茕茕孑立，形影相吊。而刘夙婴疾病，常在床蓐，臣侍汤药，未曾废离。逮奉圣朝，沐浴清化。,是犹使处女婴宝珠。
2389,英,1254,况刘豫州至王室之胄，英才盖世。,曰：呜呼曼卿。生而为英，死而为灵。其同乎万物生死，而复归于无物者，暂聚之形。
2390,英,1254,曰：呜呼曼卿。生而为英，死而为灵。其同乎万物生死，而复归于无物者，暂聚之形。,况刘豫州至王室之胄，英才盖世。
2391,印,1261,于是辞相印不拜。,于是辞相印不拜
2392,隐,1263,有以文人画士孤癖之隐明告鬻梅者。,以小易大，彼恶知之。王若隐其无罪而就死地，则牛羊何择焉。王笑曰：是诚何心哉。
